participant,block_i,expected_length,real_length,lengthDiff,trial_i_within_block,next_wave_in,targetMeanColor,distractorMeanColor,clicked_monster_id,correct,rt
24,78,7,7,0,3,5,237,405,0,1,1218.90000000596
24,78,7,7,0,4,4,237,405,0,1,1268.89999999851
24,78,7,7,0,5,3,237,405,0,1,1002.10000000149
24,78,7,7,0,6,2,237,405,0,1,1101.5
24,78,7,7,0,7,1,237,405,0,1,1052.10000000149
24,79,6,6,0,1,0,58,239,0,1,1068.59999999404
24,79,6,6,0,2,5,58,239,0,1,1069
24,79,6,6,0,3,4,58,239,0,1,1235.20000000298
24,79,6,6,0,4,3,58,239,0,1,1302
24,79,6,6,0,5,2,58,239,0,1,1035.10000000149
24,79,6,6,0,6,1,58,239,0,1,1118.90000000596
24,80,6,3,-3,1,0,306,519,0,1,1301.89999999851
24,80,6,3,-3,2,5,306,519,0,1,1485.60000000149
24,80,6,3,-3,3,4,306,519,0,1,952.19999999553
24,81,7,11,4,1,3,96,313,0,1,1278.39999999851
24,81,7,11,4,2,6,96,313,,,
24,81,7,11,4,3,5,96,313,0,1,1248.29999999702
24,81,7,11,4,4,4,96,313,0,1,1068.20000000298
24,81,7,11,4,5,3,96,313,,,
24,81,7,11,4,6,2,96,313,0,1,1181.60000000149
24,81,7,11,4,7,1,96,313,0,1,1268.69999999553
24,81,7,11,4,8,0,96,313,3,0,1401.60000000149
24,81,7,11,4,9,0,96,313,0,1,1200.10000000149
24,81,7,11,4,10,0,96,313,0,1,1135.60000000149
24,81,7,11,4,11,0,96,313,0,1,1052.29999999702
24,82,5,3,-2,1,5,32,236,0,1,1051.79999999702
24,82,5,3,-2,2,4,32,236,,,
24,82,5,3,-2,3,3,32,236,0,1,1382.39999999851
24,83,5,5,0,1,2,162,372,0,1,1335.39999999851
24,83,5,5,0,2,4,162,372,0,1,1069
24,83,5,5,0,3,3,162,372,0,1,1085.69999999553
24,83,5,5,0,4,2,162,372,0,1,1085.79999999702
24,83,5,5,0,5,1,162,372,0,1,1218.80000000447
24,84,6,6,0,1,0,144,300,0,1,1335.60000000149
24,84,6,6,0,2,5,144,300,0,1,1118.89999999851
24,84,6,6,0,3,4,144,300,0,1,1335.20000000298
24,84,6,6,0,4,3,144,300,0,1,1402.5
24,84,6,6,0,5,2,144,300,,,
24,84,6,6,0,6,1,144,300,0,1,1365.60000000149
24,85,7,7,0,1,0,295,455,0,1,1402.30000000447
24,85,7,7,0,2,6,295,455,0,1,1251.89999999851
24,85,7,7,0,3,5,295,455,0,1,1185.59999999404
24,85,7,7,0,4,4,295,455,0,1,1335.39999999851
24,85,7,7,0,5,3,295,455,0,1,1285.59999999404
24,85,7,7,0,6,2,295,455,0,1,1068.70000000298
24,85,7,7,0,7,1,295,455,0,1,1084.60000000149
24,86,5,5,0,1,0,202,370,0,1,1102.09999999404
24,86,5,5,0,2,4,202,370,0,1,1135.19999999553
24,86,5,5,0,3,3,202,370,0,1,1035.60000000149
24,86,5,5,0,4,2,202,370,0,1,1218.70000000298
24,86,5,5,0,5,1,202,370,0,1,1119.10000000149
24,87,6,6,0,1,0,280,505,0,1,1018.79999999702
24,87,6,6,0,2,5,280,505,0,1,1101.89999999851
24,87,6,6,0,3,4,280,505,0,1,1285.60000000149
24,87,6,6,0,4,3,280,505,0,1,1302.39999999851
24,87,6,6,0,5,2,280,505,0,1,1152.20000000298
24,87,6,6,0,6,1,280,505,0,1,1335.29999999702
24,88,5,2,-3,1,0,95,257,0,1,1252.19999999553
24,88,5,2,-3,2,4,95,257,0,1,1119
24,89,5,5,0,1,3,116,277,0,1,1152
24,89,5,5,0,2,4,116,277,0,1,1085.70000000298
24,89,5,5,0,3,3,116,277,0,1,1035.29999999702
24,89,5,5,0,4,2,116,277,0,1,1168.39999999851
24,89,5,5,0,5,1,116,277,0,1,1035.60000000149
24,90,5,7,2,1,0,272,486,0,1,1235.89999999851
24,90,5,7,2,2,4,272,486,0,1,1219.10000000149
24,90,5,7,2,3,3,272,486,0,1,1052
24,90,5,7,2,4,2,272,486,0,1,1052.39999999851
24,90,5,7,2,5,1,272,486,0,1,1019.19999999553
24,90,5,7,2,6,0,272,486,0,1,968.70000000298
24,90,5,7,2,7,0,272,486,0,1,1119.10000000149
24,91,7,7,0,1,7,356,524,0,1,1052.30000000447
24,91,7,7,0,2,6,356,524,0,1,1102.10000000149
24,91,7,7,0,3,5,356,524,0,1,1069.19999999553
24,91,7,7,0,4,4,356,524,0,1,1102.29999999702
24,91,7,7,0,5,3,356,524,0,1,968.89999999851
24,91,7,7,0,6,2,356,524,0,1,1119.20000000298
24,91,7,7,0,7,1,356,524,0,1,1285.69999999553
24,92,6,6,0,1,0,267,440,0,1,1085.59999999404
24,92,6,6,0,2,5,267,440,0,1,1035.80000000447
24,92,6,6,0,3,4,267,440,0,1,1118.60000000149
24,92,6,6,0,4,3,267,440,0,1,935.70000000298
24,92,6,6,0,5,2,267,440,0,1,935.60000000149
24,92,6,6,0,6,1,267,440,0,1,1168.79999999702
24,93,6,6,0,1,0,126,314,0,1,1385.80000000447
24,93,6,6,0,2,5,126,314,0,1,1251.80000000447
24,93,6,6,0,3,4,126,314,0,1,1319.10000000149
24,93,6,6,0,4,3,126,314,0,1,1052.10000000149
24,93,6,6,0,5,2,126,314,0,1,1152.5
24,93,6,6,0,6,1,126,314,0,1,1152.29999999702
24,94,7,7,0,1,0,281,482,0,1,1318.60000000149
24,94,7,7,0,2,6,281,482,0,1,1202.20000000298
24,94,7,7,0,3,5,281,482,0,1,1235.60000000149
24,94,7,7,0,4,4,281,482,0,1,1152.39999999851
24,94,7,7,0,5,3,281,482,0,1,1068.79999999702
24,94,7,7,0,6,2,281,482,0,1,985.70000000298
24,94,7,7,0,7,1,281,482,0,1,1152.60000000149
24,95,5,5,0,1,0,94,324,0,1,1285.5
24,95,5,5,0,2,4,94,324,0,1,1119.20000000298
24,95,5,5,0,3,3,94,324,0,1,1168.79999999702
24,95,5,5,0,4,2,94,324,0,1,1235.59999999404
24,95,5,5,0,5,1,94,324,0,1,1385.69999999553
24,96,5,3,-2,1,0,58,291,0,1,1185.89999999851
24,96,5,3,-2,2,4,58,291,0,1,1118.5
24,96,5,3,-2,3,3,58,291,0,1,1235.70000000298
8,1,6,6,0,1,6,358,522,0,1,1944
8,1,6,6,0,2,5,358,522,0,1,1921
8,1,6,6,0,3,4,358,522,0,1,1457
8,1,6,6,0,4,3,358,522,0,1,1771
8,1,6,6,0,5,2,358,522,0,1,1142
8,1,6,6,0,6,1,358,522,0,1,1217
8,2,6,4,-2,1,0,277,437,0,1,1554
8,2,6,4,-2,2,5,277,437,0,1,1207
8,2,6,4,-2,3,4,277,437,0,1,1508
8,2,6,4,-2,4,3,277,437,0,1,1307
8,3,7,8,1,1,2,147,309,0,1,1790
8,3,7,8,1,2,6,147,309,0,1,1858.00000000001
8,3,7,8,1,3,5,147,309,0,1,2392
8,3,7,8,1,4,4,147,309,0,1,1274
8,3,7,8,1,5,3,147,309,0,1,1407
8,3,7,8,1,6,2,147,309,0,1,1309
8,3,7,8,1,7,1,147,309,0,1,1159
8,3,7,8,1,8,0,147,309,0,1,1325
8,4,6,6,0,1,6,330,499,0,1,1658
8,4,6,6,0,2,5,330,499,0,1,2275.00000000001
8,4,6,6,0,3,4,330,499,0,1,1342
8,4,6,6,0,4,3,330,499,0,1,1509
8,4,6,6,0,5,2,330,499,0,1,1775
8,4,6,6,0,6,1,330,499,0,1,1343
8,5,5,2,-3,1,0,96,268,0,1,2158.99999999999
8,5,5,2,-3,2,4,96,268,0,1,1460.00000000001
8,6,7,7,0,1,3,35,263,0,1,3241
8,6,7,7,0,2,6,35,263,0,1,1210
8,6,7,7,0,3,5,35,263,0,1,1308.99999999999
8,6,7,7,0,4,4,35,263,0,1,1127
8,6,7,7,0,5,3,35,263,0,1,1342
8,6,7,7,0,6,2,35,263,0,1,1274.99999999999
8,6,7,7,0,7,1,35,263,0,1,1207
8,7,6,6,0,1,0,73,286,0,1,1374
8,7,6,6,0,2,5,73,286,0,1,1160
8,7,6,6,0,3,4,73,286,0,1,1342
8,7,6,6,0,4,3,73,286,0,1,1293
8,7,6,6,0,5,2,73,286,0,1,1310
8,7,6,6,0,6,1,73,286,0,1,1226
8,8,6,6,0,1,0,102,316,0,1,1276
8,8,6,6,0,2,5,102,316,0,1,1278
8,8,6,6,0,3,4,102,316,0,1,1259
8,8,6,6,0,4,3,102,316,0,1,1309
8,8,6,6,0,5,2,102,316,0,1,1277
8,8,6,6,0,6,1,102,316,0,1,1226
8,9,5,3,-2,1,0,202,373,0,1,1427
8,9,5,3,-2,2,4,202,373,0,1,1360
8,9,5,3,-2,3,3,202,373,0,1,1143
8,10,5,5,0,1,2,211,406,0,1,1227
8,10,5,5,0,2,4,211,406,0,1,1210
8,10,5,5,0,3,3,211,406,0,1,1393
8,10,5,5,0,4,2,211,406,0,1,1176
8,10,5,5,0,5,1,211,406,0,1,1127.00000000001
8,11,6,6,0,1,0,351,569,0,1,2095
8,11,6,6,0,2,5,351,569,0,1,1778
8,11,6,6,0,3,4,351,569,0,1,1411
8,11,6,6,0,4,3,351,569,0,1,1259
8,11,6,6,0,5,2,351,569,0,1,1326
8,11,6,6,0,6,1,351,569,0,1,1543.99999999999
8,12,7,7,0,1,0,88,294,0,1,1478.00000000001
8,12,7,7,0,2,6,88,294,0,1,1212.00000000001
8,12,7,7,0,3,5,88,294,0,1,2195
8,12,7,7,0,4,4,88,294,0,1,1210.99999999999
8,12,7,7,0,5,3,88,294,0,1,1129
8,12,7,7,0,6,2,88,294,0,1,1113
8,12,7,7,0,7,1,88,294,0,1,1160
8,13,7,10,3,1,0,269,492,0,1,1428
8,13,7,10,3,2,6,269,492,0,1,2078
8,13,7,10,3,3,5,269,492,0,1,1244.99999999997
8,13,7,10,3,4,4,269,492,0,1,1312
8,13,7,10,3,5,3,269,492,0,1,1745.00000000003
8,13,7,10,3,6,2,269,492,0,1,1161
8,13,7,10,3,7,1,269,492,0,1,1130
8,13,7,10,3,8,0,269,492,0,1,1262
8,13,7,10,3,9,0,269,492,0,1,1127.00000000003
8,13,7,10,3,10,0,269,492,0,1,1081.99999999997
8,14,7,7,0,1,7,327,556,1,0,1195
8,,,,,,,,,,,
8,14,7,7,0,2,6,327,556,0,1,1357
8,14,7,7,0,3,5,327,556,0,1,1529
8,14,7,7,0,4,4,327,556,0,1,1579
8,14,7,7,0,5,3,327,556,0,1,1213
8,14,7,7,0,6,2,327,556,0,1,1164.00000000003
8,14,7,7,0,7,1,327,556,0,1,1396.00000000003
8,15,7,7,0,1,0,60,207,0,1,1213
8,15,7,7,0,2,6,60,207,0,1,1259.99999999997
8,15,7,7,0,3,5,60,207,0,1,1179
8,15,7,7,0,4,4,60,207,0,1,1212
8,15,7,7,0,5,3,60,207,0,1,1196.99999999997
8,15,7,7,0,6,2,60,207,0,1,1397
8,15,7,7,0,7,1,60,207,0,1,1229.00000000003
8,16,5,2,-3,1,0,267,456,0,1,1330
8,16,5,2,-3,2,4,267,456,0,1,1279
8,17,7,7,0,1,3,171,336,0,1,1420
8,17,7,7,0,2,6,171,336,0,1,1164
8,17,7,7,0,3,5,171,336,0,1,1230
8,17,7,7,0,4,4,171,336,0,1,1144
8,17,7,7,0,5,3,171,336,0,1,1247
8,17,7,7,0,6,2,171,336,0,1,1281
8,17,7,7,0,7,1,171,336,0,1,1330
8,18,5,5,0,1,0,128,344,0,1,1297
8,18,5,5,0,2,4,128,344,0,1,1264.00000000003
8,18,5,5,0,3,3,128,344,0,1,1381
8,18,5,5,0,4,2,128,344,0,1,1664.00000000003
8,18,5,5,0,5,1,128,344,0,1,1148
8,19,5,5,0,1,0,106,307,0,1,1848
8,19,5,5,0,2,4,106,307,0,1,1199
8,19,5,5,0,3,3,106,307,0,1,1281
8,19,5,5,0,4,2,106,307,0,1,2082
8,19,5,5,0,5,1,106,307,0,1,1181.00000000003
8,20,5,4,-1,1,0,165,318,0,1,1365.99999999997
8,20,5,4,-1,2,4,165,318,0,1,1131
8,20,5,4,-1,3,3,165,318,0,1,1314
8,20,5,4,-1,4,2,165,318,0,1,1182
8,21,6,7,1,1,1,288,514,0,1,1730
8,21,6,7,1,2,5,288,514,0,1,1298
8,21,6,7,1,3,4,288,514,0,1,1264
8,21,6,7,1,4,3,288,514,0,1,1849
8,21,6,7,1,5,2,288,514,0,1,2898
8,21,6,7,1,6,1,288,514,0,1,1396.99999999997
8,21,6,7,1,7,0,288,514,0,1,1316
8,22,5,5,0,1,5,329,479,0,1,2699
8,22,5,5,0,2,4,329,479,0,1,1283
8,22,5,5,0,3,3,329,479,0,1,1317
8,22,5,5,0,4,2,329,479,0,1,1365.00000000003
8,22,5,5,0,5,1,329,479,0,1,1282
8,23,5,5,0,1,0,196,367,0,1,1266
8,23,5,5,0,2,4,196,367,0,1,1182
8,23,5,5,0,3,3,196,367,0,1,1217.00000000003
8,23,5,5,0,4,2,196,367,0,1,1149
8,23,5,5,0,5,1,196,367,0,1,1400.00000000003
8,24,7,8,1,1,0,158,383,0,1,1149
8,24,7,8,1,2,6,158,383,0,1,1282.99999999997
8,24,7,8,1,3,5,158,383,0,1,1199
8,24,7,8,1,4,4,158,383,0,1,1365
8,24,7,8,1,5,3,158,383,0,1,1750.99999999997
8,24,7,8,1,6,2,158,383,0,1,1231
8,24,7,8,1,7,1,158,383,0,1,1533
8,24,7,8,1,8,0,158,383,0,1,1151
8,25,7,3,-4,1,7,87,260,0,1,1532.00000000003
8,25,7,3,-4,2,6,87,260,0,1,1317.00000000003
8,25,7,3,-4,3,5,87,260,0,1,1384
8,26,6,2,-4,1,4,244,411,0,1,2216
8,26,6,2,-4,2,5,244,411,0,1,1267
8,27,6,6,0,1,4,346,529,0,1,1500
8,27,6,6,0,2,5,346,529,0,1,1200
8,27,6,6,0,3,4,346,529,0,1,1351
8,27,6,6,0,4,3,346,529,0,1,1600
8,27,6,6,0,5,2,346,529,0,1,1266
8,27,6,6,0,6,1,346,529,0,1,1167
8,28,7,7,0,1,0,208,384,0,1,1634
8,28,7,7,0,2,6,208,384,0,1,1068
8,28,7,7,0,3,5,208,384,0,1,1299
8,28,7,7,0,4,4,208,384,0,1,1334.99999999997
8,28,7,7,0,5,3,208,384,0,1,1217.00000000003
8,28,7,7,0,6,2,208,384,0,1,1567
8,28,7,7,0,7,1,208,384,0,1,1300.99999999997
8,29,5,9,4,1,0,286,518,0,1,1401.99999999997
8,29,5,9,4,2,4,286,518,0,1,1267
8,29,5,9,4,3,3,286,518,0,1,1236
8,29,5,9,4,4,2,286,518,0,1,1385
8,29,5,9,4,5,1,286,518,0,1,1135
8,29,5,9,4,6,0,286,518,0,1,1400.99999999994
8,29,5,9,4,7,0,286,518,0,1,1433.99999999994
8,29,5,9,4,8,0,286,518,0,1,1418
8,29,5,9,4,9,0,286,518,0,1,1384
8,30,6,3,-3,1,6,133,360,0,1,1485
8,30,6,3,-3,2,5,133,360,0,1,1301
8,30,6,3,-3,3,4,133,360,0,1,1185
8,31,6,2,-4,1,3,38,217,0,1,1951
8,31,6,2,-4,2,5,38,217,0,1,1652
8,32,7,11,4,1,4,35,244,0,1,1235
8,32,7,11,4,2,6,35,244,0,1,1336
8,32,7,11,4,3,5,35,244,0,1,1269
8,32,7,11,4,4,4,35,244,0,1,1050
8,32,7,11,4,5,3,35,244,0,1,1236
8,32,7,11,4,6,2,35,244,0,1,1185
8,32,7,11,4,7,1,35,244,0,1,1351.99999999994
8,32,7,11,4,8,0,35,244,0,1,1303
8,32,7,11,4,9,0,35,244,0,1,1736
8,32,7,11,4,10,0,35,244,0,1,1287
8,32,7,11,4,11,0,35,244,0,1,1619
8,33,7,10,3,1,7,105,281,0,1,1680.99999999994
8,33,7,10,3,2,6,105,281,0,1,1333
8,33,7,10,3,3,5,105,281,0,1,1321
8,33,7,10,3,4,4,105,281,0,1,1251.99999999994
8,33,7,10,3,5,3,105,281,0,1,1652
8,33,7,10,3,6,2,105,281,0,1,1320
8,33,7,10,3,7,1,105,281,0,1,1269
8,33,7,10,3,8,0,105,281,0,1,1269.99999999994
8,33,7,10,3,9,0,105,281,0,1,1653
8,33,7,10,3,10,0,105,281,0,1,1185.99999999994
8,34,6,6,0,1,6,260,493,0,1,1637
8,34,6,6,0,2,5,260,493,0,1,1354
8,34,6,6,0,3,4,260,493,0,1,1070.00000000006
8,34,6,6,0,4,3,260,493,0,1,1355
8,34,6,6,0,5,2,260,493,0,1,1253
8,34,6,6,0,6,1,260,493,0,1,1154
8,35,6,7,1,1,0,4,176,0,1,1821
8,35,6,7,1,2,5,4,176,0,1,1454
8,35,6,7,1,3,4,4,176,0,1,1238
8,35,6,7,1,4,3,4,176,0,1,1186.99999999994
8,35,6,7,1,5,2,4,176,0,1,1304
8,35,6,7,1,6,1,4,176,0,1,1520
8,35,6,7,1,7,0,4,176,0,1,1354.00000000006
8,36,6,6,0,1,6,36,244,0,1,1172
8,36,6,6,0,2,5,36,244,0,1,1187
8,36,6,6,0,3,4,36,244,0,1,1286
8,36,6,6,0,4,3,36,244,0,1,1307.00000000006
8,36,6,6,0,5,2,36,244,0,1,1388
8,36,6,6,0,6,1,36,244,0,1,1171.00000000006
8,37,6,6,0,1,0,322,493,0,1,1355
8,37,6,6,0,2,5,322,493,0,1,1289
8,37,6,6,0,3,4,322,493,0,1,1338
8,37,6,6,0,4,3,322,493,0,1,1489.00000000006
8,37,6,6,0,5,2,322,493,0,1,1321
8,37,6,6,0,6,1,322,493,0,1,1203.99999999994
8,38,5,7,2,1,0,163,336,0,1,2438.00000000006
8,38,5,7,2,2,4,163,336,0,1,1289
8,38,5,7,2,3,3,163,336,0,1,1505
8,38,5,7,2,4,2,163,336,0,1,1272
8,38,5,7,2,5,1,163,336,0,1,1271
8,38,5,7,2,6,0,163,336,0,1,1240
8,38,5,7,2,7,0,163,336,0,1,1989
8,39,7,11,4,1,7,35,239,0,1,1372.00000000006
8,39,7,11,4,2,6,35,239,0,1,1255
8,39,7,11,4,3,5,35,239,0,1,1555.00000000006
8,39,7,11,4,4,4,35,239,0,1,1390
8,39,7,11,4,5,3,35,239,0,1,1239
8,39,7,11,4,6,2,35,239,0,1,1255.99999999994
8,39,7,11,4,7,1,35,239,0,1,1273
8,39,7,11,4,8,0,35,239,0,1,1306
8,39,7,11,4,9,0,35,239,0,1,1823.00000000006
8,39,7,11,4,10,0,35,239,0,1,1288
8,39,7,11,4,11,0,35,239,0,1,1473
8,40,5,1,-4,1,5,327,526,0,1,1205.00000000006
8,41,5,6,1,1,4,248,479,0,1,1223
8,41,5,6,1,2,4,248,479,0,1,1222.99999999994
8,41,5,6,1,3,3,248,479,0,1,1323.99999999994
8,41,5,6,1,4,2,248,479,0,1,1372.99999999994
8,41,5,6,1,5,1,248,479,0,1,1291
8,41,5,6,1,6,0,248,479,0,1,1471.99999999994
8,42,5,8,3,1,5,29,218,0,1,1623
8,42,5,8,3,2,4,29,218,0,1,1306.00000000006
8,42,5,8,3,3,3,29,218,0,1,1274
8,42,5,8,3,4,2,29,218,0,1,1423
8,42,5,8,3,5,1,29,218,0,1,1224
8,42,5,8,3,6,0,29,218,0,1,1224.00000000006
8,42,5,8,3,7,0,29,218,0,1,1174
8,42,5,8,3,8,0,29,218,0,1,1123
8,43,5,4,-1,1,5,288,435,0,1,2274
8,43,5,4,-1,2,4,288,435,0,1,1591
8,43,5,4,-1,3,3,288,435,0,1,1258
8,43,5,4,-1,4,2,288,435,0,1,1308
8,44,5,9,4,1,1,126,324,0,1,1473
8,44,5,9,4,2,4,126,324,0,1,1208
8,44,5,9,4,3,3,126,324,0,1,1509
8,44,5,9,4,4,2,126,324,0,1,1541
8,44,5,9,4,5,1,126,324,0,1,1454
8,44,5,9,4,6,0,126,324,0,1,1402
8,44,5,9,4,7,0,126,324,0,1,1465
8,44,5,9,4,8,0,126,324,0,1,1295
8,44,5,9,4,9,0,126,324,0,1,1295
8,45,5,5,0,1,5,34,263,0,1,1274
8,45,5,5,0,2,4,34,263,0,1,1272
8,45,5,5,0,3,3,34,263,0,1,1236.99999999994
8,45,5,5,0,4,2,34,263,0,1,1086.00000000006
8,45,5,5,0,5,1,34,263,0,1,1034.00000000006
8,46,7,3,-4,1,0,65,270,0,1,1515
8,46,7,3,-4,2,6,65,270,0,1,1182
8,46,7,3,-4,3,5,65,270,0,1,1278
8,47,7,5,-2,1,4,329,563,0,1,1228
8,47,7,5,-2,2,6,329,563,0,1,1209
8,47,7,5,-2,3,5,329,563,0,1,1276
8,47,7,5,-2,4,4,329,563,0,1,1242.00000000006
8,47,7,5,-2,5,3,329,563,0,1,1273.00000000006
8,48,7,7,0,1,2,84,285,6,0,1555
8,,,,,,,,,,,
8,48,7,7,0,2,6,84,285,0,1,1466
8,48,7,7,0,3,5,84,285,0,1,2135
8,48,7,7,0,4,4,84,285,0,1,1232
8,48,7,7,0,5,3,84,285,0,1,1651
8,48,7,7,0,6,2,84,285,0,1,1249
8,48,7,7,0,7,1,84,285,0,1,1265
8,49,5,8,3,1,0,92,251,0,1,1621
8,49,5,8,3,2,4,92,251,0,1,1231.99999999994
8,49,5,8,3,3,3,92,251,0,1,1498
8,49,5,8,3,4,2,92,251,0,1,1363
8,49,5,8,3,5,1,92,251,0,1,1747.99999999994
8,49,5,8,3,6,0,92,251,0,1,1131
8,49,5,8,3,7,0,92,251,0,1,1281
8,49,5,8,3,8,0,92,251,0,1,1230.00000000006
8,50,7,7,0,1,7,159,388,0,1,1282
8,50,7,7,0,2,6,159,388,0,1,1212.99999999994
8,50,7,7,0,3,5,159,388,0,1,2047
8,50,7,7,0,4,4,159,388,0,1,1330.00000000006
8,50,7,7,0,5,3,159,388,0,1,1229
8,50,7,7,0,6,2,159,388,0,1,1231
8,50,7,7,0,7,1,159,388,0,1,1296
8,51,5,5,0,1,0,309,543,0,1,1396
8,51,5,5,0,2,4,309,543,0,1,1146.00000000006
8,51,5,5,0,3,3,309,543,0,1,1263.99999999994
8,51,5,5,0,4,2,309,543,0,1,1328
8,51,5,5,0,5,1,309,543,0,1,1394.99999999994
8,52,6,6,0,1,0,283,493,0,1,1196
8,52,6,6,0,2,5,283,493,0,1,1314
8,52,6,6,0,3,4,283,493,0,1,1163
8,52,6,6,0,4,3,283,493,0,1,1312
8,52,6,6,0,5,2,283,493,0,1,1778.00000000006
8,52,6,6,0,6,1,283,493,0,1,1462.99999999994
8,53,6,8,2,1,0,145,352,0,1,1396
8,53,6,8,2,2,5,145,352,0,1,1279
8,53,6,8,2,3,4,145,352,0,1,1296
8,53,6,8,2,4,3,145,352,0,1,1212
8,53,6,8,2,5,2,145,352,0,1,1313
8,53,6,8,2,6,1,145,352,0,1,1230
8,53,6,8,2,7,0,145,352,0,1,1480.00000000006
8,53,6,8,2,8,0,145,352,0,1,1178.99999999994
8,54,5,5,0,1,5,68,257,0,1,1146
8,54,5,5,0,2,4,68,257,0,1,1247.00000000006
8,54,5,5,0,3,3,68,257,0,1,1229.99999999994
8,54,5,5,0,4,2,68,257,0,1,1230
8,54,5,5,0,5,1,68,257,0,1,979
8,55,7,4,-3,1,0,197,359,0,1,1311.99999999994
8,55,7,4,-3,2,6,197,359,0,1,1296
8,55,7,4,-3,3,5,197,359,0,1,1246
8,55,7,4,-3,4,4,197,359,0,1,1346
8,56,6,10,4,1,3,243,428,0,1,1428.99999999994
8,56,6,10,4,2,5,243,428,0,1,1162
8,56,6,10,4,3,4,243,428,0,1,1627
8,56,6,10,4,4,3,243,428,0,1,1145
8,56,6,10,4,5,2,243,428,0,1,1296.99999999994
8,56,6,10,4,6,1,243,428,0,1,1363
8,56,6,10,4,7,0,243,428,0,1,1263.00000000006
8,56,6,10,4,8,0,243,428,0,1,1262.99999999994
8,56,6,10,4,9,0,243,428,0,1,1113
8,56,6,10,4,10,0,243,428,0,1,1130
8,57,5,5,0,1,5,274,454,0,1,1197.99999999994
8,57,5,5,0,2,4,274,454,0,1,1129.00000000006
8,57,5,5,0,3,3,274,454,0,1,1197
8,57,5,5,0,4,2,274,454,0,1,1298
8,57,5,5,0,5,1,274,454,0,1,1181.00000000006
8,58,5,5,0,1,0,192,367,0,1,1195.99999999994
8,58,5,5,0,2,4,192,367,0,1,1163
8,58,5,5,0,3,3,192,367,0,1,1329
8,58,5,5,0,4,2,192,367,0,1,1331
8,58,5,5,0,5,1,192,367,0,1,1245
8,59,6,6,0,1,0,272,480,0,1,2097
8,59,6,6,0,2,5,272,480,0,1,1096
8,59,6,6,0,3,4,272,480,0,1,1180.99999999994
8,59,6,6,0,4,3,272,480,0,1,1280.99999999994
8,59,6,6,0,5,2,272,480,0,1,1280.99999999994
8,59,6,6,0,6,1,272,480,0,1,1030
8,60,6,4,-2,1,0,170,338,0,1,1313.99999999994
8,60,6,4,-2,2,5,170,338,0,1,1231
8,60,6,4,-2,3,4,170,338,0,1,1597
8,60,6,4,-2,4,3,170,338,0,1,1364
8,61,6,8,2,1,2,73,294,0,1,1214
8,61,6,8,2,2,5,73,294,0,1,1113.99999999994
8,61,6,8,2,3,4,73,294,0,1,1097
8,61,6,8,2,4,3,73,294,0,1,1130.99999999994
8,61,6,8,2,5,2,73,294,0,1,1198.00000000012
8,61,6,8,2,6,1,73,294,0,1,1264
8,61,6,8,2,7,0,73,294,0,1,1281.00000000006
8,61,6,8,2,8,0,73,294,0,1,1212.99999999994
8,62,6,6,0,1,6,323,494,0,1,1630.99999999994
8,62,6,6,0,2,5,323,494,0,1,1346.99999999994
8,62,6,6,0,3,4,323,494,0,1,1780
8,62,6,6,0,4,3,323,494,0,1,1265
8,62,6,6,0,5,2,323,494,0,1,1180.99999999994
8,62,6,6,0,6,1,323,494,0,1,1296.99999999988
8,63,5,7,2,1,0,109,269,0,1,1565
8,63,5,7,2,2,4,109,269,0,1,1081
8,63,5,7,2,3,3,109,269,0,1,1564
8,63,5,7,2,4,2,109,269,0,1,1215
8,63,5,7,2,5,1,109,269,0,1,1131
8,63,5,7,2,6,0,109,269,0,1,1199
8,63,5,7,2,7,0,109,269,0,1,1180.99999999988
8,64,6,5,-1,1,6,219,437,0,1,1382
8,64,6,5,-1,2,5,219,437,0,1,1248
8,64,6,5,-1,3,4,219,437,0,1,1549
8,64,6,5,-1,4,3,219,437,0,1,1248.99999999988
8,64,6,5,-1,5,2,219,437,0,1,1265.00000000012
8,65,5,5,0,1,1,279,451,0,1,1558
8,65,5,5,0,2,4,279,451,0,1,1349
8,65,5,5,0,3,3,279,451,0,1,1315
8,65,5,5,0,4,2,279,451,0,1,1317
8,65,5,5,0,5,1,279,451,0,1,1382
8,66,7,5,-2,1,0,156,381,0,1,1266
8,66,7,5,-2,2,6,156,381,0,1,1166
8,66,7,5,-2,3,5,156,381,0,1,1299
8,66,7,5,-2,4,4,156,381,0,1,1549.00000000012
8,66,7,5,-2,5,3,156,381,0,1,1416
8,67,6,6,0,1,2,213,445,0,1,1816.00000000012
8,67,6,6,0,2,5,213,445,0,1,1265
8,67,6,6,0,3,4,213,445,0,1,1284
8,67,6,6,0,4,3,213,445,0,1,1133
8,67,6,6,0,5,2,213,445,0,1,1666
8,67,6,6,0,6,1,213,445,0,1,1515
8,68,6,9,3,1,0,78,290,0,1,1584.00000000012
8,68,6,9,3,2,5,78,290,0,1,1117
8,68,6,9,3,3,4,78,290,0,1,1183
8,68,6,9,3,4,3,78,290,0,1,1198.99999999988
8,68,6,9,3,5,2,78,290,0,1,1115
8,68,6,9,3,6,1,78,290,0,1,1149
8,68,6,9,3,7,0,78,290,0,1,1166
8,68,6,9,3,8,0,78,290,0,1,1233.00000000012
8,68,6,9,3,9,0,78,290,0,1,1316
8,69,5,5,0,1,5,104,281,0,1,1198
8,69,5,5,0,2,4,104,281,0,1,1017
