participant,part2instr_presented,target_cor,variable,abs_err,variablef
803867,-1,0,err_to_uncor,13.5926601086127,uncorr. part
805879,0,1,err_to_uncor,19.7899611649387,uncorr. part
805879,0,0,err_to_uncor,14.9623682607582,uncorr. part
805879,0,0.8,err_to_uncor,19.264937064339,uncorr. part
805879,-1,1,err_to_uncor,20.8097322299731,uncorr. part
805879,-1,0.8,err_to_uncor,14.3561200701116,uncorr. part
805879,-1,0,err_to_uncor,15.0883775996851,uncorr. part
808560,0,0.8,err_to_uncor,15.2920020912604,uncorr. part
808560,0,1,err_to_uncor,18.9812353163502,uncorr. part
808560,0,0,err_to_uncor,18.5503794164655,uncorr. part
808560,-1,0.8,err_to_uncor,18.056602987476,uncorr. part
808560,-1,0,err_to_uncor,18.9131978587645,uncorr. part
808560,-1,1,err_to_uncor,19.9673374808164,uncorr. part
828657,0,0.8,err_to_uncor,16.7895567982932,uncorr. part
828657,0,1,err_to_uncor,19.0978451337687,uncorr. part
828657,0,0,err_to_uncor,16.6115058245776,uncorr. part
828657,1,1,err_to_uncor,21.8088520862946,uncorr. part
828657,1,0.8,err_to_uncor,18.418095332023,uncorr. part
828657,1,0,err_to_uncor,18.4461988988817,uncorr. part
826867,0,0,err_to_pop_mean,11.825625,population mean
826867,0,0.8,err_to_pop_mean,18.4029166666667,population mean
826867,0,1,err_to_pop_mean,16.7716666666667,population mean
826867,1,1,err_to_pop_mean,18.1407291666667,population mean
826867,1,0,err_to_pop_mean,16.2,population mean
826867,1,0.8,err_to_pop_mean,17.0397916666667,population mean
826869,0,1,err_to_pop_mean,24.6127083333333,population mean
826869,0,0.8,err_to_pop_mean,20.2395833333333,population mean
826869,0,0,err_to_pop_mean,28.07375,population mean
826869,-1,0.8,err_to_pop_mean,21.2705208333333,population mean
826869,-1,0,err_to_pop_mean,20.1777083333333,population mean
826869,-1,1,err_to_pop_mean,22.6335416666667,population mean
826888,0,1,err_to_pop_mean,18.4244791666667,population mean
826888,0,0,err_to_pop_mean,20.3960416666667,population mean
826888,0,0.8,err_to_pop_mean,18.3972916666667,population mean
826888,1,0.8,err_to_pop_mean,16.9897916666667,population mean
826888,1,0,err_to_pop_mean,16.9685416666667,population mean
826888,1,1,err_to_pop_mean,17.796875,population mean
826899,0,0.8,err_to_pop_mean,19.65125,population mean
826899,0,1,err_to_pop_mean,18.6485416666667,population mean
826899,0,0,err_to_pop_mean,18.0254166666667,population mean
826899,-1,0.8,err_to_pop_mean,22.88875,population mean
826899,-1,0,err_to_pop_mean,15.6566666666667,population mean
826899,-1,1,err_to_pop_mean,18.8897916666667,population mean
826921,0,0.8,err_to_pop_mean,15.1986458333333,population mean
826921,0,0,err_to_pop_mean,14.9264583333333,population mean
826921,0,1,err_to_pop_mean,16.441875,population mean
826921,-1,0.8,err_to_pop_mean,15.23875,population mean
826921,-1,0,err_to_pop_mean,13.7627083333333,population mean
826921,-1,1,err_to_pop_mean,14.7810416666667,population mean
826936,0,1,err_to_pop_mean,17.5240625,population mean
826936,0,0,err_to_pop_mean,15.686875,population mean
826936,0,0.8,err_to_pop_mean,20.4371875,population mean
826936,1,0.8,err_to_pop_mean,17.3426041666667,population mean
826936,1,1,err_to_pop_mean,20.9105208333333,population mean
826936,1,0,err_to_pop_mean,14.7060416666667,population mean
826937,0,0.8,err_to_pop_mean,18.6752083333333,population mean
826937,0,1,err_to_pop_mean,22.0348958333333,population mean
826937,0,0,err_to_pop_mean,21.2341666666667,population mean
826937,1,0.8,err_to_pop_mean,19.0069791666667,population mean
826937,1,1,err_to_pop_mean,21.1607291666667,population mean
826937,1,0,err_to_pop_mean,23.6935416666667,population mean
826961,0,1,err_to_pop_mean,19.4079166666667,population mean
826961,0,0,err_to_pop_mean,16.9497916666667,population mean
826961,0,0.8,err_to_pop_mean,20.1338541666667,population mean
826961,-1,1,err_to_pop_mean,20.0551041666667,population mean
826961,-1,0.8,err_to_pop_mean,28.5369791666667,population mean
826961,-1,0,err_to_pop_mean,21.2883333333333,population mean
826968,0,0,err_to_pop_mean,19.1910416666667,population mean
826968,0,1,err_to_pop_mean,24.5840625,population mean
826968,0,0.8,err_to_pop_mean,24.3454166666667,population mean
826968,1,0.8,err_to_pop_mean,21.7611458333333,population mean
826968,1,1,err_to_pop_mean,22.5391666666667,population mean
826968,1,0,err_to_pop_mean,18.883125,population mean
826972,0,0,err_to_pop_mean,24.7666666666667,population mean
826972,0,1,err_to_pop_mean,25.3652083333333,population mean
826972,0,0.8,err_to_pop_mean,28.4646875,population mean
826972,-1,1,err_to_pop_mean,28.2857291666667,population mean
826972,-1,0,err_to_pop_mean,34.0570833333333,population mean
826972,-1,0.8,err_to_pop_mean,37.0848958333333,population mean
826973,0,0.8,err_to_pop_mean,20.5648958333333,population mean
826973,0,1,err_to_pop_mean,20.9523958333333,population mean
826973,0,0,err_to_pop_mean,15.7816666666667,population mean
826973,1,1,err_to_pop_mean,24.7802083333333,population mean
826973,1,0.8,err_to_pop_mean,18.0402083333333,population mean
826973,1,0,err_to_pop_mean,20.2666666666667,population mean
826974,0,0.8,err_to_pop_mean,21.593125,population mean
826974,0,1,err_to_pop_mean,23.5664583333333,population mean
826974,0,0,err_to_pop_mean,20.7645833333333,population mean
826974,1,1,err_to_pop_mean,20.6840625,population mean
826974,1,0,err_to_pop_mean,27.6464583333333,population mean
826974,1,0.8,err_to_pop_mean,22.7308333333333,population mean
827061,0,0.8,err_to_pop_mean,19.0047916666667,population mean
827061,0,1,err_to_pop_mean,17.5469791666667,population mean
827061,0,0,err_to_pop_mean,18.7029166666667,population mean
827061,-1,0,err_to_pop_mean,13.9391666666667,population mean
827061,-1,0.8,err_to_pop_mean,15.9986458333333,population mean
827061,-1,1,err_to_pop_mean,18.6764583333333,population mean
827105,0,0.8,err_to_pop_mean,20.6997916666667,population mean
827105,0,1,err_to_pop_mean,21.1159375,population mean
827105,0,0,err_to_pop_mean,18.9002083333333,population mean
827105,-1,1,err_to_pop_mean,24.6136458333333,population mean
827105,-1,0.8,err_to_pop_mean,25.6283333333333,population mean
827105,-1,0,err_to_pop_mean,38.3297916666667,population mean
827117,0,1,err_to_pop_mean,22.6851041666667,population mean
827117,0,0.8,err_to_pop_mean,22.7810416666667,population mean
827117,0,0,err_to_pop_mean,21.086875,population mean
827117,-1,1,err_to_pop_mean,24.5503125,population mean
827117,-1,0.8,err_to_pop_mean,32.9790625,population mean
827117,-1,0,err_to_pop_mean,26.680625,population mean
827237,0,0,err_to_pop_mean,11.0320833333333,population mean
827237,0,1,err_to_pop_mean,19.6235416666667,population mean
827237,0,0.8,err_to_pop_mean,26.9102083333333,population mean
827237,-1,0.8,err_to_pop_mean,25.6617708333333,population mean
827237,-1,1,err_to_pop_mean,22.1727083333333,population mean
827237,-1,0,err_to_pop_mean,11.895625,population mean
800619,0,0,err_to_pop_mean,22.5041666666667,population mean
800619,0,1,err_to_pop_mean,23.9677083333333,population mean
800619,0,0.8,err_to_pop_mean,22.1373958333333,population mean
800619,1,1,err_to_pop_mean,19.336875,population mean
800619,1,0.8,err_to_pop_mean,24.5826041666667,population mean
800619,1,0,err_to_pop_mean,19.2672916666667,population mean
800686,0,1,err_to_pop_mean,19.46,population mean
800686,0,0.8,err_to_pop_mean,25.7482291666667,population mean
800686,0,0,err_to_pop_mean,17.7675,population mean
800686,1,1,err_to_pop_mean,24.0210416666667,population mean
800686,1,0.8,err_to_pop_mean,21.3138541666667,population mean
800686,1,0,err_to_pop_mean,20.918125,population mean
800700,0,1,err_to_pop_mean,19.7016666666667,population mean
800700,0,0.8,err_to_pop_mean,19.5755208333333,population mean
800700,0,0,err_to_pop_mean,20.4035416666667,population mean
800700,-1,1,err_to_pop_mean,23.3022916666667,population mean
800700,-1,0.8,err_to_pop_mean,18.1610416666667,population mean
800700,-1,0,err_to_pop_mean,15.9285416666667,population mean
800706,0,1,err_to_pop_mean,24.71625,population mean
800706,0,0.8,err_to_pop_mean,29.5417708333333,population mean
800706,0,0,err_to_pop_mean,33.2541666666667,population mean
800706,1,1,err_to_pop_mean,33.5273958333333,population mean
800706,1,0.8,err_to_pop_mean,28.0642708333333,population mean
800706,1,0,err_to_pop_mean,26.7983333333333,population mean
800712,0,0,err_to_pop_mean,11.4310416666667,population mean
800712,0,0.8,err_to_pop_mean,11.9160416666667,population mean
800712,0,1,err_to_pop_mean,10.5838541666667,population mean
800712,-1,0.8,err_to_pop_mean,11.7251041666667,population mean
800712,-1,1,err_to_pop_mean,12.9114583333333,population mean
800712,-1,0,err_to_pop_mean,13.49625,population mean
800715,0,1,err_to_pop_mean,20.850625,population mean
800715,0,0.8,err_to_pop_mean,24.0523958333333,population mean
800715,0,0,err_to_pop_mean,17.2083333333333,population mean
800715,-1,1,err_to_pop_mean,17.9976041666667,population mean
800715,-1,0.8,err_to_pop_mean,20.3975,population mean
800715,-1,0,err_to_pop_mean,19.3579166666667,population mean
800719,0,0,err_to_pop_mean,28.8225,population mean
800719,0,1,err_to_pop_mean,26.8772916666667,population mean
800719,0,0.8,err_to_pop_mean,22.7810416666667,population mean
800719,1,1,err_to_pop_mean,25.619375,population mean
800719,1,0,err_to_pop_mean,21.695,population mean
800719,1,0.8,err_to_pop_mean,23.8338541666667,population mean
800721,0,1,err_to_pop_mean,15.5927083333333,population mean
800721,0,0.8,err_to_pop_mean,14.1238541666667,population mean
800721,0,0,err_to_pop_mean,11.8110416666667,population mean
800721,1,1,err_to_pop_mean,15.83875,population mean
800721,1,0.8,err_to_pop_mean,15.7590625,population mean
800721,1,0,err_to_pop_mean,15.911875,population mean
800729,0,0,err_to_pop_mean,20.2725,population mean
800729,0,1,err_to_pop_mean,28.5315625,population mean
800729,0,0.8,err_to_pop_mean,30.6988541666667,population mean
800729,-1,0,err_to_pop_mean,28.6077083333333,population mean
800729,-1,0.8,err_to_pop_mean,35.1053125,population mean
800729,-1,1,err_to_pop_mean,28.2560416666667,population mean
800734,0,0,err_to_pop_mean,20.845625,population mean
800734,0,0.8,err_to_pop_mean,32.74125,population mean
800734,0,1,err_to_pop_mean,16.8477083333333,population mean
800734,1,0.8,err_to_pop_mean,24.4314583333333,population mean
800734,1,1,err_to_pop_mean,19.1573958333333,population mean
800734,1,0,err_to_pop_mean,14.9791666666667,population mean
800746,0,0,err_to_pop_mean,16.061875,population mean
800746,0,1,err_to_pop_mean,24.4152083333333,population mean
800746,0,0.8,err_to_pop_mean,18.1346875,population mean
800746,-1,1,err_to_pop_mean,21.1469791666667,population mean
800746,-1,0.8,err_to_pop_mean,20.8069791666667,population mean
800746,-1,0,err_to_pop_mean,16.690625,population mean
800757,0,0.8,err_to_pop_mean,20.0645833333333,population mean
800757,0,1,err_to_pop_mean,22.4278125,population mean
800757,0,0,err_to_pop_mean,18.8139583333333,population mean
800757,1,1,err_to_pop_mean,23.5384375,population mean
800757,1,0.8,err_to_pop_mean,19.635,population mean
800757,1,0,err_to_pop_mean,15.25125,population mean
800764,0,1,err_to_pop_mean,27.0470833333333,population mean
800764,0,0.8,err_to_pop_mean,20.7159375,population mean
800764,0,0,err_to_pop_mean,25.2208333333333,population mean
800764,-1,1,err_to_pop_mean,28.1822916666667,population mean
800764,-1,0.8,err_to_pop_mean,38.3898958333333,population mean
800764,-1,0,err_to_pop_mean,36.661875,population mean
800799,0,1,err_to_pop_mean,16.9808333333333,population mean
800799,0,0,err_to_pop_mean,14.7572916666667,population mean
800799,0,0.8,err_to_pop_mean,12.8153125,population mean
800799,1,0.8,err_to_pop_mean,25.1367708333333,population mean
800799,1,0,err_to_pop_mean,13.7585416666667,population mean
800799,1,1,err_to_pop_mean,22.2890625,population mean
800831,0,0,err_to_pop_mean,25.4722916666667,population mean
800831,0,0.8,err_to_pop_mean,19.8805208333333,population mean
800831,0,1,err_to_pop_mean,17.6320833333333,population mean
800831,-1,1,err_to_pop_mean,21.3432291666667,population mean
800831,-1,0.8,err_to_pop_mean,17.3686458333333,population mean
800831,-1,0,err_to_pop_mean,12.0179166666667,population mean
800986,0,0,err_to_pop_mean,14.2060416666667,population mean
800986,0,0.8,err_to_pop_mean,24.5052083333333,population mean
800986,0,1,err_to_pop_mean,20.3234375,population mean
800986,-1,1,err_to_pop_mean,30.4932291666667,population mean
800986,-1,0.8,err_to_pop_mean,17.4579166666667,population mean
800986,-1,0,err_to_pop_mean,15.076875,population mean
801154,0,0.8,err_to_pop_mean,19.129375,population mean
801154,0,0,err_to_pop_mean,17.473125,population mean
801154,0,1,err_to_pop_mean,16.9209375,population mean
801154,-1,0.8,err_to_pop_mean,18.6528125,population mean
801154,-1,0,err_to_pop_mean,19.0529166666667,population mean
801154,-1,1,err_to_pop_mean,18.778125,population mean
801528,0,1,err_to_pop_mean,29.185,population mean
801528,0,0.8,err_to_pop_mean,30.679375,population mean
801528,0,0,err_to_pop_mean,39.006875,population mean
801528,1,1,err_to_pop_mean,21.9348958333333,population mean
801528,1,0,err_to_pop_mean,20.6935416666667,population mean
801528,1,0.8,err_to_pop_mean,27.1784375,population mean
801565,0,1,err_to_pop_mean,21.0527083333333,population mean
801565,0,0.8,err_to_pop_mean,21.8542708333333,population mean
801565,0,0,err_to_pop_mean,22.2845833333333,population mean
801565,-1,1,err_to_pop_mean,24.7184375,population mean
801565,-1,0,err_to_pop_mean,20.2764583333333,population mean
801565,-1,0.8,err_to_pop_mean,20.8129166666667,population mean
801973,0,0,err_to_pop_mean,15.8027083333333,population mean
801973,0,1,err_to_pop_mean,21.72125,population mean
801973,0,0.8,err_to_pop_mean,30.23375,population mean
801973,-1,0.8,err_to_pop_mean,19.3164583333333,population mean
801973,-1,1,err_to_pop_mean,23.3877083333333,population mean
801973,-1,0,err_to_pop_mean,30.615,population mean
802029,0,0.8,err_to_pop_mean,25.0030208333333,population mean
802029,0,0,err_to_pop_mean,21.8383333333333,population mean
802029,0,1,err_to_pop_mean,20.375,population mean
802029,1,0.8,err_to_pop_mean,17.1547916666667,population mean
802029,1,0,err_to_pop_mean,18.9014583333333,population mean
802029,1,1,err_to_pop_mean,25.2305208333333,population mean
803867,0,0.8,err_to_pop_mean,19.8490625,population mean
803867,0,1,err_to_pop_mean,21.319375,population mean
803867,0,0,err_to_pop_mean,19.5452083333333,population mean
803867,-1,1,err_to_pop_mean,18.0107291666667,population mean
803867,-1,0.8,err_to_pop_mean,18.2046875,population mean
803867,-1,0,err_to_pop_mean,12.9116666666667,population mean
805879,0,1,err_to_pop_mean,19.9767708333333,population mean
805879,0,0,err_to_pop_mean,15.4735416666667,population mean
805879,0,0.8,err_to_pop_mean,20.0101041666667,population mean
805879,-1,1,err_to_pop_mean,21.0765625,population mean
805879,-1,0.8,err_to_pop_mean,15.0428125,population mean
805879,-1,0,err_to_pop_mean,15.6472916666667,population mean
808560,0,0.8,err_to_pop_mean,15.5752083333333,population mean
808560,0,1,err_to_pop_mean,19.2935416666667,population mean
808560,0,0,err_to_pop_mean,18.2804166666667,population mean
808560,-1,0.8,err_to_pop_mean,18.2141666666667,population mean
808560,-1,0,err_to_pop_mean,19.2602083333333,population mean
808560,-1,1,err_to_pop_mean,20.9797916666667,population mean
828657,0,0.8,err_to_pop_mean,16.8252083333333,population mean
828657,0,1,err_to_pop_mean,19.1098958333333,population mean
828657,0,0,err_to_pop_mean,15.8897916666667,population mean
828657,1,1,err_to_pop_mean,22.1608333333333,population mean
828657,1,0.8,err_to_pop_mean,18.409375,population mean
828657,1,0,err_to_pop_mean,18.4729166666667,population mean
826867,0,0,err_to_sample_mean,11.7714937207139,sample mean
826867,0,0.8,err_to_sample_mean,14.9129023088932,sample mean
826867,0,1,err_to_sample_mean,11.3509457954319,sample mean
826867,1,1,err_to_sample_mean,13.1991080836933,sample mean
826867,1,0,err_to_sample_mean,15.617569897401,sample mean
826867,1,0.8,err_to_sample_mean,14.0011416591499,sample mean
826869,0,1,err_to_sample_mean,21.9714028964609,sample mean
826869,0,0.8,err_to_sample_mean,18.9242789346249,sample mean
826869,0,0,err_to_sample_mean,28.3653374673681,sample mean
826869,-1,0.8,err_to_sample_mean,19.0848866704488,sample mean
826869,-1,0,err_to_sample_mean,19.9538961858743,sample mean
826869,-1,1,err_to_sample_mean,21.2756338702813,sample mean
826888,0,1,err_to_sample_mean,15.4826188407037,sample mean
826888,0,0,err_to_sample_mean,20.2147105804664,sample mean
826888,0,0.8,err_to_sample_mean,17.3816288388237,sample mean
826888,1,0.8,err_to_sample_mean,14.378005873162,sample mean
826888,1,0,err_to_sample_mean,16.6817655675288,sample mean
826888,1,1,err_to_sample_mean,14.7494472400407,sample mean
826899,0,0.8,err_to_sample_mean,18.0908104953969,sample mean
826899,0,1,err_to_sample_mean,15.0093889996097,sample mean
826899,0,0,err_to_sample_mean,17.7088771959343,sample mean
826899,-1,0.8,err_to_sample_mean,19.9508749904092,sample mean
826899,-1,0,err_to_sample_mean,15.3600358072946,sample mean
826899,-1,1,err_to_sample_mean,13.9415816208544,sample mean
826921,0,0.8,err_to_sample_mean,12.3454559926576,sample mean
826921,0,0,err_to_sample_mean,14.956948506409,sample mean
826921,0,1,err_to_sample_mean,13.5987876649655,sample mean
826921,-1,0.8,err_to_sample_mean,14.2395302275708,sample mean
826921,-1,0,err_to_sample_mean,13.6004531531801,sample mean
826921,-1,1,err_to_sample_mean,12.1895995549755,sample mean
826936,0,1,err_to_sample_mean,11.3103764489364,sample mean
826936,0,0,err_to_sample_mean,15.8164440808522,sample mean
826936,0,0.8,err_to_sample_mean,17.3040063746867,sample mean
826936,1,0.8,err_to_sample_mean,14.4524246293667,sample mean
826936,1,1,err_to_sample_mean,16.387243281714,sample mean
826936,1,0,err_to_sample_mean,14.3437111315173,sample mean
826937,0,0.8,err_to_sample_mean,18.4544014968563,sample mean
826937,0,1,err_to_sample_mean,18.4867738204961,sample mean
826937,0,0,err_to_sample_mean,21.2574249962011,sample mean
826937,1,0.8,err_to_sample_mean,17.5321149046201,sample mean
826937,1,1,err_to_sample_mean,17.8505454504538,sample mean
826937,1,0,err_to_sample_mean,23.1273197162102,sample mean
826961,0,1,err_to_sample_mean,14.5436059242105,sample mean
826961,0,0,err_to_sample_mean,16.8847453857506,sample mean
826961,0,0.8,err_to_sample_mean,17.8369863501548,sample mean
826961,-1,1,err_to_sample_mean,16.1139576132059,sample mean
826961,-1,0.8,err_to_sample_mean,25.389143527756,sample mean
826961,-1,0,err_to_sample_mean,21.0111814929367,sample mean
826968,0,0,err_to_sample_mean,19.1914346854605,sample mean
826968,0,1,err_to_sample_mean,21.9056111091303,sample mean
826968,0,0.8,err_to_sample_mean,21.8797844542853,sample mean
826968,1,0.8,err_to_sample_mean,18.5397140631674,sample mean
826968,1,1,err_to_sample_mean,17.7967342802928,sample mean
826968,1,0,err_to_sample_mean,18.2292953043997,sample mean
826972,0,0,err_to_sample_mean,24.5963705272933,sample mean
826972,0,1,err_to_sample_mean,24.137491850761,sample mean
826972,0,0.8,err_to_sample_mean,27.7631815786067,sample mean
826972,-1,1,err_to_sample_mean,25.3013879735437,sample mean
826972,-1,0,err_to_sample_mean,34.3685662480613,sample mean
826972,-1,0.8,err_to_sample_mean,35.2744319477864,sample mean
826973,0,0.8,err_to_sample_mean,16.4826284567499,sample mean
826973,0,1,err_to_sample_mean,16.00492271682,sample mean
826973,0,0,err_to_sample_mean,15.7706231122647,sample mean
826973,1,1,err_to_sample_mean,19.0660516183925,sample mean
826973,1,0.8,err_to_sample_mean,15.0817010542768,sample mean
826973,1,0,err_to_sample_mean,20.0887267027252,sample mean
826974,0,0.8,err_to_sample_mean,20.8920086090559,sample mean
826974,0,1,err_to_sample_mean,21.267510172309,sample mean
826974,0,0,err_to_sample_mean,20.3012342569971,sample mean
826974,1,1,err_to_sample_mean,19.0230580053008,sample mean
826974,1,0,err_to_sample_mean,27.469170510638,sample mean
826974,1,0.8,err_to_sample_mean,22.4026959250034,sample mean
827061,0,0.8,err_to_sample_mean,13.9408383900102,sample mean
827061,0,1,err_to_sample_mean,11.7061205526347,sample mean
827061,0,0,err_to_sample_mean,18.4592285178009,sample mean
827061,-1,0,err_to_sample_mean,14.3626568254831,sample mean
827061,-1,0.8,err_to_sample_mean,11.7002012122677,sample mean
827061,-1,1,err_to_sample_mean,11.5575491527597,sample mean
827105,0,0.8,err_to_sample_mean,18.3727508782276,sample mean
827105,0,1,err_to_sample_mean,16.6272304927072,sample mean
827105,0,0,err_to_sample_mean,18.6764404393078,sample mean
827105,-1,1,err_to_sample_mean,21.6990575716149,sample mean
827105,-1,0.8,err_to_sample_mean,23.0999627452169,sample mean
827105,-1,0,err_to_sample_mean,38.5916834108036,sample mean
827117,0,1,err_to_sample_mean,19.3830805746868,sample mean
827117,0,0.8,err_to_sample_mean,21.621577319753,sample mean
827117,0,0,err_to_sample_mean,21.1247464104623,sample mean
827117,-1,1,err_to_sample_mean,21.7006934822767,sample mean
827117,-1,0.8,err_to_sample_mean,29.282119645323,sample mean
827117,-1,0,err_to_sample_mean,26.3373388336155,sample mean
827237,0,0,err_to_sample_mean,11.1151638987353,sample mean
827237,0,1,err_to_sample_mean,13.0064107017771,sample mean
827237,0,0.8,err_to_sample_mean,24.6084812635274,sample mean
827237,-1,0.8,err_to_sample_mean,21.6553196785578,sample mean
827237,-1,1,err_to_sample_mean,16.596671316168,sample mean
827237,-1,0,err_to_sample_mean,12.2922991437661,sample mean
800619,0,0,err_to_sample_mean,22.7060440904817,sample mean
800619,0,1,err_to_sample_mean,18.6465039755791,sample mean
800619,0,0.8,err_to_sample_mean,20.0568250370494,sample mean
800619,1,1,err_to_sample_mean,15.5463407037922,sample mean
800619,1,0.8,err_to_sample_mean,21.8643925656431,sample mean
800619,1,0,err_to_sample_mean,19.1632625516637,sample mean
800686,0,1,err_to_sample_mean,16.1711270345216,sample mean
800686,0,0.8,err_to_sample_mean,23.7780621809961,sample mean
800686,0,0,err_to_sample_mean,17.7789061249499,sample mean
800686,1,1,err_to_sample_mean,19.065987845764,sample mean
800686,1,0.8,err_to_sample_mean,18.2706544396147,sample mean
800686,1,0,err_to_sample_mean,20.0798678318697,sample mean
800700,0,1,err_to_sample_mean,15.8403478558486,sample mean
800700,0,0.8,err_to_sample_mean,15.6324689182699,sample mean
800700,0,0,err_to_sample_mean,20.3537562203798,sample mean
800700,-1,1,err_to_sample_mean,17.2630183530287,sample mean
800700,-1,0.8,err_to_sample_mean,14.8117916618909,sample mean
800700,-1,0,err_to_sample_mean,15.5209905637478,sample mean
800706,0,1,err_to_sample_mean,23.2666064544282,sample mean
800706,0,0.8,err_to_sample_mean,28.6270679296286,sample mean
800706,0,0,err_to_sample_mean,33.2930604497369,sample mean
800706,1,1,err_to_sample_mean,30.4983229566703,sample mean
800706,1,0.8,err_to_sample_mean,27.3329629064892,sample mean
800706,1,0,err_to_sample_mean,27.0904334634425,sample mean
800712,0,0,err_to_sample_mean,11.6704209855183,sample mean
800712,0,0.8,err_to_sample_mean,11.0790537342834,sample mean
800712,0,1,err_to_sample_mean,9.33595134986812,sample mean
800712,-1,0.8,err_to_sample_mean,11.9198431012441,sample mean
800712,-1,1,err_to_sample_mean,12.7320213753623,sample mean
800712,-1,0,err_to_sample_mean,13.7323443142065,sample mean
800715,0,1,err_to_sample_mean,16.6544510812344,sample mean
800715,0,0.8,err_to_sample_mean,20.9322128014739,sample mean
800715,0,0,err_to_sample_mean,17.3803820655232,sample mean
800715,-1,1,err_to_sample_mean,15.3296577751204,sample mean
800715,-1,0.8,err_to_sample_mean,18.5711520249823,sample mean
800715,-1,0,err_to_sample_mean,18.9608989063591,sample mean
800719,0,0,err_to_sample_mean,28.9486665303349,sample mean
800719,0,1,err_to_sample_mean,20.8493300696664,sample mean
800719,0,0.8,err_to_sample_mean,21.5193182143436,sample mean
800719,1,1,err_to_sample_mean,21.3612751888223,sample mean
800719,1,0,err_to_sample_mean,21.3277827029566,sample mean
800719,1,0.8,err_to_sample_mean,21.2037898561043,sample mean
800721,0,1,err_to_sample_mean,9.71226894662083,sample mean
800721,0,0.8,err_to_sample_mean,10.4108611378759,sample mean
800721,0,0,err_to_sample_mean,11.6119583170261,sample mean
800721,1,1,err_to_sample_mean,11.5995226005465,sample mean
800721,1,0.8,err_to_sample_mean,10.9775536687245,sample mean
800721,1,0,err_to_sample_mean,15.6046850376451,sample mean
800729,0,0,err_to_sample_mean,20.5156662979785,sample mean
800729,0,1,err_to_sample_mean,24.5593766862439,sample mean
800729,0,0.8,err_to_sample_mean,29.1240578450851,sample mean
800729,-1,0,err_to_sample_mean,28.4892395268187,sample mean
800729,-1,0.8,err_to_sample_mean,34.5092899231887,sample mean
800729,-1,1,err_to_sample_mean,24.3664860951148,sample mean
800734,0,0,err_to_sample_mean,20.4198794972067,sample mean
800734,0,0.8,err_to_sample_mean,31.7359442920153,sample mean
800734,0,1,err_to_sample_mean,13.9183216636442,sample mean
800734,1,0.8,err_to_sample_mean,21.5000944096274,sample mean
800734,1,1,err_to_sample_mean,14.6874499030263,sample mean
800734,1,0,err_to_sample_mean,15.0396282084002,sample mean
800746,0,0,err_to_sample_mean,15.8513442940971,sample mean
800746,0,1,err_to_sample_mean,20.2046353311772,sample mean
800746,0,0.8,err_to_sample_mean,16.864090480507,sample mean
800746,-1,1,err_to_sample_mean,17.0824068606661,sample mean
800746,-1,0.8,err_to_sample_mean,21.1986314488616,sample mean
800746,-1,0,err_to_sample_mean,16.4883645355062,sample mean
800757,0,0.8,err_to_sample_mean,18.9799056830858,sample mean
800757,0,1,err_to_sample_mean,18.6733274828221,sample mean
800757,0,0,err_to_sample_mean,19.1171141938196,sample mean
800757,1,1,err_to_sample_mean,18.5828611685967,sample mean
800757,1,0.8,err_to_sample_mean,17.0110522433973,sample mean
800757,1,0,err_to_sample_mean,15.3031306350527,sample mean
800764,0,1,err_to_sample_mean,23.0220233123388,sample mean
800764,0,0.8,err_to_sample_mean,19.2375728474007,sample mean
800764,0,0,err_to_sample_mean,24.9250818852222,sample mean
800764,-1,1,err_to_sample_mean,22.096091599925,sample mean
800764,-1,0.8,err_to_sample_mean,36.2221609637562,sample mean
800764,-1,0,err_to_sample_mean,36.2747415205529,sample mean
800799,0,1,err_to_sample_mean,12.9580316956127,sample mean
800799,0,0,err_to_sample_mean,14.9939287471089,sample mean
800799,0,0.8,err_to_sample_mean,10.268455577135,sample mean
800799,1,0.8,err_to_sample_mean,23.4329962598051,sample mean
800799,1,0,err_to_sample_mean,12.9769327414978,sample mean
800799,1,1,err_to_sample_mean,17.8261588847137,sample mean
800831,0,0,err_to_sample_mean,24.420556960103,sample mean
800831,0,0.8,err_to_sample_mean,19.4287545039898,sample mean
800831,0,1,err_to_sample_mean,13.6266664791186,sample mean
800831,-1,1,err_to_sample_mean,16.4297823048188,sample mean
800831,-1,0.8,err_to_sample_mean,15.880859510963,sample mean
800831,-1,0,err_to_sample_mean,11.9256751882553,sample mean
800986,0,0,err_to_sample_mean,13.7586218495889,sample mean
800986,0,0.8,err_to_sample_mean,21.7246605738906,sample mean
800986,0,1,err_to_sample_mean,15.5675858719069,sample mean
800986,-1,1,err_to_sample_mean,28.5440546341989,sample mean
800986,-1,0.8,err_to_sample_mean,14.121632241167,sample mean
800986,-1,0,err_to_sample_mean,14.7771519981332,sample mean
801154,0,0.8,err_to_sample_mean,15.355891367385,sample mean
801154,0,0,err_to_sample_mean,16.8430783706699,sample mean
801154,0,1,err_to_sample_mean,17.150308405398,sample mean
801154,-1,0.8,err_to_sample_mean,15.7985045591369,sample mean
801154,-1,0,err_to_sample_mean,19.3117672494303,sample mean
801154,-1,1,err_to_sample_mean,16.2676019638934,sample mean
801528,0,1,err_to_sample_mean,22.396659371703,sample mean
801528,0,0.8,err_to_sample_mean,26.4866845953221,sample mean
801528,0,0,err_to_sample_mean,39.3022984048757,sample mean
