participant,part2instr_presented,target_cor,err_to_cor,err_to_uncor,err_to_pop_mean,err_to_sample_mean,bias_to_corr
800734,1,0.8,20.5243242284382,23.9060317471144,24.4314583333333,21.5000944096274,3.38170751867622
800734,1,1,13.3283501344089,19.3163486717735,19.1573958333333,14.6874499030263,5.98799853736458
800746,-1,0,16.4059723618996,16.8721397391101,16.690625,16.4883645355062,0.466167377210425
800746,-1,0.8,22.6169089721719,21.1138643161571,20.8069791666667,21.1986314488616,-1.5030446560148
800746,-1,1,18.1907896505376,20.9923438661651,21.1469791666667,17.0824068606661,2.80155421562751
800746,0,0,16.0185908552558,16.302817343884,16.061875,15.8513442940971,0.284226488628221
800746,0,0.8,18.5077131677224,17.7535339484127,18.1346875,16.864090480507,-0.754179219309759
800746,0,1,19.7084240591401,24.0083253629072,24.4152083333333,20.2046353311772,4.29990130376709
800757,0,0,18.4927634332281,19.9954380505695,18.8139583333333,19.1171141938196,1.50267461734141
800757,0,0.8,19.9102947921911,20.7198869445517,20.0645833333333,18.9799056830858,0.809592152360636
800757,0,1,17.5544254032257,21.6782126147632,22.4278125,18.6733274828221,4.1237872115375
800757,1,0,15.146520661927,15.5566519610789,15.25125,15.3031306350527,0.41013129915185
800757,1,0.8,17.0213663603172,19.1252197667611,19.635,17.0110522433973,2.1038534064439
800757,1,1,18.0944724462363,23.2275040636786,23.5384375,18.5828611685967,5.13303161744224
800764,-1,0,37.069985192187,35.6340372025234,36.661875,36.2747415205529,-1.4359479896636
800764,-1,0.8,35.8833939932159,38.3817352474469,38.3898958333333,36.2221609637562,2.49834125423095
800764,-1,1,18.9553897849461,27.6947485805797,28.1822916666667,22.096091599925,8.73935879563358
800764,0,0,25.1239364207352,24.9920402056023,25.2208333333333,24.9250818852222,-0.131896215132894
800764,0,0.8,21.0293618744363,20.6136911211776,20.7159375,19.2375728474007,-0.415670753258741
800764,0,1,22.4405712365597,26.8633559742808,27.0470833333333,23.0220233123388,4.42278473772113
800799,0,0,14.9176030543609,15.2827369238614,14.7572916666667,14.9939287471089,0.365133869500497
800799,0,0.8,12.6539256642373,12.0749545212198,12.8153125,10.268455577135,-0.578971143017562
800799,0,1,14.5264516129027,16.6305898379694,16.9808333333333,12.9580316956127,2.10413822506668
800799,1,0,13.172130670722,12.975180752535,13.7585416666667,12.9769327414978,-0.196949918186977
800799,1,0.8,24.9169426376619,24.5270926354525,25.1367708333333,23.4329962598051,-0.389850002209307
800799,1,1,16.9516935483866,21.4959191241446,22.2890625,17.8261588847137,4.54422557575798
800831,-1,0,12.0870245388877,12.1342231488285,12.0179166666667,11.9256751882553,0.0471986099407555
800831,-1,0.8,16.3805169426384,17.6257494492926,17.3686458333333,15.880859510963,1.24523250665425
800831,-1,1,14.9333467741931,20.4772598594006,21.3432291666667,16.4297823048188,5.54391308520753
800831,0,0,24.3259414476529,24.6296538452219,25.4722916666667,24.420556960103,0.303712397568965
800831,0,0.8,21.2480184606454,19.7725416225877,19.8805208333333,19.4287545039898,-1.47547683805768
800831,0,1,13.0964818548387,17.6087666408891,17.6320833333333,13.6266664791186,4.5122847860504
800986,-1,0,14.8183379353193,14.9752883421808,15.076875,14.7771519981332,0.156950406861579
800986,-1,0.8,15.01925661853,17.3654011430764,17.4579166666667,14.121632241167,2.34614452454642
800986,-1,1,28.6516028225808,30.493009613602,30.4932291666667,28.5440546341989,1.84140679102116
800986,0,0,13.9814971037061,13.8547625444536,14.2060416666667,13.7586218495889,-0.12673455925254
800986,0,0.8,21.8441026337329,23.9136326357261,24.5052083333333,21.7246605738906,2.06953000199328
800986,0,1,14.8987197580645,20.1691142396451,20.3234375,15.5675858719069,5.27039448158064
801154,-1,0,19.2378964248908,19.5016236990606,19.0529166666667,19.3117672494303,0.263727274169792
801154,-1,0.8,16.5490248711362,18.2469397713,18.6528125,15.7985045591369,1.69791490016378
801154,-1,1,18.567624327957,18.2222568914841,18.778125,16.2676019638934,-0.345367436472905
801154,0,0,16.3906697685405,17.3035201214189,17.473125,16.8430783706699,0.912850352878433
801154,0,0.8,14.3735546835078,19.0274790851438,19.129375,15.355891367385,4.65392440163605
801154,0,1,19.7752452956989,16.9737242756257,16.9209375,17.150308405398,-2.80152102007324
801528,0,0,39.3702549757834,39.1933108233453,39.006875,39.3022984048757,-0.176944152438068
801528,0,0.8,24.8339397781863,30.785495583245,30.679375,26.4866845953221,5.95155580505871
801528,0,1,18.6592372311829,28.7672763169354,29.185,22.396659371703,10.1080390857525
801528,1,0,20.1769329834118,20.5700453012047,20.6935416666667,20.3314069687542,0.393112317792934
801528,1,0.8,21.5906284898348,26.8883593135709,27.1784375,22.6623205400487,5.29773082373609
801528,1,1,12.0854099462367,22.0338457070562,21.9348958333333,15.5018249922851,9.9484357608195
801565,-1,0,20.6656019191854,19.9614727110031,20.2764583333333,20.1777151548086,-0.70412920818228
801565,-1,0.8,17.8838053960941,20.7980107219269,20.8129166666667,18.3779068025881,2.91420532583279
801565,-1,1,14.2804637096775,23.9520559893007,24.7184375,18.139161382528,9.6715922796232
801565,0,0,21.5452656014832,22.1835088213553,22.2845833333333,21.7302012042144,0.638243219872173
801565,0,0.8,22.0768087208389,21.4675075047026,21.8542708333333,20.1729499668194,-0.609301216136281
801565,0,1,12.6854536290324,20.9368772392344,21.0527083333333,15.0961346461138,8.251423610202
801973,-1,0,31.1533617053094,30.45691321176,30.615,30.6365914938841,-0.696448493549411
801973,-1,0.8,20.0472333024579,19.2179465838892,19.3164583333333,17.9908259809947,-0.829286718568657
801973,-1,1,19.0724059139788,23.2228792256899,23.3877083333333,19.4561790642859,4.15047331171116
801973,0,0,16.1318362979538,16.136680552789,15.8027083333333,15.9348166653656,0.00484425483516304
801973,0,0.8,29.7138548155096,30.149331920534,30.23375,28.9628406520312,0.435477105024443
801973,0,1,25.1272479838709,21.604523846187,21.72125,22.1670117951863,-3.52272413768394
802029,0,0,22.2993497518621,21.066273040469,21.8383333333333,21.5872199789922,-1.23307671139308
802029,0,0.8,23.5204151716043,25.440862828892,25.0030208333333,23.3135051672129,1.92044765728769
802029,0,1,18.0474495967745,20.4839478200041,20.375,17.7152716016347,2.43649822322953
802029,1,0,18.4847196491035,19.2208941250821,18.9014583333333,18.8573880995126,0.736174475978615
802029,1,0.8,15.3380521192904,16.6616242437328,17.1547916666667,14.7141580398182,1.32357212444238
802029,1,1,19.2612264784946,24.9928853704302,25.2305208333333,20.3959555974843,5.73165889193556
803867,-1,0,13.8911739434565,13.5926601086127,12.9116666666667,13.7246057394805,-0.298513834843805
803867,-1,0.8,16.2505634849713,18.0722560010162,18.2046875,15.8878579179854,1.82169251604496
803867,-1,1,13.9497647849464,17.8798920060481,18.0107291666667,14.5541213903208,3.93012722110171
803867,0,0,20.4587616518659,19.8860738879092,19.5452083333333,20.0684163862999,-0.572687763956722
803867,0,0.8,18.854163292201,19.0587748595203,19.8490625,17.8195802924468,0.204611567319301
803867,0,1,14.1229166666664,20.7010894573992,21.319375,15.4893118621865,6.5781727907328
805879,-1,0,15.5280375246908,15.0883775996851,15.6472916666667,15.2172057259772,-0.439659925005715
805879,-1,0.8,11.3729851688816,14.3561200701116,15.0428125,11.7234975592012,2.98313490123
805879,-1,1,14.1328561827957,20.8097322299731,21.0765625,15.3442431995046,6.67687604717734
805879,0,0,15.7060927834566,14.9623682607582,15.4735416666667,15.2765716575131,-0.743724522698361
805879,0,0.8,14.7101816078474,19.264937064339,20.0101041666667,15.5034189190205,4.55475545649163
805879,0,1,16.7860752688172,19.7899611649387,19.9767708333333,17.0879283986819,3.00388589612146
808560,-1,0,19.485198863926,18.9131978587645,19.2602083333333,19.1160908252336,-0.572001005161507
808560,-1,0.8,17.0960861704376,18.056602987476,18.2141666666667,15.1905841218215,0.960516817038386
808560,-1,1,12.7452116935483,19.9673374808164,20.9797916666667,15.2339579075445,7.22212578726808
808560,0,0,17.8598639840208,18.5503794164655,18.2804166666667,17.9951987035604,0.690515432444702
808560,0,0.8,14.3987731053452,15.2920020912604,15.5752083333333,13.6241099131974,0.893228985915149
808560,0,1,13.1934744623657,18.9812353163502,19.2935416666667,14.1326040097461,5.78776085398451
826867,0,0,12.0618256944176,11.7003389854874,11.825625,11.7714937207139,-0.361486708930187
826867,0,0.8,15.1981544270499,17.5879138550105,18.4029166666667,14.9129023088932,2.38975942796055
826867,0,1,10.9057233921579,17.0879926250558,16.7716666666667,11.3509457954319,6.18226923289789
826867,1,0,14.9336233974794,16.3651573916966,16.2,15.617569897401,1.43153399421719
826867,1,0.8,13.6527148443757,17.1169973013475,17.0397916666667,14.0011416591499,3.46428245697177
826867,1,1,11.1426030516884,18.0942302272951,18.1407291666667,13.1991080836933,6.95162717560671
826869,-1,0,20.384853479543,19.8429793781799,20.1777083333333,19.9538961858743,-0.54187410136305
826869,-1,0.8,20.2161624863587,20.9792007521883,21.2705208333333,19.0848866704488,0.763038265829632
826869,-1,1,22.221023880484,22.9191295045432,22.6335416666667,21.2756338702813,0.698105624059213
826869,0,0,28.836295759594,27.9004276450225,28.07375,28.3653374673681,-0.935868114571498
826869,0,0.8,20.5485522458432,19.8256520126046,20.2395833333333,18.9242789346249,-0.722900233238693
826869,0,1,22.9939599725349,24.7631421464895,24.6127083333333,21.9714028964609,1.76918217395461
826888,0,0,20.2731981414667,20.1828941553347,20.3960416666667,20.2147105804664,-0.0903039861319392
826888,0,0.8,20.4954033278516,18.1142402637285,18.3972916666667,17.3816288388237,-2.3811630641231
826888,0,1,16.5720747007985,18.1438899643546,18.4244791666667,15.4826188407037,1.57181526355605
826888,1,0,16.4897386624864,17.0539433119443,16.9685416666667,16.6817655675288,0.564204649457984
826888,1,0.8,15.3329678880813,16.069805330054,16.9897916666667,14.378005873162,0.736837441972737
826888,1,1,14.5251702450367,17.3947321195323,17.796875,14.7494472400407,2.86956187449568
826899,-1,0,15.9535629521401,14.9661916290249,15.6566666666667,15.3600358072946,-0.987371323115205
826899,-1,0.8,18.5801513816031,23.1279874865156,22.88875,19.9508749904092,4.54783610491251
826899,-1,1,14.5850413000822,18.0876426432494,18.8897916666667,13.9415816208544,3.50260134316722
826899,0,0,17.8017969809207,17.750950946675,18.0254166666667,17.7088771959343,-0.0508460342457262
826899,0,0.8,19.0632104245473,20.1774600474194,19.65125,18.0908104953969,1.11424962287214
826899,0,1,14.064735585846,18.4380295884799,18.6485416666667,15.0093889996097,4.37329400263394
826921,-1,0,14.2111493731655,13.6066556642311,13.7627083333333,13.6004531531801,-0.604493708934452
826921,-1,0.8,16.1217414235224,15.3589033340153,15.23875,14.2395302275708,-0.76283808950711
826921,-1,1,15.1079447603808,14.474909075246,14.7810416666667,12.1895995549755,-0.633035685134839
826921,0,0,14.5690058985676,15.8664677214393,14.9264583333333,14.956948506409,1.29746182287168
826921,0,0.8,14.679066087456,15.0315126639921,15.1986458333333,12.3454559926576,0.352446576536012
826921,0,1,16.1859678522543,16.3415921780517,16.441875,13.5987876649655,0.155624325797465
826936,0,0,15.448616193147,16.4192016126862,15.686875,15.8164440808522,0.970585419539248
826936,0,0.8,16.8177156475392,20.6172597739142,20.4371875,17.3040063746867,3.79954412637499
826936,0,1,9.53448808851749,16.8069924099669,17.5240625,11.3103764489364,7.2725043214494
826936,1,0,14.6132741545983,14.3146021662656,14.7060416666667,14.3437111315173,-0.298671988332634
826936,1,0.8,14.8578223526931,17.540601349332,17.3426041666667,14.4524246293667,2.68277899663888
826936,1,1,15.1077302048048,20.4407920762448,20.9105208333333,16.387243281714,5.33306187144001
826937,0,0,21.0484667830552,21.655447022532,21.2341666666667,21.2574249962011,0.606980239476794
826937,0,0.8,20.9571638664792,18.1690781184194,18.6752083333333,18.4544014968563,-2.78808574805984
826937,0,1,17.1770810089081,21.9598687671513,22.0348958333333,18.4867738204961,4.78278775824324
826937,1,0,23.3889831459462,23.4273853788197,23.6935416666667,23.1273197162102,0.038402232873441
826937,1,0.8,18.1452446292069,18.6773943211151,19.0069791666667,17.5321149046201,0.532149691908177
826937,1,1,16.9828513101363,21.4597558488631,21.1607291666667,17.8505454504538,4.47690453872683
826961,-1,0,21.1405249613597,21.0809083012725,21.2883333333333,21.0111814929367,-0.0596166600872117
826961,-1,0.8,23.7632148321167,28.5555122937145,28.5369791666667,25.389143527756,4.7922974615978
826961,-1,1,15.537334861114,20.2432122751577,20.0551041666667,16.1139576132059,4.70587741404367
826961,0,0,17.4709660816761,16.9989407480442,16.9497916666667,16.8847453857506,-0.47202533363193
826961,0,0.8,17.6569817998174,20.2171235610588,20.1338541666667,17.8369863501548,2.56014176124142
826961,0,1,13.6872977983611,19.2924025158417,19.4079166666667,14.5436059242105,5.6051047174806
826968,0,0,18.9319609163617,19.8683255291623,19.1910416666667,19.1914346854605,0.936364612800627
826968,0,0.8,21.0704052976925,24.377726895387,24.3454166666667,21.8797844542853,3.30732159769458
826968,0,1,20.6358818897136,24.8853183766903,24.5840625,21.9056111091303,4.24943648697662
826968,1,0,18.4063728849317,18.2182083270119,18.883125,18.2292953043997,-0.188164557919833
826968,1,0.8,18.6522933244356,21.5534987369045,21.7611458333333,18.5397140631674,2.90120541246888
826968,1,1,16.148147040941,22.9978936213138,22.5391666666667,17.7967342802928,6.84974658037285
826972,-1,0,34.0056345301289,34.991355497031,34.0570833333333,34.3685662480613,0.985720966902129
826972,-1,0.8,36.5222653601489,36.5783972639548,37.0848958333333,35.2744319477864,0.0561319038059622
826972,-1,1,24.8622985492549,28.2300413280988,28.2857291666667,25.3013879735437,3.36774277884399
826972,0,0,24.7818826733505,24.738857216683,24.7666666666667,24.5963705272933,-0.0430254566675039
826972,0,0.8,29.0894983276082,28.3975237648464,28.4646875,27.7631815786067,-0.691974562761807
826972,0,1,25.2237388542828,25.4245756320775,25.3652083333333,24.137491850761,0.200836777794699
826973,0,0,15.7368564148759,16.3593184546436,15.7816666666667,15.7706231122647,0.622462039767724
826973,0,0.8,15.1372895159451,20.6830972584953,20.5648958333333,16.4826284567499,5.54580774255017
826973,0,1,13.5560194041814,21.0551518446513,20.9523958333333,16.00492271682,7.49913244046989
826973,1,0,19.758228026203,20.6817974267864,20.2666666666667,20.0887267027252,0.923569400583435
826973,1,0.8,15.1455054416543,18.4055260308581,18.0402083333333,15.0817010542768,3.26002058920385
826973,1,1,16.1513350712993,24.4212631558891,24.7802083333333,19.0660516183925,8.26992808458986
826974,0,0,20.1918447042586,20.4996253053704,20.7645833333333,20.3012342569971,0.307780601111798
826974,0,0.8,22.2911241091202,21.5949108947965,21.593125,20.8920086090559,-0.69621321432377
826974,0,1,21.7444590864983,23.4422492812012,23.5664583333333,21.267510172309,1.69779019470289
826974,1,0,27.3105536403383,27.804540346729,27.6464583333333,27.469170510638,0.493986706390679
826974,1,0.8,24.0084967741055,22.366451019,22.7308333333333,22.4026959250034,-1.64204575510546
826974,1,1,20.3672710850901,19.9963417228437,20.6840625,19.0230580053008,-0.370929362246432
827061,-1,0,14.2738314772913,14.7226778735734,13.9391666666667,14.3626568254831,0.448846396282079
827061,-1,0.8,10.7364104518885,16.1564093380085,15.9986458333333,11.7002012122677,5.41999888612001
827061,-1,1,9.26153566902338,18.6275653120824,18.6764583333333,11.5575491527597,9.36602964305898
827061,0,0,18.4821773346392,18.6346154041167,18.7029166666667,18.4592285178009,0.152438069477455
827061,0,0.8,12.1335496212021,19.3130639023884,19.0047916666667,13.9408383900102,7.17951428118633
827061,0,1,9.59108206844191,17.4244700060466,17.5469791666667,11.7061205526347,7.83338793760473
827105,-1,0,38.4767718665308,38.8104780917215,38.3297916666667,38.5916834108036,0.333706225190667
827105,-1,0.8,23.004325038875,25.4415418161494,25.6283333333333,23.0999627452169,2.43721677727444
827105,-1,1,21.9541157608535,24.9848522358419,24.6136458333333,21.6990575716149,3.03073647498833
827105,0,0,18.7469532831744,18.7191256734275,18.9002083333333,18.6764404393078,-0.0278276097468897
827105,0,0.8,20.6810338112482,20.8713887324491,20.6997916666667,18.3727508782276,0.190354921200967
827105,0,1,15.5495522665413,21.1049740877932,21.1159375,16.6272304927072,5.55542182125192
827117,-1,0,26.6133405519044,26.1632771446366,26.680625,26.3373388336155,-0.45006340726782
827117,-1,0.8,27.483921634339,33.0364936179622,32.9790625,29.282119645323,5.55257198362324
827117,-1,1,21.1553000559758,24.9845571626723,24.5503125,21.7006934822767,3.82925710669655
827117,0,0,21.2568258840232,21.0649890017401,21.086875,21.1247464104623,-0.19183688228312
827117,0,0.8,22.9620811401863,22.395008717494,22.7810416666667,21.621577319753,-0.567072422692306
827117,0,1,18.6472170696867,22.9199962776968,22.6851041666667,19.3830805746868,4.27277920801006
827237,-1,0,12.1288473503787,12.8005782174387,11.895625,12.2922991437661,0.671730867059992
827237,-1,0.8,19.5072951803668,26.3377497435833,25.6617708333333,21.6553196785578,6.83045456321647
827237,-1,1,13.2526235685561,22.4728533035239,22.1727083333333,16.596671316168,9.2202297349678
827237,0,0,11.6086505791449,11.1861587945486,11.0320833333333,11.1151638987353,-0.42249178459624
827237,0,0.8,24.1252304600066,26.9649221171894,26.9102083333333,24.6084812635274,2.83969165718279
827237,0,1,9.68258651906104,19.5321321274289,19.6235416666667,13.0064107017771,9.84954560836781
828657,0,0,15.4168842501053,16.6115058245776,15.8897916666667,15.8819865277503,1.19462157447227
828657,0,0.8,19.3623860507407,16.7895567982932,16.8252083333333,16.5382850459943,-2.57282925244756
828657,0,1,20.1561122311824,19.0978451337687,19.1098958333333,18.2504771917998,-1.05826709741369
828657,1,0,18.0472313684469,18.4461988988817,18.4729166666667,18.2091497716476,0.398967530434863
828657,1,0.8,15.8648589788624,18.418095332023,18.409375,16.0410333032102,2.55323635316069
828657,1,1,18.2854133064517,21.8088520862946,22.1608333333333,18.4757731606552,3.52343877984291
