participant,block,trial_number,t1_ori,t2_ori,t3_ori,target_position,cue_type,real_target_position,start_ori,resp_ori,error,abs_err,target_ori,diff_to_next,diff_to_prev
6,1,42,-75.38,-37.99,63.85,1,valid,1,63,65,-39.62,39.62,-75.38,-37.39,
6,1,43,-86.16,-46.42,-23.08,2,valid,2,134,-52,-5.57999999999998,5.57999999999998,-46.42,-23.34,39.74
6,1,44,-6.15,-72.76,49.54,3,valid,3,168,28,-21.54,21.54,49.54,,-57.7
6,1,45,29.7,69.66,-40.12,1,neutral,1,137,41,11.3,11.3,29.7,-39.96,
6,1,46,13.94,61.38,-49.22,2,valid,2,154,73,11.62,11.62,61.38,-69.4,47.44
6,1,47,-68.81,44.53,5.12,1,valid,1,175,-61,7.81,7.81,-68.81,66.66,
6,1,48,2.63,89.59,79.88,1,invalid,2,51,3,-86.59,86.59,89.59,9.71000000000001,86.96
6,1,49,1.42,-28.82,34.8,3,neutral,2,158,-2,26.82,26.82,-28.82,-63.62,-30.24
6,1,50,55.67,-75.99,68.26,3,invalid,1,178,73,17.33,17.33,55.67,-48.34,
6,1,51,-42.75,81.19,-25.43,2,neutral,3,59,-27,-1.56999999999999,1.56999999999999,-25.43,,73.38
6,1,52,38.9,23.44,82.38,1,valid,1,63,-80,61.1,61.1,38.9,15.46,
6,1,53,77.13,-75.42,-41.69,3,invalid,2,85,-89,-13.58,13.58,-75.42,-33.73,27.45
6,1,54,3.32,41.74,78.15,1,invalid,3,48,-89,12.85,12.85,78.15,,36.41
6,1,55,-4.38,-76.93,18.97,1,invalid,3,159,88,69.03,69.03,18.97,,-84.1
6,1,56,2.9,-21.21,47.58,1,valid,1,14,-88,89.1,89.1,2.9,24.11,
6,1,57,77.41,-20.5,26.95,2,invalid,3,136,29,2.05000000000001,2.05000000000001,26.95,,47.45
6,1,58,-41.77,-3.34,-87.31,1,valid,1,154,-49,-7.23000000000002,7.23000000000002,-41.77,-38.43,
6,1,59,-75.16,41.43,-36.85,2,valid,2,16,54,12.57,12.57,41.43,78.28,-63.41
6,1,60,27.28,57.47,-82.79,2,invalid,1,94,81,53.72,53.72,27.28,-30.19,
6,1,61,-56.95,-39.75,56.56,2,valid,2,27,-40,-0.25,0.25,-39.75,83.69,17.2
6,1,62,-23.11,-1.18,-56.84,3,neutral,3,172,13,69.84,69.84,-56.84,,-55.66
6,1,63,-47.38,54.68,2.01,2,neutral,3,71,4,1.99000000000001,1.99000000000001,2.01,,-52.67
6,1,64,-66.05,75.08,53.22,2,valid,2,115,57,-18.08,18.08,75.08,21.86,-38.87
6,1,65,33.55,-12.89,-54.85,1,valid,1,158,20,-13.55,13.55,33.55,46.44,
6,1,66,-63.33,-63.64,-37.68,3,valid,3,155,-52,-14.32,14.32,-37.68,,25.96
6,1,67,-14.3,-2.6,30.91,2,invalid,1,132,-5,9.30000000000001,9.30000000000001,-14.3,-11.7,
6,1,68,-8.34,-1.5,-16.95,1,valid,1,143,-22,-13.66,13.66,-8.34,-6.84,
6,1,69,42.22,-38.61,-4.1,2,neutral,3,45,10,14.1,14.1,-4.1,,34.51
6,1,70,34.05,-30.36,77.36,1,valid,1,77,-12,-46.05,46.05,34.05,64.41,
6,1,71,79.97,-76.1,-26.1,2,valid,2,10,-58,18.1,18.1,-76.1,-50,23.93
6,1,72,56.71,29.23,23.52,1,neutral,3,74,19,-4.51999999999998,4.51999999999998,23.52,,-5.71
6,1,73,-16.4,-33.98,72.15,2,valid,2,51,-62,-28.02,28.02,-33.98,73.87,-17.58
6,1,74,-0.31,-56.91,32.58,2,invalid,3,157,33,0.420000000000016,0.420000000000016,32.58,,89.49
6,1,75,-71.81,-84.94,5.44,2,invalid,3,79,53,47.56,47.56,5.44,,-89.62
6,1,76,-27.36,-16.58,74.26,3,valid,3,0,56,-18.26,18.26,74.26,,-89.16
6,1,77,-38.83,35.02,-19.09,1,valid,1,90,-59,-20.17,20.17,-38.83,-73.85,
6,1,78,-41.91,36.52,-22.97,1,valid,1,141,-45,-3.09000000000003,3.09000000000003,-41.91,-78.43,
6,1,79,71.42,77.09,-40.23,2,neutral,2,146,-88,14.91,14.91,77.09,-62.68,5.67
6,1,80,60.37,84.5,24.72,1,invalid,2,69,71,-13.5,13.5,84.5,59.78,24.13
6,1,81,14.54,79.38,18.73,1,neutral,3,118,58,39.27,39.27,18.73,,-60.65
6,1,82,-43.48,87.89,-27.55,3,invalid,2,74,-80,12.11,12.11,87.89,-64.56,-48.63
6,1,83,71.31,38.56,44.37,1,invalid,3,72,58,13.63,13.63,44.37,,5.81
6,1,84,-40.35,-29.95,-51.86,1,neutral,3,96,-60,-8.13999999999999,8.13999999999999,-51.86,,-21.91
6,1,85,21.82,-56.09,0.11,2,neutral,1,152,-78,80.18,80.18,21.82,77.91,
6,1,86,23.44,-62.56,-68.53,3,invalid,2,29,-68,-5.44,5.44,-62.56,5.97,-86
6,1,87,47.36,-83.89,-69.95,3,valid,3,45,-59,10.95,10.95,-69.95,,13.94
6,1,88,-41.3,64.97,72.14,1,neutral,3,157,57,-15.14,15.14,72.14,,7.17
6,1,89,77.19,19.4,-59.9,2,valid,2,155,-3,-22.4,22.4,19.4,79.3,-57.79
6,1,90,-22,62.33,53.74,2,valid,2,141,52,-10.33,10.33,62.33,8.59,84.33
6,1,91,69.3,51.94,84.55,2,invalid,1,125,60,-9.30000000000001,9.30000000000001,69.3,17.36,
6,1,92,70.3,10.16,72.77,3,neutral,3,142,62,-10.77,10.77,72.77,,62.61
6,1,93,-50.9,-57.62,40.07,1,valid,1,25,-48,2.89999999999998,2.89999999999998,-50.9,6.72,
6,1,94,-24.9,31.97,-66.21,3,invalid,2,122,61,29.03,29.03,31.97,-81.82,56.87
6,1,95,-65.96,68.63,-2.8,1,valid,1,34,-51,14.96,14.96,-65.96,45.41,
6,1,96,5.14,5.61,20.32,3,valid,3,51,19,-1.31999999999999,1.31999999999999,20.32,,14.71
6,1,97,24.8,18.53,-1.49,3,valid,3,19,53,54.49,54.49,-1.49,,-20.02
6,1,98,81.24,47.08,65.77,3,neutral,1,56,61,-20.24,20.24,81.24,34.16,
6,1,99,29.13,-59.7,-71.18,2,valid,2,103,-58,1.69999999999999,1.69999999999999,-59.7,11.48,-88.83
6,1,100,-20.15,38.99,86.01,3,valid,3,99,-84,9.99000000000001,9.99000000000001,86.01,,47.02
6,1,101,-21.9,-77.34,-30.98,2,valid,2,153,-88,-10.66,10.66,-77.34,-46.36,-55.44
6,1,102,60.11,59.64,-56.57,1,invalid,3,6,-43,13.57,13.57,-56.57,,63.79
6,1,103,36.41,-58.33,34.73,1,valid,1,59,44,7.59000000000003,7.59000000000003,36.41,-85.26,
6,1,104,-9.8,63.24,0.21,1,invalid,2,131,86,22.76,22.76,63.24,63.03,73.04
6,1,105,-41.31,72.83,-41.49,2,valid,2,30,-84,23.17,23.17,72.83,-65.68,-65.86
6,1,106,-58.82,20.46,87.02,2,valid,2,93,26,5.53999999999996,5.53999999999996,20.46,-66.56,79.28
6,1,107,-53.14,32.73,-26.73,3,valid,3,117,-42,-15.27,15.27,-26.73,,-59.46
6,1,108,-67.94,27.59,86.28,1,neutral,2,85,42,14.41,14.41,27.59,-58.69,-84.47
6,1,109,-6.5,-84.7,-0.27,1,valid,1,139,81,87.5,87.5,-6.5,78.2,
6,1,110,84.23,71.63,8.49,2,neutral,3,138,-11,-19.49,19.49,8.49,,-63.14
6,1,111,-16.54,52.73,-41.53,1,valid,1,24,36,52.54,52.54,-16.54,-69.27,
6,1,112,-69.14,20.44,-5.79,2,valid,2,99,26,5.56,5.56,20.44,26.23,89.58
6,1,113,-20.27,-3.56,16.25,3,valid,3,61,-8,-24.25,24.25,16.25,,19.81
6,1,114,-51.45,44.47,9.57,2,valid,2,20,29,-15.47,15.47,44.47,34.9,-84.08
6,1,115,26.43,-47.96,80.15,1,valid,1,161,24,-2.43000000000001,2.43000000000001,26.43,74.39,
6,1,116,42.21,33,-9.56,2,invalid,1,21,42,-0.210000000000036,0.210000000000036,42.21,9.21000000000001,
6,1,117,-75.65,75.12,-20.72,2,valid,2,161,74,-1.12,1.12,75.12,-84.16,-29.23
6,1,118,-31.43,56.16,-12.21,2,valid,2,12,65,8.84000000000003,8.84000000000003,56.16,68.37,87.59
6,1,119,-69.38,-53.12,-64.81,3,neutral,2,93,-70,-16.88,16.88,-53.12,11.69,16.26
6,1,120,45.59,4.16,66.53,3,valid,3,17,67,0.470000000000027,0.470000000000027,66.53,,62.37
6,1,121,70.25,-52.79,-42.83,2,valid,2,21,-56,-3.21000000000004,3.21000000000004,-52.79,-9.95999999999999,56.96
6,1,122,-33.37,5.64,-38.43,2,valid,2,52,-11,-16.64,16.64,5.64,44.07,39.01
6,1,123,47.65,-27.56,22.91,3,valid,3,98,23,0.0900000000000318,0.0900000000000318,22.91,,50.47
6,1,124,58.13,-18.33,-52,3,valid,3,11,-61,-9,9,-52,,-33.67
6,1,125,24.13,-42.08,67.55,2,neutral,1,1,-46,-70.13,70.13,24.13,66.21,
6,1,126,-79.35,-74.58,-15.52,1,neutral,2,23,88,-17.42,17.42,-74.58,-59.06,4.76999999999998
6,1,127,18.5,-35.4,45.23,3,valid,3,132,57,11.77,11.77,45.23,,80.63
6,1,128,68.31,-36.8,6.7,2,valid,2,55,-47,-10.2,10.2,-36.8,-43.5,74.89
6,1,129,-6.59,57.5,-22.67,3,invalid,2,28,48,-9.5,9.5,57.5,80.17,64.09
6,1,130,-74.38,-43.27,16.53,1,invalid,3,8,-39,-55.53,55.53,16.53,,59.8
6,1,131,58.08,-65.4,5.86,3,valid,3,173,-49,-54.86,54.86,5.86,,71.26
6,1,132,49.64,5.01,47.91,3,neutral,1,36,-22,-71.64,71.64,49.64,44.63,
6,1,133,58.26,39.54,-57.3,3,valid,3,136,-39,18.3,18.3,-57.3,,83.16
6,1,134,-76.04,-43.55,-21.92,3,invalid,1,167,-27,49.04,49.04,-76.04,-32.49,
6,1,135,-72.18,86.24,-70.16,1,valid,1,52,-80,-7.81999999999999,7.81999999999999,-72.18,21.58,
6,1,136,36.1,-71.35,-18.1,2,neutral,3,121,-26,-7.89999999999998,7.89999999999998,-18.1,,53.25
6,1,137,-60.94,55.19,-79.88,2,valid,2,109,-66,58.81,58.81,55.19,-44.93,-63.87
6,1,138,66.03,-2.08,-27.24,3,valid,3,51,-39,-11.76,11.76,-27.24,,-25.16
6,1,139,-59.06,-69.67,81.46,1,valid,1,81,-59,0.0600000000000023,0.0600000000000023,-59.06,10.61,
6,1,140,59.05,32.14,-7.41,1,valid,1,159,58,-1.05000000000001,1.05000000000001,59.05,26.91,
6,1,141,-3.94,-51.51,-36.09,3,invalid,2,164,-35,16.51,16.51,-51.51,-15.42,-47.57
6,1,142,-62.92,65.79,-40.95,3,valid,3,81,-30,10.95,10.95,-40.95,,73.26
6,1,143,5.45,-43.66,87.36,3,neutral,3,81,-82,10.64,10.64,87.36,,-48.98
6,1,144,-42.52,41.08,84.65,2,valid,2,90,-61,77.92,77.92,41.08,-43.57,83.6
6,1,145,46.41,68.49,-42.11,3,valid,3,8,-51,-8.88999999999999,8.88999999999999,-42.11,,69.4
6,1,146,-86.34,81.57,-17.85,1,valid,1,112,-84,2.34000000000003,2.34000000000003,-86.34,12.09,
6,1,147,59.55,-59.57,-85.54,3,valid,3,172,-88,-2.45999999999998,2.45999999999998,-85.54,,-25.97
6,1,148,-81.01,86.96,-24.31,1,neutral,1,42,69,-29.99,29.99,-81.01,12.03,
6,1,149,-46.58,67.66,75.02,3,valid,3,64,67,-8.01999999999998,8.01999999999998,75.02,,7.35999999999999
6,1,150,-72.04,-4.51,32.66,1,neutral,2,161,2,6.50999999999999,6.50999999999999,-4.51,-37.17,67.53
7,0,1,-43.74,-56.32,-33.79,3,neutral,1,173,44,87.74,87.74,-43.74,12.58,
7,0,2,6.54,59.55,87.52,1,valid,1,155,19,12.46,12.46,6.54,-53.01,
7,0,3,-72.62,-26.91,-75.51,3,valid,3,155,-81,-5.49000000000001,5.49000000000001,-75.51,,-48.6
7,0,4,-87.34,49.39,-5.34,1,invalid,2,14,-87,43.61,43.61,49.39,54.73,-43.27
7,0,5,81.73,67.23,84.93,3,valid,3,85,70,-14.93,14.93,84.93,,17.7
7,0,6,75.57,56.78,-54.3,3,valid,3,51,-68,-13.7,13.7,-54.3,,68.92
7,0,7,-81.48,59.83,-31.62,3,invalid,1,154,-30,51.48,51.48,-81.48,38.69,
7,0,8,-74.94,87.79,61.34,3,valid,3,43,35,-26.34,26.34,61.34,,-26.45
7,0,9,21.25,-72.9,-29.09,2,valid,2,45,-77,-4.10000000000002,4.10000000000002,-72.9,-43.81,85.85
7,0,10,11.55,-66.73,-26.06,3,invalid,2,30,-88,-21.27,21.27,-66.73,-40.67,-78.28
7,0,11,-20.64,28.04,25.08,2,neutral,3,37,27,1.92000000000002,1.92000000000002,25.08,,-2.95999999999999
7,0,12,36.75,-76.44,14.93,1,valid,1,120,27,-9.75,9.75,36.75,-66.81,
7,0,13,18.35,9.24,-45.37,3,invalid,1,47,12,-6.35000000000002,6.35000000000002,18.35,9.10999999999999,
7,0,14,34.72,-15.94,-30.09,3,valid,3,126,-21,9.09000000000003,9.09000000000003,-30.09,,-14.15
7,0,15,-57.13,85.08,2.76,1,valid,1,43,-80,-22.87,22.87,-57.13,37.79,
7,1,1,-61.46,7.86,-72.38,3,neutral,2,79,-61,-68.86,68.86,7.86,80.24,69.32
7,1,2,-14.72,73.67,-32.9,1,invalid,3,54,76,-71.1,71.1,-32.9,,73.43
7,1,3,0.85,56.62,47.93,3,valid,3,73,-4,-51.93,51.93,47.93,,-8.68999999999999
7,1,4,70.97,52.25,40.83,3,invalid,2,144,-1,-53.25,53.25,52.25,11.42,-18.72
7,1,5,-23.48,54.32,-11.21,1,neutral,1,92,40,63.48,63.48,-23.48,-77.8,
7,1,6,50.32,-31.75,44.75,2,invalid,1,24,-34,-84.32,84.32,50.32,82.07,
7,1,7,-57.46,69.05,31.03,1,valid,1,89,-82,-24.54,24.54,-57.46,53.49,
7,1,8,31,47.85,-54.56,1,neutral,2,17,58,10.15,10.15,47.85,-77.59,16.85
7,1,9,27.96,-25.33,49.59,2,valid,2,155,-31,-5.67000000000002,5.67000000000002,-25.33,-74.92,-53.29
7,1,10,-40.49,-52.33,-12.84,2,invalid,1,132,-14,26.49,26.49,-40.49,11.84,
7,1,11,45.83,-0.27,-74.01,1,valid,1,167,17,-28.83,28.83,45.83,46.1,
7,1,12,20.89,-35.76,-77.23,3,neutral,1,135,4,-16.89,16.89,20.89,56.65,
7,1,13,-69.71,-69.11,41.37,3,invalid,2,124,-60,9.11000000000001,9.11000000000001,-69.11,69.52,0.599999999999988
7,1,14,47.64,-76.37,-19.95,2,valid,2,143,-86,-9.63,9.63,-76.37,-56.42,55.99
7,1,15,70.2,-8.08,29.34,1,valid,1,31,51,-19.2,19.2,70.2,78.28,
7,1,16,-73.68,-27.23,-80.33,2,valid,2,8,-29,-1.76999999999998,1.76999999999998,-27.23,53.1,46.45
7,1,17,6.2,54.41,19.06,1,valid,1,105,36,29.8,29.8,6.2,-48.21,
7,1,18,28.21,-46.37,0.2,2,valid,2,70,-32,14.37,14.37,-46.37,-46.57,-74.58
7,1,19,16.6,-2.03,52.75,1,valid,1,171,17,0.399999999999977,0.399999999999977,16.6,18.63,
7,1,20,-19.21,-42.64,46.15,3,invalid,2,60,-77,-34.36,34.36,-42.64,-88.79,-23.43
7,1,21,-51,2.46,45.58,2,invalid,1,67,26,77,77,-51,-53.46,
7,1,22,89.74,40.81,15.28,1,valid,1,66,-86,4.25999999999999,4.25999999999999,89.74,48.93,
7,1,23,-25.84,-14.18,-30.34,2,valid,2,80,-21,-6.81999999999999,6.81999999999999,-14.18,16.16,11.66
7,1,24,-69.9,-32.05,11.01,2,invalid,3,75,-8,-19.01,19.01,11.01,,43.06
7,1,25,50.14,-77.32,-43.44,3,valid,3,162,-34,9.44,9.44,-43.44,,33.88
7,1,26,27.34,18.54,-50.29,3,neutral,2,109,-5,-23.54,23.54,18.54,68.83,-8.8
7,1,27,-62.93,-60,-51.29,2,neutral,3,112,-61,-9.71000000000004,9.71000000000004,-51.29,,8.70999999999999
7,1,28,49.09,-63.53,-87.54,3,neutral,1,17,47,-2.09000000000003,2.09000000000003,49.09,-67.38,
7,1,29,-66.85,-2.91,52.21,1,neutral,2,114,-65,-62.09,62.09,-2.91,-55.12,63.94
7,1,30,-35.32,-78.66,-20.8,1,neutral,2,3,-84,-5.34000000000003,5.34000000000003,-78.66,-57.86,-43.34
7,1,31,46.22,-37.03,-81.64,1,valid,1,167,45,-1.22000000000003,1.22000000000003,46.22,83.25,
7,1,32,-56.39,-8.61,-76.57,1,valid,1,55,-14,42.39,42.39,-56.39,-47.78,
7,1,33,54.58,69.79,62.17,3,invalid,2,23,53,-16.79,16.79,69.79,7.62000000000001,15.21
7,1,34,-30.84,57.42,21.06,1,neutral,1,102,32,62.84,62.84,-30.84,-88.26,
7,1,35,14.29,-48.96,-7.68,3,neutral,3,80,-28,-20.32,20.32,-7.68,,41.28
7,1,36,-82.47,59.13,-33.01,2,valid,2,100,57,-2.13,2.13,59.13,-87.86,-38.4
7,1,37,-1.4,-23,-48.26,3,invalid,1,164,2,3.39999999999998,3.39999999999998,-1.4,21.6,
7,1,38,1.8,42.37,-36.34,1,valid,1,22,-12,-13.8,13.8,1.8,-40.57,
7,1,39,88.21,51.64,-34.4,1,valid,1,48,69,-19.21,19.21,88.21,36.57,
7,1,40,-41.53,10.39,69.29,3,neutral,3,173,50,-19.29,19.29,69.29,,58.9
7,1,41,31.2,-87.26,-51.06,1,neutral,3,57,-45,6.06,6.06,-51.06,,36.2
7,1,42,-74.97,78.03,-20.69,3,valid,3,89,-28,-7.31,7.31,-20.69,,81.28
7,1,43,30.46,17.51,61.06,2,valid,2,118,39,21.49,21.49,17.51,-43.55,-12.95
7,1,44,-70.08,70.96,14.9,2,valid,2,72,45,-25.96,25.96,70.96,56.06,-38.96
7,1,45,71.27,7.73,-4.52,2,valid,2,38,20,12.27,12.27,7.73,12.25,-63.54
7,1,46,-60.85,-84.52,45.68,1,invalid,3,60,63,17.32,17.32,45.68,,-49.8
7,1,47,8.81,-25.92,19.61,2,valid,2,108,10,35.92,35.92,-25.92,-45.53,-34.73
7,1,48,-85.82,22.65,-73.48,1,invalid,2,16,44,21.35,21.35,22.65,-83.87,-71.53
7,1,49,-32.53,-0.15,-8.32,3,valid,3,41,-24,-15.68,15.68,-8.32,,-8.17
7,1,50,70.51,1.55,-83.37,3,valid,3,133,-86,-2.63,2.63,-83.37,,-84.92
7,1,51,-48.93,64.95,16.55,2,invalid,3,23,35,18.45,18.45,16.55,,-48.4
7,1,52,73.67,-42.93,28.35,2,valid,2,147,-45,-2.06999999999999,2.06999999999999,-42.93,-71.28,63.4
7,1,53,-7.96,19.12,34.66,3,valid,3,66,34,-0.659999999999968,0.659999999999968,34.66,,15.54
7,1,54,-5.46,-34.45,51.91,2,invalid,1,43,-36,-30.54,30.54,-5.46,28.99,
7,1,55,-41.03,78.12,54.45,1,valid,1,0,-43,-1.97000000000003,1.97000000000003,-41.03,60.85,
7,1,56,15.39,-19.26,7.61,3,neutral,3,53,34,26.39,26.39,7.61,,26.87
7,1,57,30.71,82.17,-46.55,1,valid,1,109,39,8.28999999999996,8.28999999999996,30.71,-51.46,
7,1,58,17.72,-76.99,51.04,3,invalid,2,17,33,-70.01,70.01,-76.99,51.97,85.29
7,1,59,14.82,-84.08,60.23,3,neutral,2,59,77,-18.92,18.92,-84.08,35.69,81.1
7,1,60,-51.04,-15.89,81.44,1,invalid,3,51,60,-21.44,21.44,81.44,,-82.67
7,1,61,87.8,84.64,-37.81,1,invalid,2,121,84,-0.639999999999986,0.639999999999986,84.64,-57.55,-3.15999999999999
7,1,62,-79.15,83.77,-73.12,1,valid,1,87,74,-26.85,26.85,-79.15,17.08,
7,1,63,-14.77,10.41,-20.12,1,valid,1,61,-18,-3.23000000000002,3.23000000000002,-14.77,-25.18,
7,1,64,-74.25,-42.71,-20.72,1,neutral,2,101,-85,-42.29,42.29,-42.71,-21.99,31.54
7,1,65,-27.81,-53.05,-75.51,3,valid,3,118,-69,6.50999999999999,6.50999999999999,-75.51,,-22.46
7,1,66,0.64,71.57,33.55,3,invalid,1,78,-77,-77.64,77.64,0.64,-70.93,
7,1,67,86.93,53.75,54.28,2,valid,2,152,49,-4.75,4.75,53.75,-0.530000000000005,-33.18
7,1,68,69.99,-86.58,-32.87,2,neutral,1,105,54,-15.99,15.99,69.99,-23.43,
7,1,69,-23.93,-32.25,-84.04,2,neutral,3,65,-87,-2.95999999999998,2.95999999999998,-84.04,,-51.79
7,1,70,84.29,-61.6,-10.4,3,valid,3,15,-19,-8.60000000000002,8.60000000000002,-10.4,,51.2
7,1,71,-42.61,-80.18,-51.48,1,valid,1,155,-36,6.61000000000001,6.61000000000001,-42.61,37.57,
7,1,72,11.37,18.1,-77.16,2,valid,2,150,27,8.89999999999998,8.89999999999998,18.1,-84.74,6.73
7,1,73,71.99,12.5,0.95,2,neutral,2,143,38,25.5,25.5,12.5,11.55,-59.49
7,1,74,-35.69,38.7,-46.18,2,valid,2,150,30,-8.69999999999999,8.69999999999999,38.7,84.88,74.39
7,1,75,-15.25,-85.86,66.57,2,valid,2,40,89,-5.13999999999999,5.13999999999999,-85.86,27.57,-70.61
7,1,76,16.3,84.27,-84.9,2,valid,2,165,77,-7.26999999999998,7.26999999999998,84.27,-10.83,67.97
7,1,77,66.23,30.49,-78.14,1,valid,1,77,53,-13.23,13.23,66.23,35.74,
7,1,78,-49.5,7.26,33.68,2,valid,2,91,25,17.74,17.74,7.26,-26.42,56.76
7,1,79,-47.51,-75.07,36.72,2,invalid,1,105,-78,-30.49,30.49,-47.51,27.56,
7,1,80,62.66,24.47,-82.38,3,valid,3,39,89,-8.62000000000001,8.62000000000001,-82.38,,73.15
7,1,81,-32.74,10.36,-45.12,2,valid,2,179,30,19.64,19.64,10.36,55.48,43.1
7,1,82,-85.88,-62.34,-24.81,1,neutral,2,142,-87,-24.66,24.66,-62.34,-37.53,23.54
7,1,83,82.23,63.68,-2.75,3,valid,3,82,-15,-12.25,12.25,-2.75,,-66.43
7,1,84,7.63,88.21,-32.63,2,valid,2,128,80,-8.20999999999998,8.20999999999998,88.21,-59.16,80.58
7,1,85,-86.44,-65.07,43.88,2,valid,2,156,-73,-7.93000000000001,7.93000000000001,-65.07,71.05,21.37
7,1,86,8.17,-26.4,16.14,3,valid,3,30,31,14.86,14.86,16.14,,42.54
7,1,87,37.79,88.66,-58.14,1,valid,1,107,85,47.21,47.21,37.79,-50.87,
7,1,88,21.09,0.48,-78.54,3,invalid,2,71,-3,-3.48000000000002,3.48000000000002,0.48,79.02,-20.61
7,1,89,49.96,-15.61,-37.23,1,valid,1,33,40,-9.96000000000004,9.96000000000004,49.96,65.57,
7,1,90,15.54,25.59,-69.1,1,valid,1,125,15,-0.539999999999964,0.539999999999964,15.54,-10.05,
7,1,91,-5.23,18.47,2.78,2,valid,2,46,18,-0.470000000000027,0.470000000000027,18.47,15.69,23.7
7,1,92,-0.09,75.28,29.41,3,valid,3,150,19,-10.41,10.41,29.41,,-45.87
7,1,93,-47.15,46.89,-72.72,2,neutral,2,83,41,-5.88999999999999,5.88999999999999,46.89,-60.39,-85.96
7,1,94,-0.3,35.99,-20.43,2,valid,2,132,45,9.00999999999999,9.00999999999999,35.99,56.42,36.29
7,1,95,-64.56,-2.8,38.86,2,valid,2,148,-25,-22.2,22.2,-2.8,-41.66,61.76
7,1,96,23.05,52.48,-72.8,3,valid,3,54,-83,-10.2,10.2,-72.8,,54.72
7,1,97,-46.19,37.43,63.91,3,valid,3,6,50,-13.91,13.91,63.91,,26.48
7,1,98,-16.48,-60.71,-77.99,2,valid,2,87,82,-37.29,37.29,-60.71,17.28,-44.23
7,1,99,44.72,-79.93,10.68,1,valid,1,112,41,-3.72000000000003,3.72000000000003,44.72,-55.35,
7,1,100,-5.03,-82.31,-56.84,3,valid,3,121,-66,-9.15999999999997,9.15999999999997,-56.84,,25.47
7,1,101,-12.92,86.73,-53.08,2,neutral,1,52,-36,-23.08,23.08,-12.92,80.35,
7,1,102,70.66,69.16,-62.41,1,valid,1,36,45,-25.66,25.66,70.66,1.5,
7,1,103,51.87,-35.35,13.44,1,valid,1,164,44,-7.87000000000001,7.87000000000001,51.87,87.22,
7,1,104,73.94,66.94,58.83,2,valid,2,175,54,-12.94,12.94,66.94,8.11000000000001,-7
7,1,105,-33.32,14.71,86.63,1,valid,1,149,-24,9.31999999999999,9.31999999999999,-33.32,-48.03,
7,1,106,-25.6,-72.64,62.73,3,valid,3,53,42,-20.73,20.73,62.73,,-44.63
7,1,107,-26.38,61.34,-30.29,1,invalid,2,16,-45,73.66,73.66,61.34,-88.37,87.72
7,1,108,80.52,38.11,68.78,1,neutral,1,24,42,-38.52,38.52,80.52,42.41,
7,1,109,86.47,-65.27,30.9,2,valid,2,9,-71,-5.73000000000002,5.73000000000002,-65.27,83.83,28.26
7,1,110,-74.65,20.06,41.16,3,valid,3,143,22,-19.16,19.16,41.16,,21.1
7,1,111,-38.57,7.31,1.1,2,invalid,3,63,0,-1.10000000000002,1.10000000000002,1.1,,-6.21
7,1,112,77.4,42.65,-22.29,3,valid,3,59,-31,-8.71000000000004,8.71000000000004,-22.29,,-64.94
7,1,113,-12.4,60.73,41.01,2,invalid,3,38,2,-39.01,39.01,41.01,,-19.72
7,1,114,45.55,83.75,-37.08,1,valid,1,56,35,-10.55,10.55,45.55,-38.2,
7,1,115,-64.68,-19.32,25.93,2,valid,2,0,-17,2.31999999999999,2.31999999999999,-19.32,-45.25,45.36
7,1,116,29.05,55.65,19.21,1,valid,1,28,30,0.949999999999989,0.949999999999989,29.05,-26.6,
7,1,117,-43.5,79.22,-33.18,2,neutral,2,48,-33,67.78,67.78,79.22,-67.6,-57.28
7,1,118,67.33,-24.86,72.06,1,valid,1,138,54,-13.33,13.33,67.33,-87.81,
7,1,119,-83.37,81.29,46.51,1,neutral,1,48,49,-47.63,47.63,-83.37,15.34,
7,1,120,51.81,-64.68,-58.34,3,valid,3,109,48,-73.66,73.66,-58.34,,6.34000000000001
7,1,121,14.58,-58.23,-76.13,2,valid,2,79,36,-85.77,85.77,-58.23,17.9,-72.81
7,1,122,-78.47,-32.09,-55.94,3,valid,3,40,-53,2.94,2.94,-55.94,,-23.85
7,1,123,-75.73,59.55,-22,3,valid,3,119,-22,0,0,-22,,-81.55
7,1,124,-45.52,-87.9,-56.9,2,neutral,1,79,41,86.52,86.52,-45.52,42.38,
7,1,125,46.09,87.53,68.76,2,invalid,1,138,47,0.909999999999968,0.909999999999968,46.09,-41.44,
7,1,126,28.55,-86.17,52.29,3,neutral,2,4,72,-21.83,21.83,-86.17,41.54,65.28
7,1,127,-58.95,-39.57,-49.35,2,valid,2,128,-59,-19.43,19.43,-39.57,9.78,19.38
7,1,128,44.11,82.34,-66.91,2,valid,2,66,75,-7.34000000000003,7.34000000000003,82.34,-30.75,38.23
7,1,129,-56.42,89.41,51.45,3,valid,3,29,53,1.55000000000001,1.55000000000001,51.45,,-37.96
7,1,130,-20.25,51.03,64.27,3,valid,3,37,51,-13.27,13.27,64.27,,13.24
7,1,131,78.97,18.92,-84.67,2,neutral,1,88,41,-37.97,37.97,78.97,60.05,
7,1,132,26.49,26.35,8.21,1,valid,1,179,24,-2.49000000000001,2.49000000000001,26.49,0.139999999999991,
7,1,133,-89.12,-80.91,-5.1,1,valid,1,22,88,-2.88,2.88,-89.12,-8.21000000000001,
7,1,134,41.03,77.56,61.17,3,valid,3,44,53,-8.17000000000002,8.17000000000002,61.17,,-16.39
