participant,block,trial_number,t1_ori,t2_ori,t3_ori,target_position,cue_type,real_target_position,start_ori,resp_ori,error,abs_err,target_ori,diff_to_next,diff_to_prev
1,0,1,-82.49,-16.12,63.71,1,valid,1,84,-82,0.490000000000009,0.490000000000009,-82.49,-66.37,
1,0,2,-82.41,-84.4,50,1,invalid,2,126,23,-72.6,72.6,-84.4,45.6,-1.99
1,0,3,-28.66,82.73,-16.8,2,valid,2,129,-87,10.27,10.27,82.73,-80.47,-68.61
1,0,4,-25.29,6.09,70.36,3,valid,3,156,64,-6.36000000000001,6.36000000000001,70.36,,64.27
1,0,5,-22.61,-62.73,33.54,1,valid,1,60,1,23.61,23.61,-22.61,40.12,
1,0,6,40.57,-72.19,-58.01,3,valid,3,138,-61,-2.99000000000001,2.99000000000001,-58.01,,14.18
1,0,7,54.89,-76.04,-37.89,2,invalid,3,0,-23,14.89,14.89,-37.89,,38.15
1,0,8,10.18,-24.45,28.74,3,invalid,2,56,46,70.45,70.45,-24.45,-53.19,-34.63
1,0,9,89.92,9.05,33.8,3,valid,3,125,45,11.2,11.2,33.8,,24.75
1,0,10,-65.75,-61.35,-70.86,3,invalid,2,27,-82,-20.65,20.65,-61.35,9.50999999999999,4.39999999999999
1,0,11,-88.01,-2.86,-24.41,2,valid,2,29,-11,-8.13999999999999,8.13999999999999,-2.86,21.55,85.15
1,0,12,45.4,28.42,-70,3,valid,3,135,-73,-3,3,-70,,81.58
1,0,13,34.47,79.79,81.61,3,valid,3,31,79,-2.61000000000001,2.61000000000001,81.61,,1.81999999999999
1,0,14,-71.03,42.63,-55.82,1,neutral,1,119,71,-37.97,37.97,-71.03,66.34,
1,0,15,11.53,12.56,25.48,1,valid,1,5,24,12.47,12.47,11.53,-1.03,
1,1,1,-7.29,-75.1,4.97,1,valid,1,62,4,11.29,11.29,-7.29,67.81,
1,1,2,-55.56,-50.56,-24.63,3,invalid,1,52,80,-44.44,44.44,-55.56,-4.99999999999999,
1,1,3,-55.74,-70.75,7.05,3,neutral,3,3,11,3.94999999999999,3.94999999999999,7.05,,77.8
1,1,4,38.6,-44.75,28.72,2,valid,2,7,-44,0.75,0.75,-44.75,-73.47,-83.35
1,1,5,87.67,6.06,-82.82,2,invalid,1,36,-86,6.32999999999998,6.32999999999998,87.67,81.61,
1,1,6,-29.04,6.55,-48.42,2,valid,2,38,7,0.449999999999989,0.449999999999989,6.55,54.97,35.59
1,1,7,-29.06,-57.08,-40.88,2,invalid,1,20,51,80.06,80.06,-29.06,28.02,
1,1,8,-37.09,-54.13,-1.1,2,invalid,3,3,54,55.1,55.1,-1.1,,53.03
1,1,9,-3.26,58.83,-34.1,2,valid,2,46,-88,33.17,33.17,58.83,-87.07,62.09
1,1,10,68.69,-59.03,-33.1,1,neutral,3,9,-54,-20.9,20.9,-33.1,,25.93
1,1,11,-54.49,89.5,-8.78,3,invalid,1,122,73,-52.51,52.51,-54.49,36.01,
1,1,12,63.6,75.76,-86.33,2,neutral,2,158,-47,57.24,57.24,75.76,-17.91,12.16
1,1,13,-78.89,-83.55,79.03,1,valid,1,139,-72,6.88999999999999,6.88999999999999,-78.89,4.66,
1,1,14,74.73,59.5,-55.06,2,neutral,3,167,-65,-9.94,9.94,-55.06,,65.44
1,1,15,73.03,-69.44,-37.79,2,valid,2,64,-66,3.44,3.44,-69.44,-31.65,37.53
1,1,16,-13.3,46.42,18.28,2,valid,2,2,36,-10.42,10.42,46.42,28.14,59.72
1,1,17,30.09,27.71,15.85,3,invalid,1,176,25,-5.09000000000003,5.09000000000003,30.09,2.38000000000001,
1,1,18,33.05,51.79,-72.13,3,valid,3,176,-70,2.13,2.13,-72.13,,56.08
1,1,19,39.87,25.55,71.74,1,valid,1,123,28,-11.87,11.87,39.87,14.32,
1,1,20,31.16,-84.43,-42.23,2,valid,2,107,90,-5.56999999999999,5.56999999999999,-84.43,-42.2,64.41
1,1,21,-59.52,62,82.39,2,neutral,1,75,-54,5.51999999999998,5.51999999999998,-59.52,58.48,
1,1,22,87.82,20.51,-27.08,3,invalid,1,101,51,-36.82,36.82,87.82,67.31,
1,1,23,46.13,-7.12,17.63,3,invalid,2,167,-34,-26.88,26.88,-7.12,-24.75,-53.25
1,1,24,39.38,-64.56,73.84,2,valid,2,76,-73,-8.44,8.44,-64.56,41.6,76.06
1,1,25,-27.11,9.37,-82.04,1,valid,1,89,-15,12.11,12.11,-27.11,-36.48,
1,1,26,35.54,72.96,5.19,2,valid,2,145,46,-26.96,26.96,72.96,67.77,37.42
1,1,27,32.19,-28.44,-22.66,3,neutral,1,122,32,-0.189999999999998,0.189999999999998,32.19,60.63,
1,1,28,-74.47,68.98,27.25,3,neutral,2,21,46,-22.98,22.98,68.98,41.73,-36.55
1,1,29,7.58,59.98,65.36,2,valid,2,143,44,-15.98,15.98,59.98,-5.38,52.4
1,1,30,-22.04,8.67,22.85,2,valid,2,107,0,-8.67000000000002,8.67000000000002,8.67,-14.18,30.71
1,1,31,-76.81,41.51,-80.91,2,valid,2,75,58,16.49,16.49,41.51,-57.58,-61.68
1,1,32,61.92,-19.34,50.16,3,valid,3,44,46,-4.15999999999997,4.15999999999997,50.16,,69.5
1,1,33,-59.01,83.47,-42.6,3,valid,3,146,-48,-5.39999999999998,5.39999999999998,-42.6,,53.93
1,1,34,-87.99,-66.47,-73.18,3,invalid,2,163,-84,-17.53,17.53,-66.47,6.71000000000002,21.52
1,1,35,79.87,-8.11,41.53,2,valid,2,45,-17,-8.88999999999999,8.88999999999999,-8.11,-49.64,-87.98
1,1,36,-87.72,-34.05,-41.43,3,valid,3,73,-54,-12.57,12.57,-41.43,,-7.38
1,1,37,6.88,5.52,58.2,1,valid,1,33,20,13.12,13.12,6.88,1.36,
1,1,38,44.79,29.27,87.39,3,valid,3,89,88,0.610000000000014,0.610000000000014,87.39,,58.12
1,1,39,-22.64,52.68,34.98,2,valid,2,173,20,-32.68,32.68,52.68,17.7,75.32
1,1,40,-78.17,14.36,71.92,1,neutral,2,64,19,4.63999999999999,4.63999999999999,14.36,-57.56,-87.47
1,1,41,-4.07,14.65,82.75,1,valid,1,63,0,4.06999999999999,4.06999999999999,-4.07,-18.72,
1,1,42,35.95,16.02,36.12,1,invalid,3,123,22,-14.12,14.12,36.12,,20.1
1,1,43,-59.59,-57.31,70.57,2,neutral,3,105,69,-1.56999999999999,1.56999999999999,70.57,,-52.12
1,1,44,37.33,-72.63,61.32,1,valid,1,150,60,22.67,22.67,37.33,-70.04,
1,1,45,74.95,-12.74,-77.92,3,invalid,1,24,66,-8.94999999999999,8.94999999999999,74.95,87.69,
1,1,46,41.33,-33.03,6.47,3,valid,3,49,12,5.52999999999997,5.52999999999997,6.47,,39.5
1,1,47,-53.25,-16.02,70.04,1,valid,1,15,-53,0.25,0.25,-53.25,-37.23,
1,1,48,-12.12,30.49,-59.86,1,valid,1,152,9,21.12,21.12,-12.12,-42.61,
1,1,49,-46.41,-61.49,2.91,3,valid,3,45,8,5.09000000000003,5.09000000000003,2.91,,64.4
1,1,50,25.4,45.4,-14.36,3,valid,3,51,7,21.36,21.36,-14.36,,-59.76
1,1,51,25.72,-57.41,-33.6,2,invalid,1,173,21,-4.72000000000003,4.72000000000003,25.72,83.13,
1,1,52,38.71,-70.51,30.74,3,valid,3,81,19,-11.74,11.74,30.74,,-78.75
1,1,53,34.56,-26.62,-22.16,2,valid,2,42,-17,9.62,9.62,-26.62,-4.46,-61.18
1,1,54,34.88,87.65,-13.8,1,valid,1,86,-21,-55.88,55.88,34.88,-52.77,
1,1,55,30.4,21.68,-2.59,1,valid,1,72,19,-11.4,11.4,30.4,8.71999999999999,
1,1,56,-72.97,79.92,-40.29,2,invalid,1,144,65,-42.03,42.03,-72.97,27.11,
1,1,57,-51.69,-75.1,8.79,2,valid,2,121,-65,10.1,10.1,-75.1,-83.89,-23.41
1,1,58,-31.14,32.99,54.24,1,valid,1,135,-72,-40.86,40.86,-31.14,-64.13,
1,1,59,0.25,55.53,3.33,3,invalid,1,71,-76,-76.25,76.25,0.25,-55.28,
1,1,60,82,-6.27,55.39,2,valid,2,16,36,42.27,42.27,-6.27,-61.66,-88.27
1,1,61,33.13,-78.89,30.05,1,invalid,2,151,-60,18.89,18.89,-78.89,71.06,67.98
1,1,62,87.99,39.55,-36.36,1,valid,1,98,48,-39.99,39.99,87.99,48.44,
1,1,63,-79.48,50.53,24.87,2,neutral,3,96,32,7.13,7.13,24.87,,-25.66
1,1,64,83.93,-36.85,24.98,3,valid,3,68,32,7.01999999999998,7.01999999999998,24.98,,61.83
1,1,65,-38.39,70.13,52.62,2,valid,2,145,75,4.87000000000001,4.87000000000001,70.13,17.51,-71.48
1,1,66,-89.96,42.05,51.79,1,invalid,2,167,57,14.95,14.95,42.05,-9.74000000000001,-47.99
1,1,67,6.38,22.44,-62.12,2,valid,2,125,-74,83.56,83.56,22.44,84.56,16.06
1,1,68,-14.61,60.51,-32.18,2,invalid,3,2,-38,-5.81999999999999,5.81999999999999,-32.18,,87.31
1,1,69,51.44,2.1,-51.96,3,valid,3,30,-82,-30.04,30.04,-51.96,,-54.06
1,1,70,72.86,12.82,-1.53,3,invalid,2,147,67,54.18,54.18,12.82,14.35,-60.04
1,1,71,-67.15,70.53,49.3,3,valid,3,106,45,-4.30000000000001,4.30000000000001,49.3,,-21.23
1,1,72,-22.46,-36.24,73.18,1,valid,1,51,-13,9.46000000000004,9.46000000000004,-22.46,13.78,
1,1,73,-75.13,-4.38,-14.47,2,neutral,1,30,73,-31.87,31.87,-75.13,-70.75,
1,1,74,-49,45.17,39.9,3,neutral,1,167,-25,24,24,-49,85.83,
1,1,75,81.65,36.54,15.76,1,invalid,3,116,34,18.24,18.24,15.76,,-20.78
1,1,76,11.91,-14.7,-43.19,2,valid,2,119,-21,-6.30000000000001,6.30000000000001,-14.7,28.49,-26.61
1,1,77,-20.97,88.03,33.97,1,neutral,2,161,80,-8.02999999999997,8.02999999999997,88.03,54.06,-71
1,1,78,83.87,-4.9,85.85,2,invalid,1,3,-18,78.13,78.13,83.87,88.77,
1,1,79,-2.38,68.53,-10.21,3,valid,3,142,-5,5.21000000000004,5.21000000000004,-10.21,,-78.74
1,1,80,85.61,42.47,32.71,1,neutral,3,43,22,-10.71,10.71,32.71,,-9.76
1,1,81,70.71,5.41,29.97,2,valid,2,19,29,23.59,23.59,5.41,-24.56,-65.3
1,1,82,-59.93,-72.41,24.75,2,valid,2,168,-77,-4.59000000000003,4.59000000000003,-72.41,82.84,-12.48
1,1,83,36.61,-67.24,43.7,3,valid,3,80,78,34.3,34.3,43.7,,-69.06
1,1,84,-51.54,-74.95,39.5,2,invalid,1,99,-44,7.53999999999996,7.53999999999996,-51.54,23.41,
1,1,85,-11.14,-80.12,69.5,3,valid,3,26,67,-2.5,2.5,69.5,,-30.38
1,1,86,26.04,87.37,-68.84,1,valid,1,78,26,-0.0399999999999636,0.0399999999999636,26.04,-61.33,
1,1,87,-17.39,60.76,-44.01,3,neutral,1,47,34,51.39,51.39,-17.39,-78.15,
1,1,88,41.62,35.2,-17.18,3,valid,3,117,-22,-4.81999999999999,4.81999999999999,-17.18,,-52.38
1,1,89,-20.34,70.59,-58.91,2,neutral,3,93,-63,-4.09000000000003,4.09000000000003,-58.91,,50.5
1,1,90,-13.2,57.13,-12.64,3,neutral,1,3,-35,-21.8,21.8,-13.2,-70.33,
1,1,91,23.73,25.23,37.74,1,valid,1,108,5,-18.73,18.73,23.73,-1.5,
1,1,92,-0.91,76.57,-74.8,1,invalid,2,134,-69,34.43,34.43,76.57,-28.63,77.48
1,1,93,-87.02,35.55,64.36,3,neutral,3,100,78,13.64,13.64,64.36,,28.81
1,1,94,11.45,89.86,-59.45,1,neutral,1,39,14,2.55000000000001,2.55000000000001,11.45,-78.41,
1,1,95,-42.3,-50.14,20.71,2,invalid,1,155,-80,-37.7,37.7,-42.3,7.84,
1,1,96,49.62,17.12,21.41,1,invalid,2,43,25,7.88,7.88,17.12,-4.29,-32.5
1,1,97,39.47,16.13,69.92,3,valid,3,90,63,-6.92000000000002,6.92000000000002,69.92,,53.79
1,1,98,-8.78,-30.37,73.43,1,valid,1,36,-3,5.77999999999997,5.77999999999997,-8.78,21.59,
1,1,99,-65.11,-69.38,-81.68,2,valid,2,120,-73,-3.62,3.62,-69.38,12.3,-4.27
1,1,100,88.96,60,-39.63,2,valid,2,141,60,0,0,60,-80.37,-28.96
1,1,101,32.64,27.36,82.97,3,valid,3,107,75,-7.97000000000003,7.97000000000003,82.97,,55.61
1,1,102,-67.73,57.78,-58.76,3,valid,3,156,-72,-13.24,13.24,-58.76,,63.46
1,1,103,40.92,-39.27,45.37,3,valid,3,60,41,-4.37,4.37,45.37,,84.64
1,1,104,41.83,-77.68,56.35,1,valid,1,128,-63,75.17,75.17,41.83,-60.49,
1,1,105,-20.56,3.98,-55.68,1,neutral,3,21,-23,32.68,32.68,-55.68,,-59.66
1,1,106,25.55,-59.94,-59.37,1,valid,1,38,-23,-48.55,48.55,25.55,85.49,
1,1,107,36.66,-37.43,64.27,3,valid,3,91,41,-23.27,23.27,64.27,,-78.3
1,1,108,-0.82,-44.16,-60.09,3,valid,3,108,-59,1.09000000000003,1.09000000000003,-60.09,,-15.93
1,1,109,-70.6,30.06,45.3,2,valid,2,111,38,7.94,7.94,30.06,-15.24,-79.34
1,1,110,-81.82,-79.56,-54.36,1,invalid,3,175,-59,-4.63999999999999,4.63999999999999,-54.36,,25.2
1,1,111,25.16,-20.52,-73.95,1,invalid,3,130,-59,14.95,14.95,-73.95,,-53.43
1,1,112,-18.28,-4.1,34.6,3,valid,3,98,56,21.4,21.4,34.6,,38.7
1,1,113,-16.33,7.68,-20.9,3,neutral,3,81,8,28.9,28.9,-20.9,,-28.58
1,1,114,63.6,2.2,79.52,1,valid,1,100,49,-14.6,14.6,63.6,61.4,
1,1,115,62.67,41.64,-21.06,2,invalid,1,158,42,-20.67,20.67,62.67,21.03,
1,1,116,-23.39,-4.32,39.24,1,valid,1,85,-25,-1.61000000000001,1.61000000000001,-23.39,-19.07,
1,1,117,-65.26,68.99,51.99,1,neutral,1,90,-37,28.26,28.26,-65.26,45.75,
1,1,118,18.49,-53.81,-87.82,2,valid,2,25,-65,-11.19,11.19,-53.81,34.01,-72.3
1,1,119,-5.37,64.95,87.68,1,invalid,3,45,67,-20.68,20.68,87.68,,22.73
1,1,120,9.1,1.16,-81.39,1,neutral,2,153,14,12.84,12.84,1.16,82.55,-7.94
1,1,121,32.65,32.32,-42.29,2,valid,2,86,53,20.68,20.68,32.32,74.61,-0.330000000000005
1,1,122,-58.41,38.73,41.13,2,neutral,3,11,41,-0.129999999999995,0.129999999999995,41.13,,2.4
1,1,123,27.98,-23.36,30.88,3,valid,3,162,28,-2.88,2.88,30.88,,54.24
1,1,124,-29.62,47,-62.74,2,valid,2,7,75,28,28,47,-70.26,76.62
1,1,125,-53.14,34.58,28.22,3,invalid,1,152,-54,-0.860000000000014,0.860000000000014,-53.14,-87.72,
1,1,126,18.08,67.54,-30.44,1,valid,1,73,53,34.92,34.92,18.08,-49.46,
1,1,127,81.24,50.74,-68.26,3,neutral,3,177,-50,18.26,18.26,-68.26,,61
1,1,128,6.35,-52.42,54.4,1,valid,1,174,-58,-64.35,64.35,6.35,58.77,
1,1,129,-66.07,32.49,76.33,1,valid,1,146,67,-46.93,46.93,-66.07,81.44,
1,1,130,19.11,27.26,-30.54,3,valid,3,157,-23,7.53999999999996,7.53999999999996,-30.54,,-57.8
1,1,131,80.74,-84.92,-14.44,1,valid,1,127,79,-1.74000000000001,1.74000000000001,80.74,-14.34,
1,1,132,-85.16,12.44,-28.93,1,neutral,1,43,32,-62.84,62.84,-85.16,82.4,
1,1,133,-49.13,-19.83,-3.25,3,valid,3,118,-1,2.25,2.25,-3.25,,16.58
1,1,134,12.69,-45.69,61.25,1,valid,1,173,31,18.31,18.31,12.69,58.38,
1,1,135,85.53,-9.43,82.06,2,neutral,1,67,-12,82.47,82.47,85.53,-85.04,
1,1,136,3.49,52,-71.21,1,valid,1,67,32,28.51,28.51,3.49,-48.51,
1,1,137,-71,-85.79,-34.94,3,valid,3,17,-34,0.939999999999998,0.939999999999998,-34.94,,50.85
1,1,138,-72.45,-48.67,-59.58,1,invalid,3,12,-42,17.58,17.58,-59.58,,-10.91
1,1,139,-87.47,56.82,-49.91,3,valid,3,29,-31,18.91,18.91,-49.91,,73.27
1,1,140,-60.3,-41.22,-56.55,3,valid,3,9,-41,15.55,15.55,-56.55,,-15.33
1,1,141,3.98,-86.86,27.89,1,valid,1,177,85,81.02,81.02,3.98,-89.16,
1,1,142,-85.94,-32.63,53.61,3,neutral,1,9,50,-44.06,44.06,-85.94,-53.31,
1,1,143,67.28,-14.46,79.77,2,valid,2,145,-28,-13.54,13.54,-14.46,85.77,-81.74
1,1,144,-27.04,9.96,-76.6,1,neutral,2,131,49,39.04,39.04,9.96,86.56,37
1,1,145,70.82,-60.55,76.73,3,valid,3,67,68,-8.73000000000002,8.73000000000002,76.73,,-42.72
1,1,146,68.08,0.84,27.1,2,valid,2,7,14,13.16,13.16,0.84,-26.26,-67.24
1,1,147,-62.27,71.71,-30.92,2,valid,2,75,75,3.29000000000002,3.29000000000002,71.71,-77.37,-46.02
1,1,148,-15.65,6.63,-51.89,1,valid,1,179,7,22.65,22.65,-15.65,-22.28,
1,1,149,-59.6,-28.04,-75.16,1,valid,1,74,-16,43.6,43.6,-59.6,-31.56,
1,1,150,-13.84,-74.64,70.19,2,neutral,3,19,67,-3.19,3.19,70.19,,-35.17
2,0,1,36.68,-46.6,74.83,3,valid,3,104,90,15.17,15.17,74.83,,-58.57
2,0,2,61.76,7.1,-40.35,3,valid,3,148,-104,-63.65,63.65,-40.35,,-47.45
2,0,3,68.6,84.53,-65.53,1,valid,1,90,81,12.4,12.4,68.6,-15.93,
2,0,4,89.8,-67.14,25.79,2,valid,2,12,64,-48.86,48.86,-67.14,87.07,23.06
2,0,5,10.59,62.07,-4.34,2,valid,2,128,3,-59.07,59.07,62.07,66.41,51.48
2,0,6,-13.85,-37.98,-7.8,3,valid,3,125,-1,6.80000000000001,6.80000000000001,-7.8,,30.18
2,0,7,54.44,-40.67,-10.92,3,neutral,2,64,-72,-31.33,31.33,-40.67,-29.75,84.89
2,0,8,32.56,34.46,14.99,2,valid,2,166,31,-3.46000000000004,3.46000000000004,34.46,19.47,1.9
2,0,9,-32.84,88.88,42.34,2,neutral,1,124,-86,-53.16,53.16,-32.84,58.28,
2,0,10,-33.15,-19.64,-66.33,2,invalid,3,56,28,-85.67,85.67,-66.33,,-46.69
2,0,11,30.37,-65.1,-44.47,1,invalid,2,2,77,-37.9,37.9,-65.1,-20.63,84.53
2,0,12,-1.59,38.42,-70.12,3,valid,3,103,-66,4.12,4.12,-70.12,,71.46
2,0,13,15.4,-29.4,-89.49,2,valid,2,41,34,63.4,63.4,-29.4,60.09,-44.8
2,0,14,33.53,73.48,-55.85,3,invalid,2,18,-20,86.52,86.52,73.48,-50.67,39.95
2,0,15,-29.04,19.18,-72.29,1,valid,1,24,-77,-47.96,47.96,-29.04,-48.22,
2,1,1,-2.19,80.32,-32.62,3,valid,3,78,-75,-42.38,42.38,-32.62,,67.06
2,1,2,-86.39,-18.64,5.31,3,invalid,1,48,30,-63.61,63.61,-86.39,-67.75,
2,1,3,49.44,1.19,10.72,1,neutral,1,32,-89,41.56,41.56,49.44,48.25,
2,1,4,81.61,-53.98,-62.1,2,valid,2,57,49,-77.02,77.02,-53.98,8.12,44.41
2,1,5,-87.71,-21.56,-10.18,2,valid,2,72,-26,-4.44,4.44,-21.56,-11.38,66.15
2,1,6,67.19,-77.3,47.39,3,valid,3,36,-33,-80.39,80.39,47.39,,-55.31
2,1,7,-48.05,-27.12,60.16,2,invalid,1,146,79,-52.95,52.95,-48.05,-20.93,
2,1,8,-44.38,71.96,-54.06,1,valid,1,132,-21,23.38,23.38,-44.38,63.66,
2,1,9,-68,-57.43,75.57,2,valid,2,24,50,-72.57,72.57,-57.43,47,10.57
2,1,10,1.96,72.55,75.94,2,valid,2,125,24,-48.55,48.55,72.55,-3.38999999999999,70.59
2,1,11,-66.42,-39.8,-0.74,1,invalid,3,97,-27,-26.26,26.26,-0.74,,39.06
2,1,12,-41.57,-23.29,-7.57,3,valid,3,152,-49,-41.43,41.43,-7.57,,15.72
2,1,13,65.97,4.62,50.23,1,valid,1,147,-70,44.03,44.03,65.97,61.35,
2,1,14,-35.6,27.54,-54.13,1,invalid,3,101,34,88.13,88.13,-54.13,,-81.67
2,1,15,-44.37,-33.31,-87.26,2,valid,2,131,-61,-27.69,27.69,-33.31,53.95,11.06
2,1,16,2.27,80.38,2.38,2,valid,2,106,28,-52.38,52.38,80.38,78,78.11
2,1,17,-1.93,-52.81,-13.71,2,valid,2,167,-28,24.81,24.81,-52.81,-39.1,-50.88
2,1,18,-11.07,-58.31,12.74,3,neutral,3,10,35,22.26,22.26,12.74,,71.05
2,1,19,16.06,-47.98,38.96,1,valid,1,23,42,25.94,25.94,16.06,64.04,
2,1,20,33.07,69.86,-49.76,1,valid,1,129,-60,86.93,86.93,33.07,-36.79,
2,1,21,22.44,-9.01,-58.11,3,neutral,3,175,-67,-8.88999999999999,8.88999999999999,-58.11,,-49.1
2,1,22,38.06,-75.01,-41.85,3,invalid,1,4,-17,-55.06,55.06,38.06,-66.93,
2,1,23,-51.51,-63.99,23.82,3,neutral,2,120,-4,59.99,59.99,-63.99,-87.81,-12.48
2,1,24,-63.78,-79.37,87,2,valid,2,80,86,-14.63,14.63,-79.37,13.63,-15.59
2,1,25,-42.35,-57.96,-72.27,1,valid,1,136,-80,-37.65,37.65,-42.35,15.61,
2,1,26,-58.26,-8.2,-79.07,2,neutral,3,39,-22,57.07,57.07,-79.07,,-70.87
2,1,27,23.37,-89.8,-61.57,3,valid,3,118,-39,22.57,22.57,-61.57,,28.23
2,1,28,-16.47,-22.31,-70.49,3,invalid,2,52,23,45.31,45.31,-22.31,48.18,-5.83999999999999
2,1,29,-14.99,-39.13,-53.31,2,neutral,2,40,-22,17.13,17.13,-39.13,14.18,-24.14
2,1,30,71.98,-27.84,73.16,2,valid,2,77,-81,-53.16,53.16,-27.84,79,80.18
2,1,31,56.33,80.37,-38.11,3,neutral,2,21,-5,-85.37,85.37,80.37,-61.52,24.04
2,1,32,-81.07,2.86,-44.11,2,valid,2,45,10,7.13999999999999,7.13999999999999,2.86,46.97,83.93
2,1,33,-81.62,5.67,5.1,1,neutral,3,62,-5,-10.1,10.1,5.1,,-0.570000000000003
2,1,34,56.58,39.29,65.62,3,neutral,2,43,-13,-52.29,52.29,39.29,-26.33,-17.29
2,1,35,16.23,-78.07,28.65,3,valid,3,48,3,-25.65,25.65,28.65,,-73.28
2,1,36,14.51,55.47,-24.43,1,valid,1,107,23,8.49000000000001,8.49000000000001,14.51,-40.96,
2,1,37,-75.84,80.54,-16.39,1,valid,1,152,-23,52.84,52.84,-75.84,23.62,
2,1,38,4.35,17.86,57.24,3,valid,3,135,-56,66.76,66.76,57.24,,39.38
2,1,39,69,63.64,-79,3,valid,3,107,-50,29,29,-79,,37.36
2,1,40,-48.64,-15.14,-82.93,1,valid,1,22,56,-75.36,75.36,-48.64,-33.5,
2,1,41,70.43,50.97,-46.5,1,valid,1,38,15,-55.43,55.43,70.43,19.46,
2,1,42,-86.59,-9.35,76.28,1,invalid,2,79,-33,-23.65,23.65,-9.35,-85.63,77.24
2,1,43,-77.33,20.94,-34.33,1,valid,1,77,-79,-1.67000000000002,1.67000000000002,-77.33,81.73,
2,1,44,14.09,75.71,30.51,3,neutral,2,47,-77,27.29,27.29,75.71,45.2,61.62
2,1,45,-40.28,-47.18,-66.77,2,valid,2,14,69,-63.82,63.82,-47.18,19.59,-6.9
2,1,46,-53.36,-18.62,-19.55,3,invalid,1,88,-75,-21.64,21.64,-53.36,-34.74,
2,1,47,-24.18,68.22,43.73,3,invalid,1,29,56,80.18,80.18,-24.18,87.6,
2,1,48,50.79,75.29,49.98,3,valid,3,178,-4,-53.98,53.98,49.98,,-25.31
2,1,49,2.72,20.78,-74.49,3,valid,3,116,14,88.49,88.49,-74.49,,84.73
2,1,50,23.32,79.24,85.69,2,invalid,3,31,-116,-21.69,21.69,85.69,,6.45000000000001
2,1,51,0.79,55.12,-68.13,2,neutral,2,123,-83,41.88,41.88,55.12,-56.75,54.33
2,1,52,42.79,-76,-83.36,2,valid,2,136,-60,16,16,-76,7.35999999999999,61.21
2,1,53,-58.41,-26.66,-33.18,3,valid,3,104,-24,9.18000000000001,9.18000000000001,-33.18,,-6.52
2,1,54,22.19,51.32,-69.63,1,neutral,1,47,73,50.81,50.81,22.19,-29.13,
2,1,55,-49.81,60.81,-17.7,1,invalid,3,171,-49,-31.3,31.3,-17.7,,-78.51
2,1,56,-52.15,-61.84,0.05,1,invalid,3,73,43,42.95,42.95,0.05,,61.89
2,1,57,17.3,-83.7,31.77,2,valid,2,10,-81,2.69999999999999,2.69999999999999,-83.7,64.53,79
2,1,58,32.78,58.05,83.97,1,neutral,3,117,-10,86.03,86.03,83.97,,25.92
2,1,59,-48.51,3.4,49.9,2,valid,2,1,53,49.6,49.6,3.4,-46.5,51.91
2,1,60,-7.01,-80.48,-0.97,1,valid,1,164,-74,-66.99,66.99,-7.01,73.47,
2,1,61,43.75,27.54,35.99,1,valid,1,26,23,-20.75,20.75,43.75,16.21,
2,1,62,3.87,2.59,-15.06,3,valid,3,84,7,22.06,22.06,-15.06,,-17.65
2,1,63,47.85,44.97,-3.08,1,valid,1,30,30,-17.85,17.85,47.85,2.88000000000001,
2,1,64,-79.12,-14.04,62.61,1,invalid,2,81,23,37.04,37.04,-14.04,-76.65,65.08
2,1,65,16.9,1.5,-76.85,2,neutral,2,148,42,40.5,40.5,1.5,78.35,-15.4
2,1,66,74.73,-42.74,-33.69,2,neutral,2,14,46,88.74,88.74,-42.74,-9.05,62.53
2,1,67,35.31,59.28,-67.28,2,invalid,3,106,-50,17.28,17.28,-67.28,,53.44
2,1,68,-59.98,55.67,-66.02,1,valid,1,53,-61,-1.01999999999998,1.01999999999998,-59.98,64.35,
2,1,69,79.84,50.65,-74.86,3,valid,3,15,-62,12.86,12.86,-74.86,,54.49
2,1,70,-45.81,41.72,42.97,3,valid,3,90,-38,-80.97,80.97,42.97,,1.25
2,1,71,8.29,85.67,-59.55,2,valid,2,101,-21,73.33,73.33,85.67,-34.78,77.38
2,1,72,19.62,37.37,-44.57,1,valid,1,167,41,21.38,21.38,19.62,-17.75,
2,1,73,63.47,-89.99,-36.7,2,invalid,1,128,-32,84.53,84.53,63.47,-26.54,
2,1,74,76.91,16.02,86.73,3,valid,3,44,83,-3.73000000000002,3.73000000000002,86.73,,70.71
2,1,75,-30.02,-23.78,59.64,1,invalid,3,31,-29,-88.64,88.64,59.64,,83.42
2,1,76,-45.22,-47.2,68.8,2,valid,2,61,-53,-5.80000000000001,5.80000000000001,-47.2,64,-1.98
2,1,77,23.78,7.95,25.03,1,valid,1,69,-16,-39.78,39.78,23.78,15.83,
2,1,78,-80.68,86.54,11.53,2,neutral,1,31,84,-15.32,15.32,-80.68,12.78,
2,1,79,-11.86,-56.17,-66.31,1,neutral,1,81,-44,-32.14,32.14,-11.86,44.31,
2,1,80,-3.61,48.16,-80.11,2,valid,2,28,88,39.84,39.84,48.16,-51.73,51.77
2,1,81,50.16,70.63,2.18,1,neutral,2,75,3,-67.63,67.63,70.63,68.45,20.47
2,1,82,-81.15,-62.72,-8.99,1,valid,1,38,-27,54.15,54.15,-81.15,-18.43,
2,1,83,-45.95,61.35,3.33,3,valid,3,20,12,8.67000000000002,8.67000000000002,3.33,,-58.02
