participant,vviq,block,trial_number,similarity_bin,target_color,distr_color,td_dist,left_color,right_color,target_noise,distr_noise,target_x,distr_x,cue_n,cue_pos,cued_color,resp_color,error,abs_err,noise,be_c,abs_be_c,bias_to_distr_raw,bias_to_distr_corr
S28,48,0,1,45,105.74,153.27,47.53,105.74,153.27,low,high,-300,300,1,-300,105.74,92,-13.74,13.74,low - high,-11.3188922136464,11.3188922136464,-13.74,-11.3188922136464
S28,48,0,2,20,-175.89,166.71,-17.4,166.71,184.11,high,low,300,-300,1,300,184.11,183,-1.11000000000001,1.11000000000001,high - low,-0.0856082307577221,0.0856082307577221,1.11000000000001,0.0856082307577221
S28,48,0,3,45,171.74,127.92,-43.82,127.92,171.74,high,high,300,-300,1,300,171.74,173,1.25999999999999,1.25999999999999,high - high,3.6811077863536,3.6811077863536,-1.25999999999999,-3.6811077863536
S28,48,0,4,45,-156.07,159.19,-44.74,203.93,159.19,high,low,-300,300,1,-300,203.93,209,5.06999999999994,5.06999999999994,high - low,7.49110778635354,7.49110778635354,-5.06999999999994,-7.49110778635354
S28,48,0,5,45,139.77,-177.85,42.38,139.77,182.15,low,high,-300,300,1,-300,139.77,146,6.23000000000002,6.23000000000002,low - high,8.65110778635362,8.65110778635362,6.23000000000002,8.65110778635362
S28,48,0,6,135,-31.4,106.3,137.7,328.6,466.3,low,high,-300,300,1,-300,328.6,-18,13.4,13.4,low - high,15.072327430439,15.072327430439,13.4,15.072327430439
S28,48,0,7,45,145.65,-168.03,46.32,145.65,191.97,low,low,-300,300,1,-300,145.65,147,1.35000000000002,1.35000000000002,low - low,3.77110778635362,3.77110778635362,1.35000000000002,3.77110778635362
S28,48,0,8,135,18.97,-117.74,-136.71,18.97,-117.74,high,high,-300,300,1,-300,18.97,33,14.03,14.03,high - high,15.702327430439,15.702327430439,-14.03,-15.702327430439
S28,48,0,9,45,35.48,-11.07,-46.55,-11.07,35.48,high,high,300,-300,1,300,35.48,39,3.51999999999998,3.51999999999998,high - high,5.94110778635359,5.94110778635359,-3.51999999999998,-5.94110778635359
S28,48,0,10,45,46.6,-0.82,-47.42,46.6,-0.82,high,high,-300,300,1,-300,46.6,33,-13.6,13.6,high - high,-11.1788922136464,11.1788922136464,13.6,11.1788922136464
S28,48,1,1,45,-57.06,-103.73,-46.67,302.94,256.27,high,high,-300,300,1,-300,302.94,315,12.0599999999999,12.0599999999999,high - high,14.4811077863536,14.4811077863536,-12.0599999999999,-14.4811077863536
S28,48,1,2,135,-72.44,61.2899999999999,133.73,287.56,421.29,high,low,-300,300,1,-300,287.56,297,9.44000000000005,9.44000000000005,high - low,11.1123274304391,11.1123274304391,9.44000000000005,11.1123274304391
S28,48,1,3,20,-6.5,-28.28,-21.78,331.72,353.5,high,low,300,-300,1,300,353.5,341,-12.5,12.5,high - low,-11.4756082307577,11.4756082307577,12.5,11.4756082307577
S28,48,1,4,135,-175,-39.5800000000001,135.42,185,320.42,high,low,-300,300,1,-300,185,168,-17,17,high - low,-15.327672569561,15.327672569561,-17,-15.327672569561
S28,48,1,5,135,43.97,-89.41,-133.38,-89.41,43.97,high,high,300,-300,1,300,43.97,277,-126.97,126.97,high - high,-125.297672569561,125.297672569561,126.97,125.297672569561
S28,48,1,6,45,90.3,45.14,-45.16,90.3,45.14,high,high,-300,300,1,-300,90.3,97,6.70000000000005,6.70000000000005,high - high,9.12110778635364,9.12110778635364,-6.70000000000005,-9.12110778635364
S28,48,1,7,135,-23.4,111.93,135.33,471.93,336.6,low,high,300,-300,1,300,336.6,314,-22.6,22.6,low - high,-20.927672569561,20.927672569561,-22.6,-20.927672569561
S28,48,1,8,45,-111.3,-65.4100000000001,45.89,294.59,248.7,low,high,300,-300,1,300,248.7,226,-22.7,22.7,low - high,-20.2788922136464,20.2788922136464,-22.7,-20.2788922136464
S28,48,1,9,135,130.56,-94.0399999999999,135.4,130.56,265.96,high,low,-300,300,1,-300,130.56,108,-22.5599999999999,22.5599999999999,high - low,-20.8876725695609,20.8876725695609,-22.5599999999999,-20.8876725695609
S28,48,1,10,135,-55.23,78.85,134.08,304.77,438.85,high,high,-300,300,1,-300,304.77,294,-10.77,10.77,high - high,-9.09767256956098,9.09767256956098,-10.77,-9.09767256956098
S28,48,1,11,20,118.24,137.56,19.32,137.56,118.24,high,high,300,-300,1,300,118.24,88,-30.24,30.24,high - high,-29.2156082307577,29.2156082307577,-30.24,-29.2156082307577
S28,48,1,12,20,123.45,146.24,22.79,146.24,123.45,high,low,300,-300,1,300,123.45,175,51.55,51.55,high - low,52.5743917692423,52.5743917692423,51.55,52.5743917692423
S28,48,1,13,135,144.1,-81.2100000000001,134.69,144.1,278.79,low,low,-300,300,1,-300,144.1,140,-4.10000000000002,4.10000000000002,low - low,-2.42767256956102,2.42767256956102,-4.10000000000002,-2.42767256956102
S28,48,1,14,20,-176.6,165.32,-18.08,183.4,165.32,low,high,-300,300,1,-300,183.4,150,-33.4,33.4,low - high,-32.3756082307577,32.3756082307577,33.4,32.3756082307577
S28,48,1,15,45,106.27,153.92,47.65,106.27,153.92,high,low,-300,300,1,-300,106.27,109,2.73000000000002,2.73000000000002,high - low,5.15110778635363,5.15110778635363,2.73000000000002,5.15110778635363
S28,48,1,16,135,-130.14,94.13,-135.73,94.13,229.86,high,high,300,-300,1,300,229.86,-122,8.13999999999999,8.13999999999999,high - high,9.81232743043898,9.81232743043898,-8.13999999999999,-9.81232743043898
S28,48,1,17,20,168.19,-171.83,19.98,188.17,168.19,low,high,300,-300,1,300,168.19,151,-17.1900000000001,17.1900000000001,low - high,-16.1656082307578,16.1656082307578,-17.1900000000001,-16.1656082307578
S28,48,1,18,20,95.36,113.64,18.28,113.64,95.36,high,low,300,-300,1,300,95.36,107,11.64,11.64,high - low,12.6643917692423,12.6643917692423,11.64,12.6643917692423
S28,48,1,19,20,-74.57,-96.39,-21.82,263.61,285.43,high,low,300,-300,1,300,285.43,314,28.5699999999999,28.5699999999999,high - low,29.5943917692422,29.5943917692422,-28.5699999999999,-29.5943917692422
S28,48,1,20,20,-111.73,-90.5,21.23,248.27,269.5,low,high,-300,300,1,-300,248.27,236,-12.27,12.27,low - high,-11.2456082307577,11.2456082307577,-12.27,-11.2456082307577
S28,48,1,21,20,-123.54,-143.61,-20.07,236.46,216.39,high,low,-300,300,1,-300,236.46,249,12.54,12.54,high - low,13.5643917692422,13.5643917692422,-12.54,-13.5643917692422
S28,48,1,22,45,178.39,-137.84,43.77,178.39,222.16,high,high,-300,300,1,-300,178.39,141,-37.39,37.39,high - high,-34.9688922136464,34.9688922136464,-37.39,-34.9688922136464
S28,48,1,23,135,-2.33000000000001,-135.92,-133.59,224.08,357.67,high,low,300,-300,1,300,357.67,358,0.329999999999927,0.329999999999927,high - low,2.00232743043891,2.00232743043891,-0.329999999999927,-2.00232743043891
S28,48,1,24,135,-129.96,93.6,-136.44,230.04,93.6,high,high,-300,300,1,-300,230.04,210,-20.04,20.04,high - high,-18.367672569561,18.367672569561,20.04,18.367672569561
S28,48,1,25,20,178.9,-162.56,18.54,178.9,197.44,low,low,-300,300,1,-300,178.9,178,-0.899999999999977,0.899999999999977,low - low,0.124391769242316,0.124391769242316,-0.899999999999977,0.124391769242316
S28,48,1,26,20,56.95,75.84,18.89,56.95,75.84,high,low,-300,300,1,-300,56.95,47,-9.95000000000005,9.95000000000005,high - low,-8.92560823075776,8.92560823075776,-9.95000000000005,-8.92560823075776
S28,48,1,27,20,156.19,178.53,22.34,156.19,178.53,high,low,-300,300,1,-300,156.19,124,-32.19,32.19,high - low,-31.1656082307577,31.1656082307577,-32.19,-31.1656082307577
S28,48,1,28,20,-131.51,-113.56,17.95,228.49,246.44,high,high,-300,300,1,-300,228.49,242,13.51,13.51,high - high,14.5343917692423,14.5343917692423,13.51,14.5343917692423
S28,48,1,29,135,-74.15,61.3800000000001,135.53,285.85,421.38,low,low,-300,300,1,-300,285.85,296,10.15,10.15,low - low,11.822327430439,11.822327430439,10.15,11.822327430439
S28,48,1,30,45,3.58000000000001,46.27,42.69,46.27,3.58,low,high,300,-300,1,300,3.58,5,1.41999999999996,1.41999999999996,low - high,3.84110778635356,3.84110778635356,1.41999999999996,3.84110778635356
S28,48,1,31,45,-25.11,-69.01,-43.9,290.99,334.89,high,low,300,-300,1,300,334.89,-2,23.11,23.11,high - low,25.5311077863536,25.5311077863536,-23.11,-25.5311077863536
S28,48,1,32,45,158.93,111.53,-47.4,111.53,158.93,high,low,300,-300,1,300,158.93,156,-2.93000000000006,2.93000000000006,high - low,-0.508892213646447,0.508892213646447,2.93000000000006,0.508892213646447
S28,48,1,33,135,94.33,-127.76,137.91,94.33,232.24,low,high,-300,300,1,-300,94.33,77,-17.3299999999999,17.3299999999999,low - high,-15.6576725695609,15.6576725695609,-17.3299999999999,-15.6576725695609
S28,48,1,34,135,52.07,-174.69,133.24,185.31,52.07,low,high,300,-300,1,300,52.07,58,5.93000000000006,5.93000000000006,low - high,7.60232743043907,7.60232743043907,5.93000000000006,7.60232743043907
S28,48,1,35,20,94,116.36,22.36,116.36,94,low,low,300,-300,1,300,94,109,15,15,low - low,16.0243917692423,16.0243917692423,15,16.0243917692423
S28,48,1,36,45,-97.78,-52.29,45.49,262.22,307.71,high,low,-300,300,1,-300,262.22,-119,-21.22,21.22,high - low,-18.7988922136464,18.7988922136464,-21.22,-18.7988922136464
S28,48,1,37,45,-53.05,-6.17000000000008,46.88,306.95,353.83,high,low,-300,300,1,-300,306.95,-45,8.05000000000001,8.05000000000001,high - low,10.4711077863536,10.4711077863536,8.05000000000001,10.4711077863536
S28,48,1,38,45,-82.91,-126.86,-43.95,233.14,277.09,high,low,300,-300,1,300,277.09,-48,34.91,34.91,high - low,37.3311077863536,37.3311077863536,-34.91,-37.3311077863536
S28,48,1,39,45,-145.63,170.02,-44.35,170.02,214.37,low,high,300,-300,1,300,214.37,202,-12.37,12.37,low - high,-9.9488922136464,9.9488922136464,12.37,9.9488922136464
S28,48,1,40,45,-162.63,-117.58,45.05,197.37,242.42,high,high,-300,300,1,-300,197.37,165,-32.37,32.37,high - high,-29.9488922136464,29.9488922136464,-32.37,-29.9488922136464
S28,48,1,41,45,26.87,72.94,46.07,72.94,26.87,high,low,300,-300,1,300,26.87,11,-15.87,15.87,high - low,-13.4488922136464,13.4488922136464,-15.87,-13.4488922136464
S28,48,1,42,45,-26.58,-71.1599999999999,-44.58,288.84,333.42,high,high,300,-300,1,300,333.42,338,4.57999999999993,4.57999999999993,high - high,7.00110778635352,7.00110778635352,-4.57999999999993,-7.00110778635352
S28,48,1,43,20,-108.28,-130.85,-22.5699999999999,251.72,229.15,high,low,-300,300,1,-300,251.72,264,12.28,12.28,high - low,13.3043917692423,13.3043917692423,-12.28,-13.3043917692423
S28,48,1,44,135,-64.43,158.92,-136.65,158.92,295.57,high,high,300,-300,1,300,295.57,275,-20.5699999999999,20.5699999999999,high - high,-18.8976725695609,18.8976725695609,20.5699999999999,18.8976725695609
S28,48,1,45,20,10.01,-10.09,-20.1,-10.09,10.01,low,high,300,-300,1,300,10.01,20,9.99000000000001,9.99000000000001,low - high,11.0143917692423,11.0143917692423,-9.99000000000001,-11.0143917692423
S28,48,1,46,135,-162.88,64.25,-132.87,64.25,197.12,low,high,300,-300,1,300,197.12,233,35.88,35.88,low - high,37.552327430439,37.552327430439,-35.88,-37.552327430439
S28,48,1,47,135,134.67,-90.23,135.1,269.77,134.67,high,high,300,-300,1,300,134.67,139,4.33000000000004,4.33000000000004,high - high,6.00232743043904,6.00232743043904,4.33000000000004,6.00232743043904
S28,48,1,48,45,-132.03,-179.64,-47.61,180.36,227.97,high,high,300,-300,1,300,227.97,261,33.03,33.03,high - high,35.4511077863536,35.4511077863536,-33.03,-35.4511077863536
S28,48,1,49,45,-90.41,-43.67,46.7400000000001,269.59,316.33,low,low,-300,300,1,-300,269.59,254,-15.5899999999999,15.5899999999999,low - low,-13.1688922136463,13.1688922136463,-15.5899999999999,-13.1688922136463
S28,48,1,50,45,-31.35,-77.8800000000001,-46.53,328.65,282.12,low,low,-300,300,1,-300,328.65,321,-7.64999999999998,7.64999999999998,low - low,-5.22889221364638,5.22889221364638,7.64999999999998,5.22889221364638
S28,48,1,51,45,-46.1099999999999,-92.94,-46.83,267.06,313.89,low,high,300,-300,1,300,313.89,319,5.11000000000001,5.11000000000001,low - high,7.53110778635361,7.53110778635361,-5.11000000000001,-7.53110778635361
S28,48,1,52,135,-92.74,43.63,136.37,403.63,267.26,low,low,300,-300,1,300,267.26,241,-26.26,26.26,low - low,-24.587672569561,24.587672569561,-26.26,-24.587672569561
S28,48,1,53,20,125.66,106.97,-18.69,106.97,125.66,low,low,300,-300,1,300,125.66,148,22.34,22.34,low - low,23.3643917692423,23.3643917692423,-22.34,-23.3643917692423
S28,48,1,54,20,-75.77,-53.51,22.26,284.23,306.49,low,low,-300,300,1,-300,284.23,276,-8.23000000000002,8.23000000000002,low - low,-7.20560823075774,7.20560823075774,-8.23000000000002,-7.20560823075774
S28,48,1,55,45,-47.6100000000001,-94.7000000000001,-47.09,265.3,312.39,low,low,300,-300,1,300,312.39,-56,-8.38999999999999,8.38999999999999,low - low,-5.96889221364639,5.96889221364639,8.38999999999999,5.96889221364639
S28,48,1,56,45,-146.65,168.93,-44.42,168.93,213.35,high,low,300,-300,1,300,213.35,233,19.65,19.65,high - low,22.0711077863536,22.0711077863536,-19.65,-22.0711077863536
S28,48,1,57,45,-50.54,-8.09000000000006,42.45,309.46,351.91,low,high,-300,300,1,-300,309.46,296,-13.46,13.46,low - high,-11.0388922136464,11.0388922136464,-13.46,-11.0388922136464
S28,48,1,58,135,6.30999999999999,-126.91,-133.22,6.31,-126.91,high,high,-300,300,1,-300,6.31,4,-2.30999999999995,2.30999999999995,high - high,-0.637672569560951,0.637672569560951,2.30999999999995,0.637672569560951
S28,48,1,59,45,166.5,-146.11,47.39,213.89,166.5,low,high,300,-300,1,300,166.5,131,-35.5,35.5,low - high,-33.0788922136464,33.0788922136464,-35.5,-33.0788922136464
S28,48,1,60,135,158.15,-67.52,134.33,292.48,158.15,low,low,300,-300,1,300,158.15,154,-4.14999999999998,4.14999999999998,low - low,-2.47767256956099,2.47767256956099,-4.14999999999998,-2.47767256956099
S28,48,1,61,20,-19.96,2.49999999999995,22.46,340.04,362.5,high,low,-300,300,1,-300,340.04,322,-18.04,18.04,high - low,-17.0156082307577,17.0156082307577,-18.04,-17.0156082307577
S28,48,1,62,20,-25.1,-44.18,-19.08,315.82,334.9,high,high,300,-300,1,300,334.9,32,57.1,57.1,high - high,58.1243917692423,58.1243917692423,-57.1,-58.1243917692423
S28,48,1,63,135,17.7,155.51,137.81,155.51,17.7,high,low,300,-300,1,300,17.7,-4,-21.7,21.7,high - low,-20.027672569561,20.027672569561,-21.7,-20.027672569561
S28,48,1,64,20,86.59,69.33,-17.26,86.59,69.33,low,high,-300,300,1,-300,86.59,121,34.41,34.41,low - high,35.4343917692423,35.4343917692423,-34.41,-35.4343917692423
S28,48,1,65,20,-83.75,-102.01,-18.26,257.99,276.25,low,high,300,-300,1,300,276.25,291,14.75,14.75,low - high,15.7743917692423,15.7743917692423,-14.75,-15.7743917692423
S28,48,1,66,45,16.12,62.79,46.67,62.79,16.12,high,high,300,-300,1,300,16.12,36,19.88,19.88,high - high,22.3011077863536,22.3011077863536,19.88,22.3011077863536
S28,48,1,67,45,74.03,120.68,46.65,74.03,120.68,low,high,-300,300,1,-300,74.03,64,-10.03,10.03,low - high,-7.60889221364636,7.60889221364636,-10.03,-7.60889221364636
S28,48,1,68,135,88.56,-47.19,-135.75,-47.19,88.56,low,low,300,-300,1,300,88.56,97,8.44000000000006,8.44000000000006,low - low,10.112327430439,10.112327430439,-8.44000000000006,-10.112327430439
S28,48,1,69,135,-55.44,81.87,137.31,441.87,304.56,low,low,300,-300,1,300,304.56,-73,-17.56,17.56,low - low,-15.887672569561,15.887672569561,-17.56,-15.887672569561
S28,48,1,70,135,-97.33,39.2100000000001,136.54,399.21,262.67,high,low,300,-300,1,300,262.67,303,40.3299999999999,40.3299999999999,high - low,42.0023274304389,42.0023274304389,40.3299999999999,42.0023274304389
S28,48,1,71,135,-128.18,7.12000000000007,135.3,367.12,231.82,low,low,300,-300,1,300,231.82,249,17.1800000000001,17.1800000000001,low - low,18.8523274304391,18.8523274304391,17.1800000000001,18.8523274304391
S28,48,1,72,20,174.44,-164.42,21.14,174.44,195.58,low,high,-300,300,1,-300,174.44,174,-0.440000000000055,0.440000000000055,low - high,0.584391769242236,0.584391769242236,-0.440000000000055,0.584391769242236
S28,48,1,73,45,103.38,150.18,46.8,103.38,150.18,low,low,-300,300,1,-300,103.38,119,15.62,15.62,low - low,18.0411077863536,18.0411077863536,15.62,18.0411077863536
S28,48,1,74,20,110.97,132.37,21.4,132.37,110.97,low,high,300,-300,1,300,110.97,122,11.03,11.03,low - high,12.0543917692423,12.0543917692423,11.03,12.0543917692423
S28,48,1,75,20,-34.9,-52.31,-17.41,325.1,307.69,low,high,-300,300,1,-300,325.1,-26,8.89999999999998,8.89999999999998,low - high,9.92439176924227,9.92439176924227,-8.89999999999998,-9.92439176924227
S28,48,1,76,135,93.33,-128.96,137.71,231.04,93.33,high,low,300,-300,1,300,93.33,83,-10.3299999999999,10.3299999999999,high - low,-8.65767256956094,8.65767256956094,-10.3299999999999,-8.65767256956094
S28,48,1,77,20,-1.04999999999999,-23.68,-22.63,358.95,336.32,high,high,-300,300,1,-300,358.95,22,23.05,23.05,high - high,24.0743917692423,24.0743917692423,-23.05,-24.0743917692423
S28,48,1,78,135,105.55,-118.21,136.24,241.79,105.55,high,high,300,-300,1,300,105.55,87,-18.55,18.55,high - high,-16.877672569561,16.877672569561,-18.55,-16.877672569561
S28,48,1,79,20,-95.5,-113.34,-17.84,264.5,246.66,high,high,-300,300,1,-300,264.5,258,-6.5,6.5,high - high,-5.47560823075772,5.47560823075772,6.5,5.47560823075772
S28,48,1,80,45,73.93,27.93,-46,27.93,73.93,low,low,300,-300,1,300,73.93,57,-16.9300000000001,16.9300000000001,low - low,-14.5088922136465,14.5088922136465,16.9300000000001,14.5088922136465
S28,48,1,81,20,-19.42,3.04999999999986,22.4699999999999,363.05,340.58,low,low,300,-300,1,300,340.58,319,-21.5799999999999,21.5799999999999,low - low,-20.5556082307576,20.5556082307576,-21.5799999999999,-20.5556082307576
S28,48,1,82,45,56.44,100.4,43.96,100.4,56.44,low,low,300,-300,1,300,56.44,60,3.55999999999995,3.55999999999995,low - low,5.98110778635356,5.98110778635356,3.55999999999995,5.98110778635356
S28,48,1,83,135,71.56,-153.02,135.42,71.56,206.98,high,low,-300,300,1,-300,71.56,86,14.4400000000001,14.4400000000001,high - low,16.112327430439,16.112327430439,14.4400000000001,16.112327430439
S28,48,1,84,20,-166.19,-146.36,19.83,213.64,193.81,low,high,300,-300,1,300,193.81,182,-11.8099999999999,11.8099999999999,low - high,-10.7856082307577,10.7856082307577,-11.8099999999999,-10.7856082307577
S28,48,1,85,45,-152.7,161.57,-45.73,207.3,161.57,low,high,-300,300,1,-300,207.3,212,4.70000000000005,4.70000000000005,low - high,7.12110778635364,7.12110778635364,-4.70000000000005,-7.12110778635364
S28,48,1,86,20,-152.98,-130.93,22.05,229.07,207.02,low,low,300,-300,1,300,207.02,192,-15.02,15.02,low - low,-13.9956082307577,13.9956082307577,-15.02,-13.9956082307577
S28,48,1,87,135,51.62,-174.59,133.79,51.62,185.41,high,low,-300,300,1,-300,51.62,36,-15.62,15.62,high - low,-13.947672569561,13.947672569561,-15.62,-13.947672569561
S28,48,1,88,135,90.11,-135.49,134.4,224.51,90.11,low,high,300,-300,1,300,90.11,99,8.88999999999999,8.88999999999999,low - high,10.562327430439,10.562327430439,8.88999999999999,10.562327430439
S28,48,1,89,135,39.52,173.63,134.11,39.52,173.63,low,high,-300,300,1,-300,39.52,53,13.48,13.48,low - high,15.152327430439,15.152327430439,13.48,15.152327430439
S28,48,1,90,20,-52.9800000000001,-73.08,-20.1,286.92,307.02,low,high,300,-300,1,300,307.02,-36,16.98,16.98,low - high,18.0043917692423,18.0043917692423,-16.98,-18.0043917692423
S28,48,1,91,135,-17.07,118.21,135.28,342.93,478.21,high,low,-300,300,1,-300,342.93,15,32.07,32.07,high - low,33.742327430439,33.742327430439,32.07,33.742327430439
S28,48,1,92,135,155.7,-71.9700000000001,132.33,155.7,288.03,high,high,-300,300,1,-300,155.7,119,-36.7,36.7,high - high,-35.027672569561,35.027672569561,-36.7,-35.027672569561
S28,48,1,93,45,7.49999999999999,52.96,45.46,7.5,52.96,low,low,-300,300,1,-300,7.5,357,-10.5,10.5,low - low,-8.07889221364641,8.07889221364641,-10.5,-8.07889221364641
S28,48,1,94,20,-64.75,-83.38,-18.63,276.62,295.25,high,high,300,-300,1,300,295.25,276,-19.25,19.25,high - high,-18.2256082307577,18.2256082307577,19.25,18.2256082307577
S28,48,1,95,135,153.45,-69.4,137.15,290.6,153.45,low,high,300,-300,1,300,153.45,172,18.55,18.55,low - high,20.2223274304389,20.2223274304389,18.55,20.2223274304389
S28,48,1,96,45,169.62,125.9,-43.72,169.62,125.9,low,low,-300,300,1,-300,169.62,160,-9.62,9.62,low - low,-7.19889221364641,7.19889221364641,9.62,7.19889221364641
S28,48,1,97,45,-107.4,-151.07,-43.67,208.93,252.6,low,low,300,-300,1,300,252.6,251,-1.60000000000002,1.60000000000002,low - low,0.821107786353572,0.821107786353572,1.60000000000002,-0.821107786353572
S28,48,1,98,20,6.73999999999999,-13.03,-19.77,6.74,-13.03,low,high,-300,300,1,-300,6.74,357,-9.74000000000001,9.74000000000001,low - high,-8.71560823075772,8.71560823075772,9.74000000000001,8.71560823075772
S28,48,1,99,135,-91.65,40.48,132.13,268.35,400.48,low,high,-300,300,1,-300,268.35,-97,-5.35000000000002,5.35000000000002,low - high,-3.67767256956102,3.67767256956102,-5.35000000000002,-3.67767256956102
S28,48,1,100,135,-73.81,152.51,-133.68,286.19,152.51,high,high,-300,300,1,-300,286.19,302,15.8099999999999,15.8099999999999,high - high,17.4823274304389,17.4823274304389,-15.8099999999999,-17.4823274304389
S28,48,1,101,20,-139.4,-118.45,20.95,241.55,220.6,high,low,300,-300,1,300,220.6,191,-29.6,29.6,high - low,-28.5756082307577,28.5756082307577,-29.6,-28.5756082307577
S28,48,1,102,20,119.94,142.78,22.84,119.94,142.78,high,low,-300,300,1,-300,119.94,96,-23.9400000000001,23.9400000000001,high - low,-22.9156082307578,22.9156082307578,-23.9400000000001,-22.9156082307578
S28,48,1,103,20,59.83,39.2,-20.63,39.2,59.83,low,low,300,-300,1,300,59.83,55,-4.82999999999993,4.82999999999993,low - low,-3.80560823075764,3.80560823075764,4.82999999999993,3.80560823075764
S28,48,1,104,45,70.35,113.43,43.08,113.43,70.35,low,high,300,-300,1,300,70.35,56,-14.35,14.35,low - high,-11.9288922136464,11.9288922136464,-14.35,-11.9288922136464
S28,48,1,105,45,29.82,72.91,43.09,29.82,72.91,low,high,-300,300,1,-300,29.82,47,17.1800000000001,17.1800000000001,low - high,19.6011077863537,19.6011077863537,17.1800000000001,19.6011077863537
S28,48,1,106,45,56.62,11.79,-44.83,56.62,11.79,high,low,-300,300,1,-300,56.62,41,-15.62,15.62,high - low,-13.1988922136464,13.1988922136464,15.62,13.1988922136464
S28,48,1,107,45,71.35,25.06,-46.29,25.06,71.35,high,low,300,-300,1,300,71.35,36,-35.35,35.35,high - low,-32.9288922136464,32.9288922136464,35.35,32.9288922136464
S28,48,1,108,135,-151.14,-13.9199999999999,137.22,208.86,346.08,low,low,-300,300,1,-300,208.86,192,-16.86,16.86,low - low,-15.187672569561,15.187672569561,-16.86,-15.187672569561
S28,48,1,109,20,30.43,50.54,20.11,30.43,50.54,high,high,-300,300,1,-300,30.43,-20,-50.43,50.43,high - high,-49.4056082307577,49.4056082307577,-50.43,-49.4056082307577
S28,48,1,110,45,68.32,23.24,-45.08,23.24,68.32,high,high,300,-300,1,300,68.32,39,-29.32,29.32,high - high,-26.8988922136464,26.8988922136464,29.32,26.8988922136464
S28,48,1,111,20,-163.58,178.06,-18.36,178.06,196.42,high,high,300,-300,1,300,196.42,237,40.58,40.58,high - high,41.6043917692423,41.6043917692423,-40.58,-41.6043917692423
S28,48,1,112,20,54.55,76.28,21.73,76.28,54.55,high,high,300,-300,1,300,54.55,16,-38.55,38.55,high - high,-37.5256082307577,37.5256082307577,-38.55,-37.5256082307577
S28,48,1,113,20,-171.93,168.11,-19.96,188.07,168.11,low,low,-300,300,1,-300,188.07,199,10.9300000000001,10.9300000000001,low - low,11.9543917692423,11.9543917692423,-10.9300000000001,-11.9543917692423
S28,48,1,114,45,158.01,111.64,-46.37,158.01,111.64,high,low,-300,300,1,-300,158.01,206,47.99,47.99,high - low,50.4111077863536,50.4111077863536,-47.99,-50.4111077863536
S28,48,1,115,20,-28.17,-47.1,-18.93,331.83,312.9,low,low,-300,300,1,-300,331.83,346,14.1700000000001,14.1700000000001,low - low,15.1943917692424,15.1943917692424,-14.1700000000001,-15.1943917692424
S28,48,1,116,135,-44.56,177.77,-137.67,177.77,315.44,high,high,300,-300,1,300,315.44,-37,7.56,7.56,high - high,9.23232743043899,9.23232743043899,-7.56,-9.23232743043899
S28,48,1,117,135,-51.4800000000001,173.85,-134.67,308.52,173.85,low,high,-300,300,1,-300,308.52,297,-11.52,11.52,low - high,-9.84767256956099,9.84767256956099,11.52,9.84767256956099
S28,48,1,118,20,81.06,98.67,17.61,81.06,98.67,low,low,-300,300,1,-300,81.06,75,-6.05999999999995,6.05999999999995,low - low,-5.03560823075767,5.03560823075767,-6.05999999999995,-5.03560823075767
S28,48,1,119,135,60.32,-164.18,135.5,60.32,195.82,low,low,-300,300,1,-300,60.32,67,6.68000000000006,6.68000000000006,low - low,8.35232743043905,8.35232743043905,6.68000000000006,8.35232743043905
S28,48,1,120,135,-32.12,-166.8,-134.68,327.88,193.2,low,low,-300,300,1,-300,327.88,-31,1.12,1.12,low - low,2.79232743043899,2.79232743043899,-1.12,-2.79232743043899
S28,48,1,121,45,153.22,106.81,-46.41,153.22,106.81,low,high,-300,300,1,-300,153.22,166,12.78,12.78,low - high,15.2011077863536,15.2011077863536,-12.78,-15.2011077863536
S28,48,1,122,135,-94.3,133.6,-132.1,133.6,265.7,low,high,300,-300,1,300,265.7,-113,-18.7,18.7,low - high,-17.027672569561,17.027672569561,18.7,17.027672569561
S28,48,1,123,45,-89.8,-44.0300000000001,45.77,270.2,315.97,low,high,-300,300,1,-300,270.2,267,-3.20000000000005,3.20000000000005,low - high,-0.778892213646431,0.778892213646431,-3.20000000000005,-0.778892213646431
S28,48,1,124,45,-73.74,-31.1500000000001,42.59,286.26,328.85,high,high,-300,300,1,-300,286.26,282,-4.25999999999999,4.25999999999999,high - high,-1.83889221364639,1.83889221364639,-4.25999999999999,-1.83889221364639
S28,48,1,125,135,175.7,-46.5800000000001,137.72,313.42,175.7,high,low,300,-300,1,300,175.7,194,18.3,18.3,high - low,19.972327430439,19.972327430439,18.3,19.972327430439
S28,48,1,126,135,47.9,-174.75,137.35,47.9,185.25,low,low,-300,300,1,-300,47.9,34,-13.9,13.9,low - low,-12.227672569561,12.227672569561,-13.9,-12.227672569561
S28,48,1,127,20,33.33,10.52,-22.81,33.33,10.52,low,low,-300,300,1,-300,33.33,29,-4.32999999999993,4.32999999999993,low - low,-3.30560823075765,3.30560823075765,4.32999999999993,3.30560823075765
S28,48,1,128,20,21.31,1.65,-19.66,1.65,21.31,high,low,300,-300,1,300,21.31,22,0.690000000000055,0.690000000000055,high - low,1.71439176924234,1.71439176924234,-0.690000000000055,-1.71439176924234
