participant,vviq,block,trial_number,similarity_bin,target_color,distr_color,td_dist,left_color,right_color,target_noise,distr_noise,target_x,distr_x,cue_n,cue_pos,cued_color,resp_color,error,abs_err,noise,be_c,abs_be_c,bias_to_distr_raw,bias_to_distr_corr
S11,48,1,97,135,-154.89,-17.27,137.62,205.11,342.73,high,high,-300,300,1,-300,205.11,213,7.88999999999999,7.88999999999999,high - high,10.0687674244247,10.0687674244247,7.88999999999999,10.0687674244247
S11,48,1,98,135,133.63,-3.99000000000001,-137.62,133.63,-3.99000000000001,high,high,-300,300,1,-300,133.63,111,-22.63,22.63,high - high,-20.4512325755753,20.4512325755753,22.63,20.4512325755753
S11,48,1,99,20,49.49,67.73,18.24,49.49,67.73,high,high,-300,300,1,-300,49.49,20,-29.49,29.49,high - high,-27.0904418780654,27.0904418780654,-29.49,-27.0904418780654
S11,48,1,100,45,-15.42,-59.28,-43.86,300.72,344.58,high,low,300,-300,1,300,344.58,-4,11.42,11.42,high - low,14.2957582007104,14.2957582007104,-11.42,-14.2957582007104
S11,48,1,101,135,86.96,-140.73,132.31,86.96,219.27,low,high,-300,300,1,-300,86.96,55,-31.96,31.96,low - high,-29.7812325755753,29.7812325755753,-31.96,-29.7812325755753
S11,48,1,102,20,-89.87,-112.69,-22.82,247.31,270.13,low,low,300,-300,1,300,270.13,-75,14.87,14.87,low - low,17.2695581219347,17.2695581219347,-14.87,-17.2695581219347
S11,48,1,103,20,-15.89,3.41000000000004,19.3,344.11,363.41,high,high,-300,300,1,-300,344.11,333,-11.11,11.11,high - high,-8.71044187806536,8.71044187806536,-11.11,-8.71044187806536
S11,48,1,104,45,110.45,154.74,44.29,154.74,110.45,high,high,300,-300,1,300,110.45,92,-18.45,18.45,high - high,-15.5742417992897,15.5742417992897,-18.45,-15.5742417992897
S11,48,1,105,45,-60.48,-14.64,45.84,299.52,345.36,low,high,-300,300,1,-300,299.52,307,7.48000000000002,7.48000000000002,low - high,10.3557582007104,10.3557582007104,7.48000000000002,10.3557582007104
S11,48,1,106,20,-116.32,-134,-17.68,243.68,226,high,high,-300,300,1,-300,243.68,239,-4.68000000000006,4.68000000000006,high - high,-2.28044187806542,2.28044187806542,4.68000000000006,2.28044187806542
S11,48,1,107,45,31.94,73.96,42.02,31.94,73.96,low,low,-300,300,1,-300,31.94,18,-13.9400000000001,13.9400000000001,low - low,-11.0642417992897,11.0642417992897,-13.9400000000001,-11.0642417992897
S11,48,1,108,20,-29.1700000000001,-9.93999999999999,19.23,330.83,350.06,low,high,-300,300,1,-300,330.83,-32,-2.82999999999998,2.82999999999998,low - high,-0.430441878065336,0.430441878065336,-2.82999999999998,-0.430441878065336
S11,48,1,109,20,-17.68,-35.83,-18.15,324.17,342.32,high,high,300,-300,1,300,342.32,-5,12.68,12.68,high - high,15.0795581219346,15.0795581219346,-12.68,-15.0795581219346
S11,48,1,110,20,-90.74,-108.25,-17.51,251.75,269.26,high,low,300,-300,1,300,269.26,286,16.74,16.74,high - low,19.1395581219346,19.1395581219346,-16.74,-19.1395581219346
S11,48,1,111,45,177.28,133.68,-43.6,133.68,177.28,low,high,300,-300,1,300,177.28,162,-15.28,15.28,low - high,-12.4042417992896,12.4042417992896,15.28,12.4042417992896
S11,48,1,112,45,-64.77,-110.85,-46.08,249.15,295.23,high,low,300,-300,1,300,295.23,300,4.76999999999998,4.76999999999998,high - low,7.64575820071038,7.64575820071038,-4.76999999999998,-7.64575820071038
S11,48,1,113,135,-112.49,21.6499999999999,134.14,381.65,247.51,low,low,300,-300,1,300,247.51,236,-11.51,11.51,low - low,-9.33123257557528,9.33123257557528,-11.51,-9.33123257557528
S11,48,1,114,20,-151.4,-131.78,19.62,208.6,228.22,low,high,-300,300,1,-300,208.6,227,18.4,18.4,low - high,20.7995581219346,20.7995581219346,18.4,20.7995581219346
S11,48,1,115,135,-159.96,62.55,-137.49,62.55,200.04,low,low,300,-300,1,300,200.04,197,-3.03999999999996,3.03999999999996,low - low,-0.86123257557527,0.86123257557527,3.03999999999996,0.86123257557527
S11,48,1,116,45,37.62,82.99,45.37,37.62,82.99,high,low,-300,300,1,-300,37.62,9,-28.62,28.62,high - low,-25.7442417992896,25.7442417992896,-28.62,-25.7442417992896
S11,48,1,117,20,-124.7,-146.77,-22.07,235.3,213.23,low,low,-300,300,1,-300,235.3,242,6.70000000000005,6.70000000000005,low - low,9.09955812193468,9.09955812193468,-6.70000000000005,-9.09955812193468
S11,48,1,118,45,156.29,109.03,-47.26,109.03,156.29,high,low,300,-300,1,300,156.29,197,40.71,40.71,high - low,43.5857582007104,43.5857582007104,-40.71,-43.5857582007104
S11,48,1,119,20,136.87,157.76,20.89,157.76,136.87,low,low,300,-300,1,300,136.87,135,-1.87,1.87,low - low,0.529558121934656,0.529558121934656,-1.87,0.529558121934656
S11,48,1,120,135,133.94,-3.40999999999999,-137.35,133.94,-3.41,low,low,-300,300,1,-300,133.94,134,0.0599999999999454,0.0599999999999454,low - low,2.23876742442464,2.23876742442464,-0.0599999999999454,-2.23876742442464
S11,48,1,121,45,-68.74,-21.8800000000001,46.86,291.26,338.12,high,high,-300,300,1,-300,291.26,282,-9.25999999999999,9.25999999999999,high - high,-6.38424179928961,6.38424179928961,-9.25999999999999,-6.38424179928961
S11,48,1,122,135,114.09,-20.08,-134.17,-20.08,114.09,low,high,300,-300,1,300,114.09,120,5.90999999999997,5.90999999999997,low - high,8.08876742442466,8.08876742442466,-5.90999999999997,-8.08876742442466
S11,48,1,123,20,172.46,-164.74,22.8,195.26,172.46,low,high,300,-300,1,300,172.46,180,7.53999999999996,7.53999999999996,low - high,9.9395581219346,9.9395581219346,7.53999999999996,9.9395581219346
S11,48,1,124,45,-54.83,-10.19,44.6399999999999,305.17,349.81,low,low,-300,300,1,-300,305.17,-51,3.82999999999998,3.82999999999998,low - low,6.70575820071036,6.70575820071036,3.82999999999998,6.70575820071036
S11,48,1,125,135,95.36,-38.77,-134.13,-38.77,95.36,high,low,300,-300,1,300,95.36,84,-11.36,11.36,high - low,-9.18123257557531,9.18123257557531,11.36,9.18123257557531
S11,48,1,126,135,-27.5500000000001,107.47,135.02,332.45,467.47,high,low,-300,300,1,-300,332.45,335,2.54999999999995,2.54999999999995,high - low,4.72876742442466,4.72876742442466,2.54999999999995,4.72876742442466
S11,48,1,127,20,79.83,57.62,-22.21,57.62,79.83,high,high,300,-300,1,300,79.83,46,-33.83,33.83,high - high,-31.4304418780653,31.4304418780653,33.83,31.4304418780653
S11,48,1,128,45,-29.31,14.8799999999999,44.19,374.88,330.69,low,high,300,-300,1,300,330.69,-18,11.31,11.31,low - high,14.1857582007104,14.1857582007104,11.31,14.1857582007104
S11,48,1,129,45,-90.26,-44.4499999999999,45.81,315.55,269.74,low,low,300,-300,1,300,269.74,277,7.25999999999999,7.25999999999999,low - low,10.1357582007104,10.1357582007104,7.25999999999999,10.1357582007104
S11,48,1,130,20,-62.6200000000001,-82.62,-20,277.38,297.38,high,high,300,-300,1,300,297.38,-55,7.62000000000001,7.62000000000001,high - high,10.0195581219347,10.0195581219347,-7.62000000000001,-10.0195581219347
S11,48,1,131,135,123.84,-13.31,-137.15,-13.31,123.84,low,high,300,-300,1,300,123.84,122,-1.84000000000003,1.84000000000003,low - high,0.338767424424681,0.338767424424681,1.84000000000003,-0.338767424424681
S11,48,1,132,135,87.45,-139.96,132.59,87.45,220.04,high,low,-300,300,1,-300,87.45,82,-5.45000000000005,5.45000000000005,high - low,-3.27123257557535,3.27123257557535,-5.45000000000005,-3.27123257557535
S11,48,1,133,20,-138.52,-157.01,-18.49,202.99,221.48,low,low,300,-300,1,300,221.48,224,2.51999999999998,2.51999999999998,low - low,4.91955812193464,4.91955812193464,-2.51999999999998,-4.91955812193464
S11,48,1,134,20,-175.5,-158.38,17.12,184.5,201.62,high,high,-300,300,1,-300,184.5,210,25.5,25.5,high - high,27.8995581219347,27.8995581219347,25.5,27.8995581219347
S11,48,1,135,135,40.63,-92.95,-133.58,40.63,-92.95,low,high,-300,300,1,-300,40.63,40,-0.629999999999996,0.629999999999996,low - high,1.54876742442471,1.54876742442471,0.629999999999996,-1.54876742442471
S11,48,1,136,20,57.57,78.95,21.38,57.57,78.95,low,low,-300,300,1,-300,57.57,38,-19.5699999999999,19.5699999999999,low - low,-17.1704418780653,17.1704418780653,-19.5699999999999,-17.1704418780653
S11,48,1,137,45,17.2,-25.57,-42.77,-25.57,17.2,low,low,300,-300,1,300,17.2,13,-4.20000000000005,4.20000000000005,low - low,-1.32424179928965,1.32424179928965,4.20000000000005,1.32424179928965
S11,48,1,138,45,113.58,66.79,-46.79,66.79,113.58,low,high,300,-300,1,300,113.58,106,-7.57999999999993,7.57999999999993,low - high,-4.70424179928954,4.70424179928954,7.57999999999993,4.70424179928954
S11,48,1,139,45,-100.2,-145.46,-45.26,214.54,259.8,high,high,300,-300,1,300,259.8,263,3.20000000000005,3.20000000000005,high - high,6.07575820071043,6.07575820071043,-3.20000000000005,-6.07575820071043
S11,48,1,140,135,166.13,-57.13,136.74,166.13,302.87,high,low,-300,300,1,-300,166.13,166,-0.129999999999995,0.129999999999995,high - low,2.0487674244247,2.0487674244247,-0.129999999999995,2.0487674244247
S11,48,1,141,20,113.62,131.22,17.6,113.62,131.22,high,high,-300,300,1,-300,113.62,95,-18.62,18.62,high - high,-16.2204418780653,16.2204418780653,-18.62,-16.2204418780653
S11,48,1,142,135,-113.39,111.62,-134.99,246.61,111.62,high,high,-300,300,1,-300,246.61,-91,22.39,22.39,high - high,24.5687674244247,24.5687674244247,-22.39,-24.5687674244247
S11,48,1,143,20,98.97,78.89,-20.08,78.89,98.97,low,high,300,-300,1,300,98.97,103,4.02999999999997,4.02999999999997,low - high,6.42955812193462,6.42955812193462,-4.02999999999997,-6.42955812193462
S11,48,1,144,45,-136.83,-91.48,45.35,268.52,223.17,low,high,300,-300,1,300,223.17,222,-1.16999999999996,1.16999999999996,low - high,1.70575820071045,1.70575820071045,-1.16999999999996,1.70575820071045
S11,48,2,1,20,-5.35000000000002,11.92,17.27,354.65,371.92,low,low,-300,300,1,-300,354.65,11,16.35,16.35,low - low,18.7495581219347,18.7495581219347,16.35,18.7495581219347
S11,48,2,2,45,-82.67,-129.95,-47.28,230.05,277.33,high,high,300,-300,1,300,277.33,289,11.6700000000001,11.6700000000001,high - high,14.5457582007105,14.5457582007105,-11.6700000000001,-14.5457582007105
S11,48,2,3,45,-11.4300000000001,31.2400000000001,42.6700000000001,391.24,348.57,high,high,300,-300,1,300,348.57,1,12.43,12.43,high - high,15.3057582007104,15.3057582007104,12.43,15.3057582007104
S11,48,2,4,45,114.66,67.82,-46.84,114.66,67.82,low,low,-300,300,1,-300,114.66,106,-8.65999999999997,8.65999999999997,low - low,-5.78424179928957,5.78424179928957,8.65999999999997,5.78424179928957
S11,48,2,5,20,-39.07,-61.33,-22.26,298.67,320.93,high,high,300,-300,1,300,320.93,334,13.0699999999999,13.0699999999999,high - high,15.4695581219346,15.4695581219346,-13.0699999999999,-15.4695581219346
S11,48,2,6,135,53.99,-170.97,135.04,189.03,53.99,high,high,300,-300,1,300,53.99,16,-37.99,37.99,high - high,-35.8112325755753,35.8112325755753,-37.99,-35.8112325755753
S11,48,2,7,45,100.67,145.64,44.97,145.64,100.67,low,high,300,-300,1,300,100.67,151,50.3299999999999,50.3299999999999,low - high,53.2057582007103,53.2057582007103,50.3299999999999,53.2057582007103
S11,48,2,8,45,-24.09,-71.15,-47.06,288.85,335.91,high,low,300,-300,1,300,335.91,329,-6.91000000000008,6.91000000000008,high - low,-4.03424179928968,4.03424179928968,6.91000000000008,4.03424179928968
S11,48,2,9,135,-108.19,118.81,-133,118.81,251.81,low,low,300,-300,1,300,251.81,233,-18.8099999999999,18.8099999999999,low - low,-16.6312325755752,16.6312325755752,18.8099999999999,16.6312325755752
S11,48,2,10,45,76.8,119.44,42.64,76.8,119.44,high,high,-300,300,1,-300,76.8,61,-15.8,15.8,high - high,-12.9242417992896,12.9242417992896,-15.8,-12.9242417992896
S11,48,2,11,20,100.28,122.31,22.03,122.31,100.28,low,high,300,-300,1,300,100.28,96,-4.27999999999997,4.27999999999997,low - high,-1.88044187806532,1.88044187806532,-4.27999999999997,-1.88044187806532
S11,48,2,12,45,158.11,-156.58,45.31,203.42,158.11,high,high,300,-300,1,300,158.11,132,-26.11,26.11,high - high,-23.2342417992896,23.2342417992896,-26.11,-23.2342417992896
S11,48,2,13,45,77.41,123.4,45.99,123.4,77.41,low,low,300,-300,1,300,77.41,62,-15.41,15.41,low - low,-12.5342417992896,12.5342417992896,-15.41,-12.5342417992896
S11,48,2,14,135,-160.67,-27.22,133.45,199.33,332.78,low,high,-300,300,1,-300,199.33,197,-2.33000000000004,2.33000000000004,low - high,-0.151232575575339,0.151232575575339,-2.33000000000004,-0.151232575575339
S11,48,2,15,20,-155.78,-134.25,21.53,204.22,225.75,low,high,-300,300,1,-300,204.22,212,7.77999999999997,7.77999999999997,low - high,10.1795581219346,10.1795581219346,7.77999999999997,10.1795581219346
S11,48,2,16,45,-36.9100000000001,-83.1,-46.19,276.9,323.09,low,low,300,-300,1,300,323.09,-21,15.91,15.91,low - low,18.7857582007104,18.7857582007104,-15.91,-18.7857582007104
S11,48,2,17,20,-143.91,-165.65,-21.74,194.35,216.09,low,low,300,-300,1,300,216.09,198,-18.09,18.09,low - low,-15.6904418780654,15.6904418780654,18.09,15.6904418780654
S11,48,2,18,20,136.59,153.61,17.02,153.61,136.59,low,low,300,-300,1,300,136.59,131,-5.59000000000003,5.59000000000003,low - low,-3.19044187806539,3.19044187806539,-5.59000000000003,-3.19044187806539
S11,48,2,19,20,-7.74000000000003,11.0700000000001,18.8100000000001,371.07,352.26,low,high,300,-300,1,300,352.26,350,-2.25999999999999,2.25999999999999,low - high,0.139558121934654,0.139558121934654,-2.25999999999999,0.139558121934654
S11,48,2,20,135,65.12,-71.33,-136.45,65.12,-71.33,high,low,-300,300,1,-300,65.12,64,-1.12,1.12,high - low,1.05876742442469,1.05876742442469,1.12,-1.05876742442469
S11,48,2,21,135,75.89,-146.41,137.7,75.89,213.59,low,low,-300,300,1,-300,75.89,61,-14.89,14.89,low - low,-12.7112325755753,12.7112325755753,-14.89,-12.7112325755753
S11,48,2,22,135,-135.04,90.52,-134.44,90.52,224.96,low,low,300,-300,1,300,224.96,234,9.03999999999996,9.03999999999996,low - low,11.2187674244247,11.2187674244247,-9.03999999999996,-11.2187674244247
S11,48,2,23,45,-148.46,165.81,-45.73,165.81,211.54,low,low,300,-300,1,300,211.54,198,-13.54,13.54,low - low,-10.6642417992896,10.6642417992896,13.54,10.6642417992896
S11,48,2,24,45,152.32,104.99,-47.33,152.32,104.99,high,high,-300,300,1,-300,152.32,130,-22.3199999999999,22.3199999999999,high - high,-19.4442417992895,19.4442417992895,22.3199999999999,19.4442417992895
S11,48,2,25,135,153.88,16.02,-137.86,153.88,16.02,low,high,-300,300,1,-300,153.88,156,2.12,2.12,low - high,4.29876742442471,4.29876742442471,-2.12,-4.29876742442471
S11,48,2,26,20,-117.95,-140.84,-22.89,219.16,242.05,high,low,300,-300,1,300,242.05,-96,21.95,21.95,high - low,24.3495581219346,24.3495581219346,-21.95,-24.3495581219346
S11,48,2,27,135,-107.44,116.15,-136.41,252.56,116.15,low,low,-300,300,1,-300,252.56,264,11.4400000000001,11.4400000000001,low - low,13.6187674244247,13.6187674244247,-11.4400000000001,-13.6187674244247
S11,48,2,28,135,-9.36000000000003,127.72,137.08,487.72,350.64,high,high,300,-300,1,300,350.64,338,-12.64,12.64,high - high,-10.4612325755753,10.4612325755753,-12.64,-10.4612325755753
S11,48,2,29,20,-108.82,-87.62,21.2,251.18,272.38,low,low,-300,300,1,-300,251.18,234,-17.1800000000001,17.1800000000001,low - low,-14.7804418780654,14.7804418780654,-17.1800000000001,-14.7804418780654
S11,48,2,30,45,12.68,55.65,42.97,55.65,12.68,low,low,300,-300,1,300,12.68,4,-8.68000000000006,8.68000000000006,low - low,-5.80424179928967,5.80424179928967,-8.68000000000006,-5.80424179928967
S11,48,2,31,20,-127.87,-106.89,20.98,232.13,253.11,high,high,-300,300,1,-300,232.13,246,13.87,13.87,high - high,16.2695581219346,16.2695581219346,13.87,16.2695581219346
S11,48,2,32,135,-78,59.0500000000001,137.05,282,419.05,high,high,-300,300,1,-300,282,282,0,0,high - high,2.17876742442469,2.17876742442469,0,2.17876742442469
S11,48,2,33,45,136.01,179.29,43.28,179.29,136.01,high,low,300,-300,1,300,136.01,117,-19.01,19.01,high - low,-16.1342417992896,16.1342417992896,-19.01,-16.1342417992896
S11,48,2,34,135,-87.25,49.45,136.7,272.75,409.45,low,high,-300,300,1,-300,272.75,-66,21.25,21.25,low - high,23.4287674244247,23.4287674244247,21.25,23.4287674244247
S11,48,2,35,135,44.14,176.97,132.83,176.97,44.14,low,low,300,-300,1,300,44.14,56,11.86,11.86,low - low,14.0387674244247,14.0387674244247,11.86,14.0387674244247
S11,48,2,36,135,9.51999999999999,-128.22,-137.74,9.52,-128.22,low,low,-300,300,1,-300,9.52,-2,-11.52,11.52,low - low,-9.34123257557528,9.34123257557528,11.52,9.34123257557528
S11,48,2,37,20,-174.79,163.51,-21.7,163.51,185.21,high,high,300,-300,1,300,185.21,164,-21.21,21.21,high - high,-18.8104418780654,18.8104418780654,21.21,18.8104418780654
S11,48,2,38,20,-155.15,-135.25,19.9,204.85,224.75,high,low,-300,300,1,-300,204.85,185,-19.85,19.85,high - low,-17.4504418780654,17.4504418780654,-19.85,-17.4504418780654
S11,48,2,39,20,-65.22,-43.68,21.54,316.32,294.78,low,low,300,-300,1,300,294.78,294,-0.779999999999973,0.779999999999973,low - low,1.61955812193466,1.61955812193466,-0.779999999999973,1.61955812193466
S11,48,2,40,45,135.88,179.23,43.35,135.88,179.23,low,low,-300,300,1,-300,135.88,144,8.12000000000001,8.12000000000001,low - low,10.9957582007104,10.9957582007104,8.12000000000001,10.9957582007104
S11,48,2,41,20,-56.36,-75.07,-18.71,284.93,303.64,high,low,300,-300,1,300,303.64,-50,6.36000000000001,6.36000000000001,high - low,8.75955812193465,8.75955812193465,-6.36000000000001,-8.75955812193465
S11,48,2,42,135,-23.37,113.16,136.53,473.16,336.63,high,low,300,-300,1,300,336.63,-16,7.37000000000001,7.37000000000001,high - low,9.54876742442472,9.54876742442472,7.37000000000001,9.54876742442472
S11,48,2,43,135,69.16,-68.27,-137.43,-68.27,69.16,low,low,300,-300,1,300,69.16,72,2.84000000000003,2.84000000000003,low - low,5.01876742442475,5.01876742442475,-2.84000000000003,-5.01876742442475
S11,48,2,44,45,-84.45,-41.0099999999999,43.44,275.55,318.99,low,high,-300,300,1,-300,275.55,-90,-5.55000000000001,5.55000000000001,low - high,-2.67424179928961,2.67424179928961,-5.55000000000001,-2.67424179928961
S11,48,2,45,135,-167.38,59.79,-132.83,192.62,59.79,low,low,-300,300,1,-300,192.62,202,9.38,9.38,low - low,11.5587674244247,11.5587674244247,-9.38,-11.5587674244247
S11,48,2,46,135,-36.23,98.3899999999999,134.62,323.77,458.39,low,high,-300,300,1,-300,323.77,330,6.23000000000002,6.23000000000002,low - high,8.40876742442471,8.40876742442471,6.23000000000002,8.40876742442471
S11,48,2,47,20,-90.14,-112.54,-22.4,269.86,247.46,high,low,-300,300,1,-300,269.86,254,-15.86,15.86,high - low,-13.4604418780654,13.4604418780654,15.86,13.4604418780654
S11,48,2,48,135,-127.95,7.13000000000002,135.08,367.13,232.05,high,low,300,-300,1,300,232.05,227,-5.04999999999996,5.04999999999996,high - low,-2.87123257557525,2.87123257557525,-5.04999999999996,-2.87123257557525
S11,48,2,49,20,-130.04,-150.76,-20.72,209.24,229.96,high,low,300,-300,1,300,229.96,213,-16.96,16.96,high - low,-14.5604418780654,14.5604418780654,16.96,14.5604418780654
S11,48,2,50,45,-159.39,-113.73,45.66,200.61,246.27,high,low,-300,300,1,-300,200.61,205,4.38999999999999,4.38999999999999,high - low,7.26575820071038,7.26575820071038,4.38999999999999,7.26575820071038
S11,48,2,51,20,-95.01,-74.21,20.8,285.79,264.99,low,high,300,-300,1,300,264.99,272,7.00999999999999,7.00999999999999,low - high,9.40955812193464,9.40955812193464,7.00999999999999,9.40955812193464
S11,48,2,52,135,-119.84,106.98,-133.18,106.98,240.16,low,high,300,-300,1,300,240.16,261,20.84,20.84,low - high,23.0187674244247,23.0187674244247,-20.84,-23.0187674244247
S11,48,2,53,45,159.55,-156.4,44.05,159.55,203.6,low,high,-300,300,1,-300,159.55,154,-5.54999999999996,5.54999999999996,low - high,-2.67424179928956,2.67424179928956,-5.54999999999996,-2.67424179928956
S11,48,2,54,45,-177.06,140.85,-42.09,182.94,140.85,low,high,-300,300,1,-300,182.94,175,-7.94000000000006,7.94000000000006,low - high,-5.06424179928967,5.06424179928967,7.94000000000006,5.06424179928967
S11,48,2,55,135,30.77,-102.88,-133.65,30.77,-102.88,low,high,-300,300,1,-300,30.77,12,-18.77,18.77,low - high,-16.5912325755753,16.5912325755753,18.77,16.5912325755753
S11,48,2,56,20,72.41,52.86,-19.55,72.41,52.86,high,low,-300,300,1,-300,72.41,82,9.59000000000003,9.59000000000003,high - low,11.9895581219347,11.9895581219347,-9.59000000000003,-11.9895581219347
S11,48,2,57,135,-14.94,122.09,137.03,482.09,345.06,low,low,300,-300,1,300,345.06,348,2.94000000000005,2.94000000000005,low - low,5.11876742442477,5.11876742442477,2.94000000000005,5.11876742442477
S11,48,2,58,45,-98.32,-56.3000000000001,42.02,261.68,303.7,high,low,-300,300,1,-300,261.68,243,-18.6800000000001,18.6800000000001,high - low,-15.8042417992897,15.8042417992897,-18.6800000000001,-15.8042417992897
S11,48,2,59,20,-45.72,-24.69,21.03,314.28,335.31,low,high,-300,300,1,-300,314.28,316,1.72000000000003,1.72000000000003,low - high,4.11955812193469,4.11955812193469,1.72000000000003,4.11955812193469
S11,48,2,60,45,164.49,-151.49,44.02,208.51,164.49,low,low,300,-300,1,300,164.49,151,-13.49,13.49,low - low,-10.6142417992896,10.6142417992896,-13.49,-10.6142417992896
S11,48,2,61,20,-50.15,-31.3699999999999,18.78,309.85,328.63,high,high,-300,300,1,-300,309.85,-49,1.14999999999998,1.14999999999998,high - high,3.54955812193462,3.54955812193462,1.14999999999998,3.54955812193462
S11,48,2,62,135,72.79,-63.03,-135.82,72.79,-63.03,low,high,-300,300,1,-300,72.79,70,-2.78999999999996,2.78999999999996,low - high,-0.61123257557526,0.61123257557526,2.78999999999996,0.61123257557526
S11,48,2,63,45,-172.01,141.55,-46.4400000000001,187.99,141.55,low,low,-300,300,1,-300,187.99,189,1.00999999999999,1.00999999999999,low - low,3.88575820071039,3.88575820071039,-1.00999999999999,-3.88575820071039
S11,48,2,64,45,-174.2,-129.14,45.06,185.8,230.86,high,high,-300,300,1,-300,185.8,173,-12.8,12.8,high - high,-9.92424179928957,9.92424179928957,-12.8,-9.92424179928957
S11,48,2,65,135,-147.29,80.58,-132.13,212.71,80.58,high,high,-300,300,1,-300,212.71,238,25.29,25.29,high - high,27.4687674244247,27.4687674244247,-25.29,-27.4687674244247
S11,48,2,66,20,0.770000000000003,23.73,22.96,0.77,23.73,high,low,-300,300,1,-300,0.77,26,25.23,25.23,high - low,27.6295581219347,27.6295581219347,25.23,27.6295581219347
S11,48,2,67,20,-20.93,-41.59,-20.66,339.07,318.41,high,low,-300,300,1,-300,339.07,-8,12.93,12.93,high - low,15.3295581219347,15.3295581219347,-12.93,-15.3295581219347
S11,48,2,68,135,61.89,-163.9,134.21,61.89,196.1,high,high,-300,300,1,-300,61.89,71,9.11000000000001,9.11000000000001,high - high,11.2887674244247,11.2887674244247,9.11000000000001,11.2887674244247
S11,48,2,69,45,-68.55,-24.06,44.49,291.45,335.94,high,high,-300,300,1,-300,291.45,-69,-0.449999999999989,0.449999999999989,high - high,2.4257582007104,2.4257582007104,-0.449999999999989,2.4257582007104
S11,48,2,70,135,144.51,-81.47,134.02,278.53,144.51,high,low,300,-300,1,300,144.51,136,-8.50999999999999,8.50999999999999,high - low,-6.33123257557529,6.33123257557529,-8.50999999999999,-6.33123257557529
S11,48,2,71,45,3.43999999999999,-41.42,-44.86,-41.42,3.44,low,high,300,-300,1,300,3.44,2,-1.44000000000005,1.44000000000005,low - high,1.43575820071034,1.43575820071034,1.44000000000005,-1.43575820071034
S11,48,2,72,20,131.78,153.57,21.79,153.57,131.78,high,high,300,-300,1,300,131.78,145,13.22,13.22,high - high,15.6195581219347,15.6195581219347,13.22,15.6195581219347
S11,48,2,73,20,107.18,86.79,-20.39,107.18,86.79,high,high,-300,300,1,-300,107.18,97,-10.1800000000001,10.1800000000001,high - high,-7.78044187806541,7.78044187806541,10.1800000000001,7.78044187806541
S11,48,2,74,135,-50.8899999999999,86.97,137.86,309.11,446.97,high,low,-300,300,1,-300,309.11,314,4.88999999999999,4.88999999999999,high - low,7.0687674244247,7.0687674244247,4.88999999999999,7.0687674244247
S11,48,2,75,20,82.59,100.27,17.68,100.27,82.59,low,low,300,-300,1,300,82.59,68,-14.59,14.59,low - low,-12.1904418780654,12.1904418780654,-14.59,-12.1904418780654
S11,48,2,76,45,6.99,-38.27,-45.26,6.99,-38.27,high,low,-300,300,1,-300,6.99,346,-20.99,20.99,high - low,-18.1142417992896,18.1142417992896,20.99,18.1142417992896
S11,48,2,77,45,84.37,39.13,-45.24,84.37,39.13,low,high,-300,300,1,-300,84.37,65,-19.37,19.37,low - high,-16.4942417992896,16.4942417992896,19.37,16.4942417992896
S11,48,2,78,135,-66.57,157,-136.43,157,293.43,high,low,300,-300,1,300,293.43,290,-3.43000000000006,3.43000000000006,high - low,-1.25123257557537,1.25123257557537,3.43000000000006,1.25123257557537
S11,48,2,79,135,135.37,-0.659999999999984,-136.03,135.37,-0.659999999999997,high,low,-300,300,1,-300,135.37,135,-0.370000000000005,0.370000000000005,high - low,1.80876742442469,1.80876742442469,0.370000000000005,-1.80876742442469
S11,48,2,80,45,-77.49,-122.64,-45.15,237.36,282.51,high,low,300,-300,1,300,282.51,-66,11.49,11.49,high - low,14.3657582007104,14.3657582007104,-11.49,-14.3657582007104
S11,48,2,81,45,-126.55,-171.62,-45.07,188.38,233.45,high,low,300,-300,1,300,233.45,250,16.55,16.55,high - low,19.4257582007103,19.4257582007103,-16.55,-19.4257582007103
S11,48,2,82,45,-39.76,-87.49,-47.73,320.24,272.51,low,high,-300,300,1,-300,320.24,-43,-3.24000000000001,3.24000000000001,low - high,-0.364241799289629,0.364241799289629,3.24000000000001,0.364241799289629
S11,48,2,83,20,27.72,46.4,18.68,46.4,27.72,low,low,300,-300,1,300,27.72,19,-8.72000000000003,8.72000000000003,low - low,-6.32044187806538,6.32044187806538,-8.72000000000003,-6.32044187806538
S11,48,2,84,135,144.54,9.53999999999999,-135,144.54,9.53999999999999,low,low,-300,300,1,-300,144.54,139,-5.53999999999996,5.53999999999996,low - low,-3.36123257557527,3.36123257557527,5.53999999999996,3.36123257557527
S11,48,2,85,20,85,102.03,17.03,102.03,85,high,high,300,-300,1,300,85,48,-37,37,high - high,-34.6004418780653,34.6004418780653,-37,-34.6004418780653
S11,48,2,86,45,-78.28,-124.59,-46.31,235.41,281.72,low,high,300,-300,1,300,281.72,281,-0.720000000000027,0.720000000000027,low - high,2.15575820071037,2.15575820071037,0.720000000000027,-2.15575820071037
S11,48,2,87,45,96.17,53.05,-43.12,53.05,96.17,high,high,300,-300,1,300,96.17,102,5.82999999999993,5.82999999999993,high - high,8.70575820071032,8.70575820071032,-5.82999999999993,-8.70575820071032
S11,48,2,88,135,95.25,-39.9,-135.15,-39.9,95.25,high,low,300,-300,1,300,95.25,88,-7.25,7.25,high - low,-5.07123257557529,5.07123257557529,7.25,5.07123257557529
