participant,trial_counter,condition,target_to_competitor,decoy_reduction,decoy_on,chosen_item,correct,rt
1,1,perceptual,0.1,0.05,competitor,target,1,11.289
1,3,numeric,0.03,0.05,target,target,1,0.185
1,4,perceptual,0.1,0.05,target,target,1,6.052
1,5,numeric,0.03,0.05,target,competitor,0,4.371
1,6,perceptual,0.1,0.2,target,competitor,0,4.804
1,7,perceptual,0.1,0.05,competitor,target,1,3.256
1,8,numeric,0.1,0.05,competitor,target,1,13.249
1,9,numeric,0.03,0.05,competitor,competitor,0,14.071
1,10,numeric,0.1,0.05,target,competitor,0,11.951
1,11,perceptual,0.03,0.05,competitor,target,1,3.126
1,12,numeric,0.03,0.2,competitor,target,1,4.292
1,13,numeric,0.1,0.05,target,target,1,11.358
1,14,numeric,0.03,0.2,target,competitor,0,4.244
1,15,perceptual,0.1,0.05,competitor,target,1,4.562
1,16,perceptual,0.03,0.05,target,target,1,8.365
1,17,numeric,0.1,0.2,competitor,target,1,4.651
1,18,numeric,0.1,0.2,target,target,1,9.7
1,19,numeric,0.03,0.05,target,target,1,15.198
1,21,perceptual,0.1,0.2,competitor,decoy,0,0.325
1,22,perceptual,0.03,0.05,competitor,target,1,3.57
1,23,perceptual,0.1,0.2,target,target,1,4.514
1,24,perceptual,0.1,0.2,competitor,target,1,3.254
1,25,numeric,0.1,0.2,competitor,target,1,6.229
1,26,numeric,0.1,0.2,competitor,target,1,8.313
1,27,perceptual,0.03,0.2,competitor,target,1,10.242
1,28,perceptual,0.1,0.2,target,target,1,4.021
1,29,perceptual,0.03,0.2,target,competitor,0,6.401
1,30,perceptual,0.03,0.2,competitor,target,1,4.824
1,31,perceptual,0.1,0.05,competitor,target,1,4.664
1,32,numeric,0.03,0.2,competitor,competitor,0,12.658
1,33,perceptual,0.1,0.05,target,target,1,9.025
1,34,numeric,0.1,0.2,target,target,1,8.509
1,35,perceptual,0.03,0.2,target,target,1,3.497
1,36,perceptual,0.1,0.05,target,target,1,6.848
1,37,perceptual,0.03,0.05,target,competitor,0,6.119
1,38,perceptual,0.03,0.2,competitor,competitor,0,14.3
1,39,perceptual,0.1,0.2,competitor,target,1,7.37
1,40,numeric,0.1,0.05,competitor,target,1,11.432
1,41,numeric,0.1,0.2,competitor,target,1,8.493
1,42,numeric,0.1,0.05,competitor,decoy,0,11.369
1,43,perceptual,0.03,0.05,target,competitor,0,6.469
1,44,perceptual,0.03,0.05,target,target,1,9.889
1,45,perceptual,0.1,0.05,competitor,target,1,8.994
1,46,perceptual,0.03,0.2,competitor,competitor,0,10.048
1,47,numeric,0.1,0.2,competitor,competitor,0,11.476
1,48,perceptual,0.1,0.2,target,target,1,3.212
1,49,numeric,0.03,0.2,target,competitor,0,5.776
1,50,numeric,0.03,0.05,target,target,1,10.129
1,51,perceptual,0.1,0.05,competitor,target,1,5.114
1,52,numeric,0.03,0.2,target,target,1,5.353
1,53,perceptual,0.1,0.05,target,target,1,3.064
1,54,perceptual,0.1,0.05,target,target,1,2.235
1,55,numeric,0.03,0.2,target,target,1,12.102
1,56,perceptual,0.03,0.05,target,competitor,0,3.905
1,57,numeric,0.03,0.2,competitor,competitor,0,14.573
1,58,numeric,0.03,0.05,competitor,competitor,0,17.555
1,59,numeric,0.1,0.05,competitor,target,1,7.748
1,60,numeric,0.1,0.05,target,competitor,0,6.018
1,61,numeric,0.1,0.2,target,competitor,0,6.683
1,62,numeric,0.03,0.2,competitor,competitor,0,10.466
1,63,perceptual,0.03,0.2,competitor,target,1,7.803
1,64,numeric,0.03,0.2,target,target,1,4.638
1,65,perceptual,0.03,0.05,competitor,competitor,0,7.204
1,66,perceptual,0.03,0.2,competitor,competitor,0,6.634
1,67,perceptual,0.03,0.2,competitor,target,1,2.538
1,68,numeric,0.1,0.2,competitor,competitor,0,9.292
1,69,numeric,0.03,0.2,competitor,target,1,3.688
1,70,perceptual,0.1,0.2,competitor,decoy,0,2.318
1,71,numeric,0.03,0.2,target,target,1,2.76
1,72,numeric,0.1,0.2,target,target,1,2.121
1,73,numeric,0.03,0.05,competitor,competitor,0,4.321
1,74,numeric,0.03,0.2,competitor,target,1,2.009
1,75,perceptual,0.03,0.2,target,competitor,0,2
1,76,numeric,0.1,0.05,target,decoy,0,2.196
1,77,perceptual,0.1,0.05,competitor,decoy,0,2.397
1,78,perceptual,0.1,0.2,competitor,target,1,2.722
1,79,perceptual,0.03,0.05,target,decoy,0,2
1,80,perceptual,0.1,0.2,target,target,1,2.224
1,81,perceptual,0.03,0.05,competitor,target,1,2.1
1,82,numeric,0.1,0.05,target,target,1,2.567
1,83,perceptual,0.1,0.2,target,target,1,2.657
1,84,numeric,0.03,0.05,competitor,target,1,1.989
1,85,perceptual,0.1,0.05,target,target,1,3.366
1,86,numeric,0.03,0.05,competitor,decoy,0,2.518
1,87,numeric,0.1,0.05,competitor,competitor,0,2.349
1,88,perceptual,0.03,0.2,target,target,1,2.739
1,89,numeric,0.1,0.05,competitor,decoy,0,1.821
1,90,perceptual,0.03,0.05,target,competitor,0,1.612
1,91,numeric,0.1,0.2,competitor,decoy,0,1.431
1,92,numeric,0.1,0.05,competitor,decoy,0,1.442
1,93,perceptual,0.03,0.05,competitor,competitor,0,1.653
1,94,numeric,0.03,0.05,competitor,decoy,0,1.689
1,95,perceptual,0.1,0.2,competitor,target,1,2.136
1,96,perceptual,0.03,0.2,target,target,1,1.889
1,97,numeric,0.03,0.05,target,decoy,0,1.511
1,98,perceptual,0.1,0.05,target,competitor,0,1.37
1,99,perceptual,0.03,0.05,target,competitor,0,1.449
1,100,perceptual,0.1,0.2,competitor,target,1,1.693
1,101,numeric,0.03,0.05,target,competitor,0,2.069
1,102,numeric,0.1,0.05,competitor,target,1,2.308
1,103,numeric,0.03,0.2,competitor,target,1,5.397
1,104,numeric,0.03,0.2,target,target,1,2.064
1,105,numeric,0.1,0.2,competitor,target,1,2.082
1,106,perceptual,0.1,0.05,competitor,target,1,2.236
1,107,numeric,0.1,0.2,target,target,1,3.399
1,108,numeric,0.1,0.05,target,target,1,5.421
1,109,perceptual,0.03,0.05,competitor,decoy,0,6.374
1,110,perceptual,0.03,0.2,competitor,competitor,0,10.795
1,111,numeric,0.03,0.05,target,decoy,0,3.423
1,112,numeric,0.1,0.2,target,decoy,0,2.027
1,113,perceptual,0.03,0.05,target,target,1,3.055
1,114,numeric,0.1,0.2,target,target,1,2.429
1,115,numeric,0.03,0.2,target,target,1,2.313
1,116,perceptual,0.1,0.2,competitor,target,1,2.199
1,117,perceptual,0.1,0.05,target,competitor,0,5.469
1,118,perceptual,0.03,0.2,competitor,competitor,0,3.721
1,119,perceptual,0.03,0.2,target,target,1,1.8
1,120,numeric,0.03,0.2,target,decoy,0,2.612
1,121,numeric,0.03,0.05,target,decoy,0,2.574
1,122,perceptual,0.1,0.2,target,decoy,0,1.807
1,123,numeric,0.03,0.05,competitor,target,1,2.57
1,124,perceptual,0.1,0.2,target,target,1,2.211
1,125,perceptual,0.1,0.05,target,target,1,2.147
1,126,numeric,0.1,0.2,target,competitor,0,3.223
1,127,perceptual,0.1,0.2,competitor,target,1,2.883
1,128,numeric,0.1,0.2,competitor,competitor,0,3.762
1,129,numeric,0.1,0.2,target,target,1,3.83
1,130,numeric,0.1,0.2,competitor,competitor,0,1.766
1,131,numeric,0.03,0.05,competitor,competitor,0,1.956
1,132,numeric,0.1,0.05,target,target,1,2.399
1,133,perceptual,0.03,0.2,target,competitor,0,3.383
1,134,numeric,0.1,0.05,target,decoy,0,2.252
1,135,perceptual,0.1,0.05,competitor,competitor,0,2.499
1,136,numeric,0.1,0.2,competitor,competitor,0,2.168
1,137,numeric,0.03,0.2,competitor,decoy,0,2.507
1,138,perceptual,0.03,0.05,competitor,target,1,1.854
1,139,numeric,0.1,0.05,target,target,1,1.614
1,140,perceptual,0.03,0.2,target,target,1,1.944
1,141,numeric,0.1,0.2,target,target,1,2.209
1,142,numeric,0.1,0.2,target,target,1,4.343
1,143,perceptual,0.03,0.05,target,target,1,2.258
1,144,perceptual,0.03,0.05,competitor,target,1,2.284
1,145,perceptual,0.03,0.05,competitor,target,1,4.032
1,146,perceptual,0.03,0.2,competitor,target,1,3.153
1,147,perceptual,0.03,0.05,target,target,1,7.99
1,148,numeric,0.1,0.05,target,target,1,2.833
1,149,numeric,0.03,0.05,competitor,competitor,0,2.858
1,150,perceptual,0.1,0.2,target,target,1,2.672
1,151,numeric,0.03,0.05,competitor,competitor,0,11.398
1,152,perceptual,0.1,0.2,competitor,target,1,4.144
1,153,perceptual,0.1,0.05,competitor,target,1,4.286
1,154,numeric,0.03,0.2,target,decoy,0,7.097
1,155,numeric,0.03,0.2,target,competitor,0,0.309
1,156,numeric,0.03,0.05,target,target,1,6.944
1,157,perceptual,0.03,0.05,competitor,competitor,0,3.166
1,158,perceptual,0.1,0.05,competitor,target,1,3.29
1,159,perceptual,0.1,0.2,target,decoy,0,3.8
1,160,numeric,0.03,0.2,competitor,target,1,5.702
1,161,perceptual,0.1,0.2,competitor,target,1,2.26
1,162,numeric,0.03,0.2,competitor,competitor,0,6.478
1,163,perceptual,0.03,0.2,target,target,1,3.207
1,164,perceptual,0.1,0.2,target,target,1,3.301
1,165,numeric,0.03,0.05,target,target,1,3.973
1,166,perceptual,0.03,0.2,competitor,target,1,4.213
1,167,numeric,0.03,0.2,target,competitor,0,3.924
1,168,numeric,0.1,0.2,competitor,competitor,0,3.334
1,169,perceptual,0.03,0.05,target,decoy,0,4.748
1,170,numeric,0.1,0.05,competitor,competitor,0,2.485
1,171,perceptual,0.1,0.05,target,target,1,6.273
1,172,numeric,0.1,0.2,target,target,1,2.02
1,173,perceptual,0.03,0.2,target,target,1,2.146
1,174,perceptual,0.1,0.05,target,competitor,0,1.723
1,175,perceptual,0.03,0.05,competitor,competitor,0,2.625
1,176,perceptual,0.03,0.05,competitor,target,1,3.064
1,177,numeric,0.1,0.05,competitor,target,1,3.212
1,178,numeric,0.1,0.05,target,target,1,1.83
1,179,numeric,0.03,0.2,competitor,target,1,2.16
1,180,numeric,0.03,0.05,competitor,target,1,2.193
1,182,perceptual,0.03,0.2,target,target,1,2.154
1,183,perceptual,0.1,0.2,target,target,1,4.403
1,184,perceptual,0.03,0.2,target,target,1,15.243
1,185,numeric,0.1,0.05,competitor,decoy,0,9.457
1,186,perceptual,0.1,0.05,competitor,target,1,4.631
1,187,perceptual,0.1,0.05,target,target,1,5.307
1,188,numeric,0.1,0.05,competitor,competitor,0,3.08
1,189,numeric,0.03,0.2,competitor,target,1,3.372
1,190,perceptual,0.03,0.2,competitor,target,1,5.739
1,191,perceptual,0.1,0.2,competitor,competitor,0,4.327
1,192,numeric,0.1,0.05,target,target,1,1.718
2,1,numeric,0.03,0.05,target,competitor,0,12.137
2,2,numeric,0.03,0.05,target,competitor,0,6.2
2,3,perceptual,0.03,0.05,target,target,1,7.223
2,4,perceptual,0.1,0.05,competitor,target,1,6.204
2,5,perceptual,0.1,0.05,competitor,competitor,0,3.139
2,6,perceptual,0.03,0.05,competitor,target,1,5.551
2,7,numeric,0.03,0.2,competitor,target,1,9.738
2,8,perceptual,0.1,0.05,competitor,target,1,8.384
2,9,perceptual,0.1,0.2,target,target,1,7.132
2,10,numeric,0.1,0.2,target,decoy,0,9.09
2,11,numeric,0.03,0.2,target,target,1,5.208
2,12,perceptual,0.03,0.05,competitor,competitor,0,5.849
2,13,numeric,0.03,0.05,competitor,competitor,0,6.216
2,14,numeric,0.03,0.05,competitor,competitor,0,8.135
2,15,numeric,0.03,0.05,competitor,competitor,0,6.166
2,16,numeric,0.03,0.2,target,competitor,0,11.788
2,17,numeric,0.1,0.2,competitor,competitor,0,7.45
2,18,perceptual,0.03,0.05,competitor,target,1,8.334
2,19,numeric,0.03,0.05,competitor,target,1,7.116
2,20,perceptual,0.1,0.2,target,competitor,0,9.016
2,21,perceptual,0.03,0.05,target,decoy,0,8.535
2,22,perceptual,0.1,0.2,target,target,1,7.695
2,23,numeric,0.03,0.05,target,target,1,7.094
2,24,numeric,0.03,0.2,competitor,competitor,0,6.863
2,25,numeric,0.03,0.05,target,target,1,10.235
2,26,numeric,0.03,0.2,target,target,1,5.882
2,27,numeric,0.1,0.05,competitor,competitor,0,6.335
2,28,perceptual,0.1,0.2,competitor,target,1,5.118
2,29,numeric,0.03,0.05,target,target,1,7.266
2,30,numeric,0.1,0.05,target,target,1,5.484
2,31,perceptual,0.1,0.05,competitor,target,1,4.734
2,32,numeric,0.03,0.2,target,target,1,7.249
2,33,perceptual,0.03,0.2,competitor,target,1,8.557
2,34,perceptual,0.1,0.05,target,target,1,4.775
2,35,perceptual,0.1,0.05,target,decoy,0,10.499
2,36,numeric,0.1,0.05,competitor,competitor,0,7.156
2,37,perceptual,0.03,0.05,competitor,competitor,0,5.801
2,38,numeric,0.03,0.05,competitor,competitor,0,8.599
2,39,numeric,0.1,0.2,target,target,1,6.472
2,40,perceptual,0.03,0.05,competitor,decoy,0,4.091
2,41,perceptual,0.1,0.2,competitor,competitor,0,4.071
2,42,numeric,0.03,0.05,competitor,competitor,0,12.017
2,43,perceptual,0.03,0.2,competitor,competitor,0,5.837
2,44,numeric,0.1,0.05,competitor,target,1,7.449
2,45,perceptual,0.1,0.2,target,competitor,0,3.8
2,46,numeric,0.03,0.05,competitor,decoy,0,11.918
2,47,perceptual,0.1,0.2,competitor,target,1,3.588
2,48,numeric,0.1,0.2,target,target,1,6.933
2,49,numeric,0.03,0.2,competitor,target,1,6.452
2,50,perceptual,0.1,0.05,competitor,competitor,0,6.605
2,51,perceptual,0.1,0.05,target,competitor,0,4.554
2,52,numeric,0.1,0.05,competitor,target,1,7.059
2,53,perceptual,0.03,0.2,competitor,target,1,5.62
2,54,perceptual,0.03,0.2,target,competitor,0,4.652
2,55,perceptual,0.1,0.2,competitor,target,1,4.5
2,56,perceptual,0.1,0.05,competitor,competitor,0,6.303
2,57,perceptual,0.1,0.2,competitor,target,1,4.523
2,58,perceptual,0.03,0.05,competitor,decoy,0,5.305
2,59,numeric,0.03,0.05,target,target,1,8.556
2,60,numeric,0.1,0.05,target,target,1,8.781
2,61,numeric,0.03,0.2,competitor,competitor,0,8.979
2,62,perceptual,0.03,0.2,competitor,target,1,4.786
2,63,numeric,0.1,0.2,target,target,1,8.417
2,64,perceptual,0.1,0.05,target,target,1,2.95
2,65,perceptual,0.03,0.05,target,decoy,0,11.085
2,66,perceptual,0.1,0.05,competitor,target,1,5.784
2,67,perceptual,0.1,0.05,competitor,competitor,0,7.974
2,68,numeric,0.03,0.2,target,target,1,10.833
2,69,numeric,0.03,0.2,competitor,competitor,0,6.767
2,70,perceptual,0.03,0.2,competitor,competitor,0,5.519
2,71,numeric,0.1,0.05,target,target,1,4.337
2,72,perceptual,0.1,0.2,target,competitor,0,6.133
2,73,perceptual,0.1,0.05,target,decoy,0,5.166
2,74,numeric,0.1,0.2,target,target,1,5.4
2,75,perceptual,0.03,0.05,competitor,competitor,0,3.633
2,76,perceptual,0.1,0.2,competitor,target,1,2.988
2,77,perceptual,0.1,0.2,target,target,1,3.289
2,78,perceptual,0.03,0.05,target,target,1,6.572
2,79,perceptual,0.03,0.2,target,target,1,3.8
2,80,numeric,0.1,0.2,competitor,target,1,8.272
2,81,numeric,0.1,0.2,competitor,target,1,6.718
2,82,perceptual,0.1,0.2,target,target,1,7.183
2,83,perceptual,0.1,0.05,target,target,1,4.666
2,84,numeric,0.1,0.2,target,target,1,5.922
2,85,numeric,0.1,0.2,competitor,competitor,0,5.649
2,86,numeric,0.1,0.2,target,competitor,0,9.269
2,87,numeric,0.03,0.2,competitor,competitor,0,6.883
2,88,perceptual,0.03,0.2,target,target,1,3.921
2,89,perceptual,0.03,0.05,target,competitor,0,5.069
2,90,perceptual,0.03,0.2,target,competitor,0,4.733
2,91,numeric,0.03,0.2,target,target,1,6.22
2,92,perceptual,0.1,0.05,target,target,1,4.573
2,93,numeric,0.1,0.05,target,target,1,8.449
2,94,perceptual,0.1,0.05,competitor,competitor,0,4.823
2,95,numeric,0.1,0.05,target,target,1,9.819
2,96,perceptual,0.03,0.2,competitor,competitor,0,4.917
2,97,perceptual,0.03,0.2,competitor,target,1,4.521
2,98,numeric,0.1,0.05,target,target,1,7.148
2,99,perceptual,0.1,0.05,target,target,1,3.913
2,100,numeric,0.1,0.05,target,target,1,10.205
2,101,numeric,0.1,0.05,target,target,1,4.981
2,102,numeric,0.03,0.05,competitor,competitor,0,4.903
2,103,perceptual,0.1,0.05,target,competitor,0,3.818
2,104,perceptual,0.03,0.2,target,competitor,0,2.953
2,105,numeric,0.1,0.05,competitor,competitor,0,7.99
2,106,numeric,0.03,0.2,target,competitor,0,8.834
2,107,perceptual,0.03,0.05,target,competitor,0,5.42
2,108,perceptual,0.03,0.2,target,target,1,5.665
2,109,perceptual,0.03,0.2,competitor,competitor,0,3.349
2,110,numeric,0.03,0.2,target,decoy,0,3.412
2,111,perceptual,0.1,0.2,target,competitor,0,4.47
2,112,numeric,0.03,0.2,target,target,1,9.3
2,113,numeric,0.03,0.2,competitor,target,1,7.333
2,114,perceptual,0.1,0.2,competitor,target,1,3.072
2,115,numeric,0.03,0.05,target,target,1,4.866
2,116,numeric,0.03,0.05,target,target,1,8.18
2,117,perceptual,0.03,0.05,competitor,decoy,0,7.57
2,118,numeric,0.03,0.2,competitor,competitor,0,6.566
2,119,numeric,0.1,0.05,competitor,target,1,12.419
2,120,numeric,0.03,0.05,target,decoy,0,6.482
2,121,numeric,0.1,0.05,competitor,target,1,7.55
2,122,perceptual,0.1,0.2,competitor,target,1,3.449
2,123,numeric,0.03,0.2,competitor,target,1,5.817
2,124,numeric,0.03,0.05,competitor,target,1,4.849
2,125,numeric,0.1,0.05,competitor,decoy,0,6.342
2,126,numeric,0.1,0.05,competitor,competitor,0,6.705
2,127,perceptual,0.1,0.2,competitor,target,1,3.028
2,128,perceptual,0.1,0.2,competitor,target,1,2.663
2,129,perceptual,0.03,0.2,competitor,target,1,3.985
2,130,perceptual,0.1,0.2,target,target,1,3.052
2,131,perceptual,0.1,0.2,target,target,1,3.301
2,132,numeric,0.1,0.2,target,target,1,7.133
2,133,numeric,0.1,0.05,competitor,competitor,0,4.949
2,134,numeric,0.1,0.05,competitor,target,1,5.534
2,135,perceptual,0.03,0.05,target,competitor,0,1.216
2,136,perceptual,0.03,0.2,competitor,target,1,3.199
2,137,perceptual,0.03,0.05,competitor,target,1,3.55
2,138,numeric,0.1,0.05,competitor,target,1,6.45
2,139,perceptual,0.03,0.05,target,decoy,0,4.862
2,140,perceptual,0.03,0.05,competitor,decoy,0,3.513
2,141,numeric,0.1,0.2,competitor,target,1,8.1
2,142,numeric,0.1,0.05,target,target,1,9.849
2,143,numeric,0.1,0.2,target,target,1,4.085
2,144,numeric,0.1,0.2,competitor,target,1,6.7
2,145,numeric,0.1,0.2,competitor,competitor,0,5.752
2,146,numeric,0.03,0.05,competitor,competitor,0,10.552
2,147,perceptual,0.1,0.2,competitor,target,1,2.84
2,148,perceptual,0.1,0.2,target,target,1,3.618
2,149,perceptual,0.1,0.2,target,target,1,3.586
2,150,numeric,0.03,0.2,competitor,competitor,0,6.767
2,151,perceptual,0.03,0.2,competitor,target,1,3.341
2,152,perceptual,0.1,0.05,target,target,1,7.214
2,153,perceptual,0.03,0.05,target,target,1,3.98
2,154,perceptual,0.03,0.05,target,competitor,0,3.847
2,155,numeric,0.03,0.05,target,target,1,7.733
2,156,perceptual,0.03,0.05,target,competitor,0,5.437
2,157,perceptual,0.03,0.2,target,target,1,3.568
2,158,perceptual,0.1,0.05,competitor,decoy,0,6.634
2,159,perceptual,0.03,0.2,target,target,1,3.581
2,160,perceptual,0.1,0.2,competitor,target,1,2.737
2,161,numeric,0.03,0.05,competitor,competitor,0,5.211
2,162,numeric,0.1,0.2,competitor,competitor,0,6.795
2,163,numeric,0.1,0.2,competitor,competitor,0,7.896
2,164,perceptual,0.1,0.05,target,target,1,2.434
2,165,numeric,0.1,0.2,competitor,target,1,4.054
2,166,numeric,0.1,0.2,competitor,competitor,0,6.318
2,167,perceptual,0.03,0.05,target,target,1,5.451
2,168,perceptual,0.03,0.2,target,target,1,3.272
2,169,numeric,0.03,0.2,competitor,target,1,5.636
2,170,numeric,0.03,0.05,target,target,1,10.208
2,171,perceptual,0.03,0.2,target,target,1,3.732
2,172,perceptual,0.03,0.2,target,target,1,4.314
2,173,numeric,0.03,0.05,target,target,1,7.529
2,174,numeric,0.03,0.05,competitor,target,1,4.371
2,175,numeric,0.1,0.2,target,target,1,6.301
2,176,numeric,0.1,0.2,competitor,competitor,0,7.669
2,177,perceptual,0.1,0.05,target,target,1,5.477
2,178,numeric,0.03,0.2,target,target,1,5.168
2,179,numeric,0.1,0.2,target,target,1,4.33
2,180,numeric,0.1,0.05,target,target,1,7.139
2,181,perceptual,0.03,0.2,competitor,target,1,3.668
2,182,numeric,0.1,0.2,target,target,1,10.666
2,183,perceptual,0.03,0.05,competitor,decoy,0,3.651
2,184,numeric,0.03,0.2,target,competitor,0,11.42
2,185,perceptual,0.1,0.05,competitor,target,1,3.368
2,186,numeric,0.1,0.05,target,target,1,5.348
2,187,perceptual,0.03,0.05,competitor,competitor,0,5.62
2,188,perceptual,0.1,0.05,competitor,decoy,0,2.72
2,189,numeric,0.03,0.2,competitor,competitor,0,3.903
2,190,numeric,0.03,0.2,target,target,1,7.317
2,191,numeric,0.1,0.05,target,target,1,11.901
2,192,perceptual,0.03,0.2,target,target,1,3.42
3,1,perceptual,0.03,0.2,target,target,1,12.436
3,2,perceptual,0.1,0.2,target,target,1,5.71
3,3,numeric,0.1,0.2,target,competitor,0,5.404
3,4,numeric,0.03,0.05,target,competitor,0,6.808
3,5,perceptual,0.03,0.2,target,decoy,0,5.199
3,6,numeric,0.1,0.2,competitor,competitor,0,5.078
3,8,numeric,0.1,0.05,target,target,1,6.364
3,9,numeric,0.03,0.05,target,target,1,5.944
3,10,numeric,0.1,0.2,target,target,1,5.355
3,11,perceptual,0.03,0.2,target,competitor,0,4.483
3,12,perceptual,0.03,0.2,competitor,competitor,0,3.152
3,13,numeric,0.1,0.2,target,target,1,5.348
3,14,perceptual,0.1,0.05,target,decoy,0,4.237
3,15,perceptual,0.03,0.2,target,competitor,0,3.26
3,16,numeric,0.03,0.2,target,decoy,0,5.256
3,17,perceptual,0.1,0.05,competitor,target,1,3.036
3,18,perceptual,0.03,0.2,target,target,1,3.453
3,19,perceptual,0.03,0.2,competitor,competitor,0,3.754
3,20,numeric,0.03,0.05,target,competitor,0,3.634
3,21,numeric,0.03,0.05,target,competitor,0,5.102
3,22,perceptual,0.1,0.2,competitor,target,1,3.251
3,23,numeric,0.1,0.2,competitor,target,1,4.313
3,24,numeric,0.1,0.05,competitor,target,1,3.632
3,25,perceptual,0.1,0.2,competitor,target,1,2.67
3,26,numeric,0.03,0.2,competitor,competitor,0,2.997
3,27,perceptual,0.1,0.2,competitor,competitor,0,2.849
3,28,perceptual,0.1,0.2,target,target,1,3.99
3,29,numeric,0.1,0.2,target,target,1,4.545
3,30,numeric,0.03,0.2,target,target,1,3.636
3,31,numeric,0.03,0.2,competitor,decoy,0,6.863
3,32,numeric,0.03,0.2,target,competitor,0,3.407
3,33,perceptual,0.03,0.05,target,competitor,0,2.181
3,34,perceptual,0.03,0.2,target,decoy,0,1.935
3,35,numeric,0.1,0.2,target,target,1,4.196
3,36,numeric,0.1,0.2,target,competitor,0,3.321
3,37,perceptual,0.1,0.2,competitor,target,1,3.138
3,38,numeric,0.1,0.05,target,decoy,0,6.544
3,39,perceptual,0.03,0.2,competitor,competitor,0,3.384
3,40,perceptual,0.1,0.05,target,target,1,3.101
3,41,numeric,0.1,0.2,target,decoy,0,3.63
3,42,numeric,0.03,0.2,target,target,1,3.739
3,43,perceptual,0.03,0.05,competitor,decoy,0,2.61
3,44,perceptual,0.1,0.05,target,target,1,3.411
3,45,numeric,0.1,0.05,competitor,target,1,6.866
3,46,perceptual,0.1,0.05,competitor,competitor,0,3.044
3,47,perceptual,0.1,0.05,competitor,competitor,0,4.736
3,48,perceptual,0.1,0.05,competitor,target,1,4.961
3,49,numeric,0.1,0.05,competitor,target,1,3.358
3,50,perceptual,0.1,0.05,competitor,competitor,0,1.924
3,51,perceptual,0.03,0.05,target,competitor,0,3.274
3,52,numeric,0.03,0.05,target,target,1,4.914
3,53,numeric,0.03,0.2,target,target,1,4.941
3,54,numeric,0.1,0.2,competitor,competitor,0,3.076
3,55,numeric,0.1,0.05,target,competitor,0,3.242
3,56,perceptual,0.03,0.05,competitor,decoy,0,3.789
3,57,numeric,0.03,0.2,competitor,target,1,4.685
3,58,numeric,0.1,0.05,competitor,target,1,3.427
3,59,perceptual,0.1,0.05,target,target,1,3.239
3,60,numeric,0.03,0.2,competitor,decoy,0,5.712
3,61,numeric,0.03,0.05,competitor,decoy,0,7.069
3,62,numeric,0.03,0.2,competitor,target,1,9.622
3,63,perceptual,0.03,0.2,competitor,target,1,3.527
3,64,numeric,0.1,0.05,target,competitor,0,4.076
3,65,perceptual,0.1,0.05,competitor,competitor,0,2.98
3,66,perceptual,0.03,0.05,competitor,target,1,2.986
3,67,numeric,0.1,0.05,target,decoy,0,4.071
3,68,numeric,0.1,0.2,target,target,1,3.258
3,69,numeric,0.1,0.2,competitor,target,1,3.787
3,70,numeric,0.03,0.05,competitor,target,1,4.052
3,71,numeric,0.03,0.05,competitor,decoy,0,6.755
3,72,numeric,0.03,0.05,competitor,decoy,0,4.101
3,73,perceptual,0.1,0.2,competitor,target,1,2.784
3,74,perceptual,0.03,0.05,competitor,target,1,2.801
3,75,numeric,0.1,0.05,competitor,target,1,4.323
3,76,numeric,0.03,0.2,target,competitor,0,3.757
3,77,perceptual,0.1,0.05,target,decoy,0,2.888
3,78,numeric,0.1,0.2,competitor,competitor,0,3.781
3,79,perceptual,0.03,0.05,target,competitor,0,2.794
3,80,perceptual,0.1,0.05,competitor,target,1,5.761
3,81,numeric,0.03,0.05,competitor,decoy,0,2.923
3,82,numeric,0.1,0.05,competitor,target,1,3.107
3,83,numeric,0.1,0.05,target,target,1,4.959
3,84,perceptual,0.1,0.2,target,competitor,0,5.562
3,85,perceptual,0.03,0.05,competitor,decoy,0,3.282
3,86,numeric,0.1,0.05,competitor,target,1,3.378
3,87,perceptual,0.1,0.2,target,decoy,0,3.382
3,88,numeric,0.03,0.05,competitor,target,1,2.97
3,89,perceptual,0.03,0.2,competitor,target,1,3.422
3,90,perceptual,0.03,0.05,target,decoy,0,3.099
3,91,perceptual,0.1,0.2,target,target,1,6.439
3,92,numeric,0.1,0.2,competitor,competitor,0,4.338
3,93,perceptual,0.03,0.05,competitor,competitor,0,3.588
3,94,numeric,0.03,0.2,target,competitor,0,4.151
3,95,numeric,0.1,0.05,target,decoy,0,4.616
3,96,numeric,0.03,0.05,target,competitor,0,5.013
3,97,perceptual,0.03,0.05,competitor,decoy,0,2.798
3,98,numeric,0.03,0.2,competitor,decoy,0,4.157
3,99,perceptual,0.03,0.05,target,competitor,0,2.55
3,100,perceptual,0.03,0.05,competitor,competitor,0,3.708
3,101,numeric,0.03,0.2,target,target,1,4.067
3,102,perceptual,0.1,0.2,target,competitor,0,4.465
3,103,numeric,0.03,0.2,competitor,target,1,4.25
3,104,numeric,0.1,0.05,target,decoy,0,5.34
3,105,numeric,0.1,0.2,competitor,target,1,4.491
3,106,perceptual,0.1,0.05,target,target,1,2.491
3,107,perceptual,0.03,0.05,target,decoy,0,4.112
3,108,perceptual,0.1,0.2,competitor,target,1,3.419
3,109,perceptual,0.1,0.05,target,target,1,2.452
3,110,perceptual,0.1,0.2,target,competitor,0,3.424
3,111,perceptual,0.03,0.05,competitor,decoy,0,2.71
