participant,trial_counter,condition,target_to_competitor,decoy_reduction,decoy_on,chosen_item,correct,rt
27,46,numeric,0.1,0.05,target,decoy,0,6.019
27,47,perceptual,0.03,0.2,competitor,target,1,5.385
27,48,numeric,0.1,0.2,competitor,target,1,6.087
27,49,perceptual,0.03,0.05,competitor,decoy,0,4.31
27,50,numeric,0.1,0.05,competitor,competitor,0,3.627
27,51,numeric,0.1,0.05,target,competitor,0,3.169
27,52,numeric,0.1,0.05,target,target,1,3.573
27,53,perceptual,0.1,0.2,target,target,1,3.014
27,54,numeric,0.03,0.2,competitor,competitor,0,6.334
27,55,perceptual,0.03,0.05,target,target,1,3.345
27,56,numeric,0.03,0.05,competitor,competitor,0,5.658
27,57,numeric,0.1,0.2,target,target,1,5.131
27,58,perceptual,0.03,0.2,target,competitor,0,5.604
27,59,numeric,0.1,0.2,competitor,competitor,0,5.588
27,60,numeric,0.1,0.05,target,target,1,8.593
27,61,perceptual,0.1,0.05,competitor,target,1,5.182
27,62,perceptual,0.1,0.05,target,competitor,0,3.689
27,63,numeric,0.1,0.05,competitor,target,1,7.188
27,64,perceptual,0.1,0.05,target,decoy,0,3.905
27,65,numeric,0.03,0.05,target,competitor,0,7.37
27,66,perceptual,0.03,0.05,competitor,target,1,3.314
27,67,perceptual,0.03,0.05,competitor,competitor,0,2.979
27,68,numeric,0.1,0.2,target,target,1,8.373
27,69,perceptual,0.1,0.05,competitor,competitor,0,3.098
27,70,numeric,0.1,0.2,competitor,target,1,6.447
27,71,perceptual,0.03,0.2,target,competitor,0,3.793
27,72,numeric,0.1,0.05,target,decoy,0,2.43
27,73,numeric,0.03,0.05,competitor,target,1,2.446
27,74,perceptual,0.03,0.05,target,competitor,0,4.216
27,75,perceptual,0.03,0.2,target,decoy,0,2.344
27,76,perceptual,0.03,0.2,competitor,decoy,0,4.452
27,77,numeric,0.03,0.2,competitor,target,1,3.688
27,78,numeric,0.03,0.05,competitor,target,1,4.002
27,79,numeric,0.03,0.2,competitor,target,1,2.662
27,80,numeric,0.03,0.2,target,competitor,0,3.135
27,81,perceptual,0.1,0.2,competitor,decoy,0,3.006
27,82,perceptual,0.03,0.2,competitor,target,1,2.628
27,83,perceptual,0.03,0.2,competitor,target,1,2.616
27,84,numeric,0.03,0.2,target,decoy,0,7.89
27,85,numeric,0.03,0.2,target,competitor,0,10.167
27,86,perceptual,0.1,0.05,competitor,target,1,3.616
27,87,numeric,0.1,0.2,target,competitor,0,3.565
27,88,perceptual,0.1,0.2,target,target,1,2.303
27,89,numeric,0.1,0.2,competitor,target,1,8.8
27,90,numeric,0.03,0.05,competitor,competitor,0,7.512
27,91,perceptual,0.03,0.05,target,competitor,0,3.347
27,92,numeric,0.1,0.05,target,target,1,10.129
27,93,numeric,0.03,0.05,competitor,competitor,0,7.212
27,94,numeric,0.03,0.05,target,target,1,5.499
27,95,numeric,0.1,0.05,target,target,1,7.162
27,96,numeric,0.1,0.2,competitor,competitor,0,7.278
27,97,perceptual,0.1,0.05,target,target,1,6.196
27,98,perceptual,0.03,0.05,target,competitor,0,6.04
27,99,numeric,0.03,0.2,competitor,competitor,0,5.049
27,100,perceptual,0.03,0.05,target,decoy,0,4.117
27,101,numeric,0.03,0.2,target,competitor,0,4.782
27,102,perceptual,0.1,0.05,competitor,competitor,0,4.187
27,103,perceptual,0.1,0.2,competitor,competitor,0,2.498
27,104,numeric,0.03,0.05,competitor,target,1,5.776
27,105,numeric,0.03,0.2,target,target,1,4.95
27,106,perceptual,0.1,0.2,target,target,1,3.362
27,107,numeric,0.03,0.05,target,target,1,6.449
27,108,numeric,0.03,0.05,target,competitor,0,4.877
27,109,perceptual,0.1,0.2,target,competitor,0,4.139
27,110,numeric,0.03,0.2,competitor,target,1,3.821
27,111,numeric,0.1,0.2,target,target,1,3.773
27,112,numeric,0.03,0.2,target,target,1,2.328
27,113,numeric,0.1,0.2,competitor,target,1,2.897
27,114,perceptual,0.03,0.2,target,decoy,0,3.594
27,115,numeric,0.03,0.2,competitor,competitor,0,3.272
27,116,numeric,0.1,0.05,target,target,1,2.961
27,117,perceptual,0.03,0.05,competitor,competitor,0,2.949
27,118,numeric,0.03,0.05,target,target,1,5.953
27,119,numeric,0.1,0.05,competitor,target,1,3.873
27,120,numeric,0.1,0.05,competitor,target,1,5.178
27,121,perceptual,0.1,0.05,competitor,decoy,0,3.112
27,122,perceptual,0.1,0.05,competitor,competitor,0,2.901
27,123,perceptual,0.03,0.05,competitor,decoy,0,2.969
27,124,numeric,0.03,0.05,target,competitor,0,2.328
27,125,perceptual,0.03,0.05,competitor,target,1,3.748
27,126,numeric,0.03,0.05,competitor,competitor,0,3.781
27,127,numeric,0.1,0.2,competitor,decoy,0,4.027
27,128,perceptual,0.1,0.05,target,competitor,0,3.293
27,129,perceptual,0.1,0.2,competitor,competitor,0,3.971
27,130,numeric,0.03,0.2,competitor,target,1,3.075
27,131,perceptual,0.03,0.2,competitor,target,1,2.559
27,132,numeric,0.03,0.2,competitor,competitor,0,4.842
27,133,numeric,0.03,0.05,competitor,target,1,6.545
27,134,numeric,0.1,0.2,competitor,competitor,0,5.714
27,135,perceptual,0.1,0.05,target,competitor,0,3.759
27,136,numeric,0.1,0.2,target,target,1,3.057
27,137,perceptual,0.1,0.2,target,decoy,0,5.089
27,138,perceptual,0.03,0.2,target,competitor,0,2.326
27,139,perceptual,0.03,0.2,competitor,target,1,5.007
27,140,perceptual,0.03,0.05,target,target,1,3.195
27,141,perceptual,0.1,0.2,competitor,target,1,2.634
27,142,numeric,0.03,0.05,target,target,1,6.315
27,143,perceptual,0.1,0.2,competitor,decoy,0,3.229
27,144,perceptual,0.03,0.2,target,competitor,0,2.17
27,145,perceptual,0.03,0.05,target,decoy,0,4.19
27,146,perceptual,0.1,0.05,competitor,decoy,0,2.34
27,147,numeric,0.1,0.2,competitor,competitor,0,2.57
27,148,perceptual,0.03,0.2,target,decoy,0,2.595
27,149,perceptual,0.03,0.2,competitor,decoy,0,2.544
27,150,numeric,0.1,0.05,target,target,1,6.743
27,151,numeric,0.03,0.2,target,target,1,6.318
27,152,numeric,0.03,0.05,target,target,1,7.317
27,153,numeric,0.1,0.2,competitor,target,1,6.017
27,154,numeric,0.1,0.2,target,competitor,0,2.848
27,155,perceptual,0.03,0.2,competitor,decoy,0,2.42
27,156,perceptual,0.03,0.05,target,decoy,0,3.288
27,157,perceptual,0.03,0.2,target,target,1,5.222
27,158,numeric,0.03,0.05,target,target,1,5.682
27,159,numeric,0.1,0.2,competitor,target,1,2.772
27,160,numeric,0.1,0.05,target,decoy,0,3.125
27,161,perceptual,0.1,0.05,target,target,1,2.365
27,162,perceptual,0.1,0.05,target,target,1,3.887
27,163,numeric,0.03,0.2,competitor,competitor,0,3.004
27,164,perceptual,0.1,0.2,competitor,competitor,0,2.985
27,165,numeric,0.1,0.2,target,target,1,3.821
27,166,perceptual,0.03,0.05,competitor,target,1,2.948
27,167,numeric,0.1,0.2,target,target,1,6.312
27,168,perceptual,0.1,0.2,competitor,competitor,0,4.037
27,169,numeric,0.1,0.2,target,competitor,0,4.268
27,170,numeric,0.03,0.2,competitor,competitor,0,3.292
27,171,perceptual,0.03,0.05,competitor,target,1,5.916
27,172,numeric,0.03,0.05,target,competitor,0,6.874
27,173,perceptual,0.1,0.2,competitor,competitor,0,3.443
27,174,perceptual,0.03,0.2,target,competitor,0,3.987
27,175,numeric,0.1,0.05,competitor,target,1,4.018
27,176,perceptual,0.1,0.2,target,competitor,0,3.025
27,177,perceptual,0.1,0.2,target,decoy,0,2.947
27,178,perceptual,0.03,0.05,competitor,decoy,0,2.763
27,179,perceptual,0.03,0.2,target,target,1,2.488
27,180,numeric,0.1,0.2,target,competitor,0,7.237
27,181,numeric,0.1,0.05,competitor,competitor,0,5.466
27,182,perceptual,0.1,0.05,target,competitor,0,2.51
27,183,perceptual,0.03,0.2,competitor,competitor,0,3.26
27,184,perceptual,0.1,0.2,competitor,target,1,3.388
27,185,numeric,0.03,0.05,competitor,target,1,6.826
27,186,perceptual,0.1,0.2,target,competitor,0,3.351
27,187,numeric,0.03,0.2,competitor,target,1,6.927
27,188,perceptual,0.1,0.2,competitor,target,1,2.618
27,189,numeric,0.1,0.05,target,decoy,0,2.82
27,190,perceptual,0.1,0.05,competitor,target,1,2.793
27,191,perceptual,0.1,0.05,target,decoy,0,3.564
27,192,perceptual,0.1,0.2,competitor,competitor,0,4.195
28,1,perceptual,0.1,0.2,competitor,competitor,0,9.36
28,2,numeric,0.1,0.05,competitor,target,1,10.283
28,3,perceptual,0.03,0.2,target,target,1,6.116
28,4,perceptual,0.1,0.2,competitor,target,1,7.99
28,5,perceptual,0.1,0.2,competitor,target,1,11.01
28,6,numeric,0.1,0.2,competitor,target,1,9.466
28,7,perceptual,0.03,0.2,target,target,1,8.629
28,8,perceptual,0.1,0.2,target,target,1,7.035
28,9,perceptual,0.1,0.2,target,competitor,0,5.521
28,10,numeric,0.1,0.2,competitor,target,1,9.229
28,11,perceptual,0.1,0.05,target,decoy,0,5.732
28,12,numeric,0.03,0.05,target,target,1,13.451
28,13,perceptual,0.03,0.2,target,competitor,0,6.75
28,14,numeric,0.03,0.2,competitor,target,1,10.68
28,15,perceptual,0.03,0.2,competitor,target,1,6.536
28,16,perceptual,0.1,0.05,target,target,1,7.417
28,17,perceptual,0.1,0.2,target,target,1,8.235
28,18,perceptual,0.1,0.2,competitor,target,1,3.434
28,19,numeric,0.03,0.2,target,target,1,13.86
28,20,numeric,0.1,0.05,competitor,target,1,8.647
28,21,perceptual,0.03,0.05,competitor,target,1,5.475
28,22,perceptual,0.03,0.05,target,decoy,0,6.439
28,23,perceptual,0.1,0.05,target,target,1,5.995
28,24,numeric,0.03,0.05,target,target,1,7.51
28,25,perceptual,0.03,0.2,competitor,competitor,0,6.918
28,26,numeric,0.03,0.05,target,target,1,10.539
28,27,perceptual,0.1,0.2,competitor,target,1,4.711
28,28,numeric,0.1,0.05,target,target,1,10.78
28,29,perceptual,0.03,0.05,competitor,target,1,5.104
28,30,perceptual,0.03,0.05,target,target,1,4.776
28,31,perceptual,0.1,0.05,target,decoy,0,6.536
28,32,perceptual,0.1,0.2,target,target,1,5.751
28,33,perceptual,0.1,0.2,target,target,1,5.187
28,34,numeric,0.1,0.2,competitor,target,1,11.166
28,35,numeric,0.03,0.05,target,target,1,14.942
28,36,perceptual,0.03,0.2,competitor,target,1,6.093
28,37,numeric,0.1,0.2,target,target,1,12.918
28,38,numeric,0.03,0.2,competitor,competitor,0,11.158
28,39,perceptual,0.1,0.05,competitor,competitor,0,6.568
28,40,perceptual,0.03,0.2,competitor,target,1,6.077
28,41,perceptual,0.1,0.2,target,target,1,9.276
28,42,perceptual,0.1,0.05,competitor,competitor,0,6.619
28,43,perceptual,0.03,0.2,target,target,1,4.197
28,44,numeric,0.1,0.05,target,target,1,13.682
28,45,numeric,0.03,0.05,competitor,target,1,12.849
28,46,numeric,0.1,0.05,target,target,1,17.865
28,47,perceptual,0.03,0.05,competitor,competitor,0,4.751
28,48,numeric,0.03,0.2,target,target,1,14.631
28,49,perceptual,0.03,0.05,competitor,target,1,3.894
28,50,perceptual,0.1,0.05,competitor,target,1,6.198
28,51,numeric,0.1,0.05,competitor,target,1,7.523
28,52,perceptual,0.1,0.05,competitor,target,1,6.803
28,53,numeric,0.03,0.05,competitor,target,1,9.261
28,54,numeric,0.03,0.2,competitor,competitor,0,12.565
28,55,numeric,0.1,0.2,target,target,1,9.143
28,56,numeric,0.03,0.05,target,target,1,13.75
28,57,perceptual,0.03,0.05,target,target,1,8.999
28,58,perceptual,0.1,0.2,competitor,target,1,7.075
28,59,perceptual,0.03,0.05,competitor,target,1,5.634
28,60,perceptual,0.03,0.2,competitor,target,1,4.355
28,61,numeric,0.03,0.05,competitor,competitor,0,14.794
28,62,numeric,0.03,0.2,competitor,target,1,11.163
28,63,numeric,0.03,0.2,competitor,competitor,0,16.164
28,64,perceptual,0.03,0.05,target,target,1,6.829
28,65,numeric,0.03,0.2,target,target,1,11.265
28,66,numeric,0.03,0.05,competitor,competitor,0,13.768
28,67,perceptual,0.1,0.2,target,competitor,0,6.279
28,68,numeric,0.03,0.2,competitor,target,1,14.066
28,69,perceptual,0.1,0.2,competitor,target,1,10.391
28,70,perceptual,0.1,0.2,target,target,1,5.885
28,71,perceptual,0.03,0.2,target,target,1,7.263
28,72,numeric,0.1,0.05,competitor,target,1,13.806
28,73,numeric,0.03,0.05,target,target,1,14.064
28,74,numeric,0.03,0.2,competitor,target,1,17.874
28,75,numeric,0.03,0.05,competitor,target,1,10.038
28,76,numeric,0.03,0.05,target,competitor,0,15.644
28,77,numeric,0.1,0.05,competitor,target,1,11.317
28,78,numeric,0.1,0.2,target,target,1,11.635
28,79,perceptual,0.1,0.05,competitor,target,1,4.968
28,80,numeric,0.1,0.05,competitor,target,1,8.958
28,81,numeric,0.1,0.2,target,competitor,0,9.625
28,82,perceptual,0.1,0.2,competitor,target,1,3.848
28,83,perceptual,0.1,0.2,competitor,target,1,5.246
28,84,perceptual,0.03,0.05,target,target,1,5.123
28,85,perceptual,0.03,0.05,competitor,target,1,5.95
28,86,perceptual,0.1,0.05,target,decoy,0,4.537
28,87,numeric,0.1,0.2,competitor,target,1,18.637
28,88,numeric,0.03,0.05,target,competitor,0,10.571
28,89,perceptual,0.1,0.05,competitor,target,1,5.401
28,90,numeric,0.03,0.2,competitor,decoy,0,11.23
28,91,numeric,0.1,0.05,target,target,1,9.048
28,92,numeric,0.1,0.2,target,target,1,7.961
28,94,perceptual,0.03,0.2,competitor,competitor,0,5.767
28,95,numeric,0.1,0.2,competitor,target,1,5.367
28,96,numeric,0.1,0.05,target,target,1,7.505
28,97,perceptual,0.1,0.2,competitor,target,1,3.792
28,98,perceptual,0.1,0.05,target,decoy,0,4.156
28,99,perceptual,0.03,0.05,competitor,target,1,5.909
28,100,numeric,0.03,0.2,target,target,1,8.055
28,101,perceptual,0.03,0.2,target,competitor,0,3.391
28,102,numeric,0.1,0.2,target,target,1,8.505
28,103,numeric,0.03,0.2,competitor,target,1,6.598
28,104,numeric,0.1,0.2,competitor,target,1,7.234
28,105,numeric,0.1,0.05,target,target,1,8.448
28,106,perceptual,0.03,0.05,target,decoy,0,4.783
28,107,numeric,0.03,0.2,target,target,1,10.304
28,108,perceptual,0.1,0.05,competitor,target,1,5.833
28,109,numeric,0.1,0.05,competitor,competitor,0,9.926
28,110,perceptual,0.03,0.2,target,target,1,6.399
28,111,perceptual,0.03,0.05,target,competitor,0,5.582
28,112,perceptual,0.03,0.05,competitor,decoy,0,5.439
28,113,perceptual,0.1,0.05,target,target,1,3.663
28,114,numeric,0.1,0.05,competitor,target,1,8.73
28,115,numeric,0.1,0.05,target,target,1,8.796
28,116,perceptual,0.03,0.05,competitor,target,1,4.679
28,117,numeric,0.1,0.2,target,target,1,6.953
28,118,numeric,0.03,0.05,target,target,1,10.77
28,119,perceptual,0.1,0.05,competitor,target,1,6.841
28,120,numeric,0.03,0.05,competitor,target,1,7.947
28,121,perceptual,0.1,0.05,target,decoy,0,4.063
28,122,perceptual,0.1,0.05,competitor,target,1,4.582
28,123,numeric,0.1,0.05,target,target,1,7.931
28,124,perceptual,0.03,0.2,target,target,1,4.349
28,125,perceptual,0.1,0.2,target,target,1,3.925
28,126,perceptual,0.1,0.2,target,target,1,3.981
28,127,numeric,0.1,0.05,competitor,competitor,0,8.343
28,128,perceptual,0.1,0.2,competitor,target,1,7.214
28,129,perceptual,0.1,0.05,target,decoy,0,3.387
28,130,numeric,0.1,0.05,competitor,target,1,6.589
28,131,numeric,0.03,0.2,target,target,1,7.123
28,132,numeric,0.03,0.2,target,target,1,9.952
28,133,perceptual,0.03,0.05,target,target,1,5.334
28,134,numeric,0.03,0.2,target,target,1,8.892
28,135,perceptual,0.03,0.2,competitor,competitor,0,5.051
28,136,numeric,0.1,0.05,target,decoy,0,10.012
28,137,numeric,0.1,0.2,target,target,1,10.565
28,138,perceptual,0.03,0.2,competitor,target,1,6.55
28,139,numeric,0.03,0.05,competitor,competitor,0,9.517
28,140,numeric,0.03,0.05,competitor,target,1,9.327
28,141,numeric,0.1,0.2,competitor,target,1,7.057
28,142,numeric,0.1,0.2,competitor,target,1,6.033
28,143,perceptual,0.03,0.2,competitor,competitor,0,6.466
28,144,perceptual,0.03,0.2,competitor,target,1,3.922
28,145,perceptual,0.1,0.2,competitor,target,1,2.791
28,146,numeric,0.1,0.2,target,target,1,5.491
28,147,numeric,0.1,0.05,target,target,1,6.678
28,148,perceptual,0.03,0.05,competitor,target,1,4.115
28,149,perceptual,0.03,0.2,target,target,1,4.857
28,150,numeric,0.03,0.2,competitor,competitor,0,10.942
28,151,numeric,0.03,0.05,target,target,1,6.359
28,152,perceptual,0.1,0.05,competitor,target,1,5.318
28,153,numeric,0.1,0.05,competitor,target,1,6.633
28,154,perceptual,0.1,0.05,competitor,decoy,0,4.383
28,155,numeric,0.1,0.05,target,target,1,5.716
28,156,numeric,0.1,0.2,competitor,target,1,5.034
28,157,perceptual,0.1,0.05,competitor,target,1,4.277
28,158,perceptual,0.03,0.2,target,target,1,10.244
28,159,numeric,0.1,0.2,target,target,1,7.913
28,160,numeric,0.03,0.05,competitor,competitor,0,6.395
28,161,numeric,0.1,0.2,competitor,target,1,9.588
28,162,numeric,0.1,0.2,target,target,1,5.56
28,163,perceptual,0.03,0.2,competitor,decoy,0,3.015
28,164,numeric,0.03,0.05,competitor,target,1,8.396
28,165,perceptual,0.03,0.05,target,decoy,0,4.77
28,166,perceptual,0.1,0.05,target,competitor,0,7.602
28,167,numeric,0.03,0.2,competitor,target,1,8.237
28,168,numeric,0.1,0.05,target,target,1,8.065
28,169,numeric,0.1,0.05,competitor,target,1,7.258
28,170,perceptual,0.03,0.2,competitor,target,1,4.393
28,171,perceptual,0.03,0.05,target,target,1,3.95
28,172,perceptual,0.1,0.05,target,decoy,0,5.674
28,173,perceptual,0.03,0.2,target,target,1,4.175
28,174,numeric,0.03,0.2,target,target,1,8.555
28,175,perceptual,0.03,0.05,competitor,decoy,0,4.613
28,176,numeric,0.03,0.05,competitor,competitor,0,9.154
28,177,perceptual,0.03,0.05,target,target,1,6.094
28,178,numeric,0.1,0.2,target,competitor,0,7.7
28,179,numeric,0.1,0.2,competitor,target,1,5.292
28,180,perceptual,0.1,0.2,target,target,1,5.072
28,181,numeric,0.03,0.2,target,competitor,0,8.339
28,182,numeric,0.1,0.2,competitor,target,1,7.784
28,183,numeric,0.03,0.05,target,target,1,8.376
28,184,numeric,0.03,0.2,target,target,1,7.618
28,185,numeric,0.03,0.05,target,target,1,6.967
28,186,perceptual,0.1,0.2,target,decoy,0,6.308
28,187,perceptual,0.03,0.05,competitor,competitor,0,4.375
28,188,perceptual,0.1,0.05,target,decoy,0,4.677
28,189,numeric,0.03,0.2,competitor,target,1,9.615
28,190,perceptual,0.03,0.05,target,decoy,0,3.601
28,191,numeric,0.03,0.2,target,target,1,7.537
28,192,perceptual,0.03,0.2,target,target,1,3.52
29,1,perceptual,0.03,0.05,target,decoy,0,5.349
29,2,numeric,0.1,0.2,target,target,1,5.342
29,3,numeric,0.03,0.05,target,target,1,8.585
29,4,numeric,0.1,0.05,competitor,target,1,6.642
29,5,numeric,0.03,0.2,competitor,competitor,0,7.642
29,6,numeric,0.03,0.2,target,target,1,6.527
29,7,numeric,0.03,0.05,target,target,1,9.795
29,8,numeric,0.03,0.2,target,target,1,5.972
29,9,perceptual,0.1,0.2,competitor,target,1,3.214
29,10,numeric,0.1,0.05,target,decoy,0,5.609
29,11,numeric,0.1,0.05,target,target,1,5.1
29,12,perceptual,0.03,0.2,competitor,target,1,7.41
29,13,perceptual,0.1,0.2,target,competitor,0,3.853
29,14,numeric,0.03,0.05,competitor,competitor,0,6.314
29,15,numeric,0.03,0.05,competitor,competitor,0,8.062
29,16,perceptual,0.1,0.05,competitor,competitor,0,4.633
29,17,numeric,0.03,0.2,competitor,target,1,4.668
29,18,perceptual,0.1,0.2,competitor,target,1,3.534
29,19,numeric,0.1,0.05,target,target,1,4.636
29,20,numeric,0.03,0.2,competitor,target,1,7.596
29,21,perceptual,0.1,0.05,competitor,decoy,0,3.889
29,22,numeric,0.1,0.2,competitor,target,1,5.69
29,23,perceptual,0.1,0.05,target,target,1,5.117
29,24,perceptual,0.03,0.05,competitor,target,1,3.425
29,25,perceptual,0.1,0.2,target,decoy,0,5.278
29,26,perceptual,0.03,0.05,competitor,decoy,0,6.642
29,27,numeric,0.1,0.2,competitor,target,1,3.903
29,28,perceptual,0.03,0.2,competitor,target,1,3.878
29,29,numeric,0.03,0.05,competitor,competitor,0,5.938
29,30,numeric,0.1,0.05,target,target,1,6.475
29,31,perceptual,0.03,0.05,competitor,target,1,2.569
29,32,numeric,0.03,0.05,competitor,target,1,6.352
29,33,numeric,0.1,0.2,competitor,target,1,6.495
29,34,numeric,0.1,0.2,competitor,competitor,0,5.609
29,35,perceptual,0.03,0.2,target,decoy,0,3.091
29,36,numeric,0.1,0.05,competitor,target,1,4.101
29,37,perceptual,0.1,0.2,competitor,competitor,0,3.159
29,38,numeric,0.1,0.2,competitor,target,1,7.758
29,39,perceptual,0.1,0.2,target,target,1,3.417
29,40,perceptual,0.03,0.05,target,target,1,5.806
29,41,numeric,0.1,0.05,target,target,1,6.206
29,42,numeric,0.1,0.2,target,target,1,4.792
29,43,perceptual,0.03,0.2,competitor,target,1,4.651
29,44,perceptual,0.03,0.05,target,competitor,0,5.392
29,45,perceptual,0.03,0.05,target,competitor,0,3.527
29,46,perceptual,0.1,0.05,competitor,decoy,0,3.881
29,47,perceptual,0.1,0.05,target,competitor,0,2.612
29,48,perceptual,0.1,0.2,target,decoy,0,3.181
29,49,numeric,0.03,0.05,competitor,target,1,5.304
29,50,perceptual,0.03,0.2,competitor,competitor,0,3.247
29,51,numeric,0.03,0.2,target,target,1,4.292
29,52,perceptual,0.1,0.2,competitor,competitor,0,2.787
29,53,perceptual,0.1,0.05,target,decoy,0,2.883
29,54,perceptual,0.03,0.05,target,decoy,0,2.861
29,55,numeric,0.03,0.2,competitor,target,1,4.841
29,56,numeric,0.03,0.05,competitor,competitor,0,8.176
29,57,numeric,0.03,0.05,competitor,target,1,6.139
29,58,perceptual,0.1,0.05,target,decoy,0,3.68
29,59,numeric,0.03,0.2,target,target,1,6.779
29,60,numeric,0.1,0.2,target,target,1,7.08
29,61,perceptual,0.03,0.05,target,target,1,3.513
29,62,perceptual,0.1,0.2,target,competitor,0,3.155
29,63,perceptual,0.03,0.2,target,competitor,0,3.302
29,64,perceptual,0.1,0.05,target,target,1,3.242
29,65,numeric,0.03,0.05,target,target,1,6.584
29,66,numeric,0.03,0.05,competitor,competitor,0,9.858
29,67,perceptual,0.03,0.05,competitor,competitor,0,2.926
29,68,perceptual,0.03,0.2,competitor,target,1,3.783
29,69,perceptual,0.03,0.2,competitor,decoy,0,3.225
29,70,numeric,0.1,0.2,competitor,target,1,4.136
29,71,numeric,0.1,0.2,target,target,1,3.974
29,72,numeric,0.03,0.05,target,target,1,8.881
29,73,perceptual,0.03,0.05,target,decoy,0,3.362
29,74,numeric,0.03,0.2,competitor,competitor,0,6.012
29,75,perceptual,0.03,0.2,target,competitor,0,2.621
29,76,perceptual,0.03,0.2,target,target,1,5.685
29,77,perceptual,0.03,0.05,competitor,decoy,0,4.561
29,78,perceptual,0.1,0.05,target,decoy,0,4.906
29,79,numeric,0.1,0.05,competitor,target,1,4.713
29,80,numeric,0.1,0.2,target,target,1,6.522
29,81,numeric,0.1,0.2,target,decoy,0,4.28
29,82,numeric,0.1,0.05,competitor,competitor,0,3.812
29,83,numeric,0.03,0.2,competitor,target,1,6.774
29,84,perceptual,0.1,0.2,target,decoy,0,2.316
29,85,perceptual,0.03,0.2,target,competitor,0,3.884
29,86,perceptual,0.03,0.05,target,competitor,0,2.962
29,87,perceptual,0.1,0.2,target,decoy,0,3.51
29,88,numeric,0.1,0.05,target,target,1,5.28
29,89,numeric,0.03,0.2,competitor,target,1,7.827
29,90,numeric,0.03,0.05,competitor,competitor,0,7.081
29,91,numeric,0.1,0.2,target,target,1,5.187
29,92,perceptual,0.1,0.05,competitor,target,1,3.758
29,93,numeric,0.1,0.05,competitor,target,1,4.622
29,94,perceptual,0.1,0.05,competitor,decoy,0,6.934
29,95,numeric,0.1,0.05,target,target,1,5.885
29,96,numeric,0.1,0.05,competitor,target,1,6.594
29,97,numeric,0.03,0.2,target,competitor,0,3.599
29,98,numeric,0.03,0.2,target,target,1,8.501
29,99,numeric,0.03,0.2,target,competitor,0,5.408
29,100,numeric,0.03,0.05,target,target,1,4.778
29,101,numeric,0.1,0.2,target,target,1,4.003
29,102,perceptual,0.03,0.05,target,competitor,0,3.437
29,103,perceptual,0.03,0.2,competitor,target,1,2.239
29,104,numeric,0.1,0.05,target,competitor,0,3.05
29,105,numeric,0.1,0.05,target,competitor,0,2.901
29,106,perceptual,0.03,0.2,competitor,target,1,2.095
29,107,numeric,0.03,0.2,target,target,1,4.843
29,108,perceptual,0.03,0.2,target,target,1,2.965
29,109,perceptual,0.1,0.2,competitor,competitor,0,6.379
29,110,perceptual,0.1,0.05,competitor,competitor,0,4.112
29,111,numeric,0.03,0.05,target,target,1,7.127
29,112,perceptual,0.1,0.2,target,decoy,0,2.548
29,113,perceptual,0.1,0.2,competitor,target,1,2.5
29,114,numeric,0.03,0.05,target,competitor,0,2.404
29,115,perceptual,0.1,0.2,target,decoy,0,2.407
29,116,perceptual,0.1,0.05,competitor,decoy,0,2.372
29,117,perceptual,0.03,0.2,competitor,competitor,0,4.965
29,118,perceptual,0.1,0.2,competitor,decoy,0,3.347
29,119,perceptual,0.1,0.2,competitor,competitor,0,6.875
29,120,numeric,0.03,0.2,competitor,competitor,0,3.201
29,121,numeric,0.1,0.05,competitor,target,1,2.896
29,122,numeric,0.1,0.05,target,target,1,4.878
29,123,perceptual,0.1,0.2,competitor,decoy,0,4.282
29,124,perceptual,0.1,0.2,target,target,1,3.185
29,125,numeric,0.1,0.2,competitor,competitor,0,4.046
29,126,numeric,0.03,0.05,target,target,1,5.85
29,127,perceptual,0.03,0.05,target,decoy,0,2.381
29,128,perceptual,0.1,0.05,competitor,decoy,0,2.612
29,129,numeric,0.03,0.2,competitor,competitor,0,6.161
29,130,perceptual,0.1,0.05,target,target,1,4.266
29,131,numeric,0.1,0.2,competitor,target,1,5.336
29,132,numeric,0.1,0.2,target,target,1,6.977
29,133,numeric,0.1,0.2,target,target,1,8.737
29,134,perceptual,0.1,0.2,competitor,decoy,0,2.636
29,135,perceptual,0.03,0.2,target,target,1,3.146
29,136,numeric,0.03,0.2,competitor,competitor,0,8.17
29,137,numeric,0.03,0.2,target,target,1,5.121
29,138,perceptual,0.1,0.2,competitor,target,1,2.807
29,139,numeric,0.03,0.05,competitor,competitor,0,4.447
29,140,numeric,0.1,0.2,competitor,target,1,5.379
29,141,perceptual,0.1,0.05,target,competitor,0,2.49
29,142,perceptual,0.1,0.05,target,competitor,0,2.896
29,143,perceptual,0.03,0.05,target,decoy,0,4.846
29,144,numeric,0.1,0.2,target,target,1,3.997
29,145,numeric,0.03,0.2,competitor,target,1,5.298
29,146,numeric,0.1,0.05,competitor,target,1,3.965
29,147,numeric,0.1,0.05,competitor,target,1,4.282
29,148,numeric,0.03,0.05,target,target,1,5.228
29,149,perceptual,0.03,0.05,competitor,target,1,4.652
29,150,numeric,0.03,0.2,competitor,competitor,0,6.315
29,151,perceptual,0.1,0.05,competitor,decoy,0,3.469
29,152,perceptual,0.03,0.05,competitor,target,1,4.402
29,153,numeric,0.03,0.05,target,target,1,4.774
29,154,numeric,0.03,0.05,target,target,1,5.805
29,155,numeric,0.03,0.05,target,target,1,5.451
